"","CityName","UniqueUserCount","Lat","Lon"
"110","Itatiba",275,-23.006888483896,-46.8424907100813
"111","Pindamonhangaba",272,-22.9286197820179,-45.4656113047969
"112","Cachoeiro_de_Itapemirim",269,-20.8489947923667,-41.1114405267906
"113","Castanhal",268,-1.29164505637642,-47.9251924225162
"114","Camacari",266,-12.7028340492804,-38.3257630220615
"115","Patos",263,-7.02101598787529,-37.2755462352918
"116","Palmas",259,-10.2361954807117,-48.3241207902664
"117","Patos_de_Minas",250,-18.5852438957471,-46.5156570172293
"118","Guaiba",246,-30.1173065590748,-51.3498447339631
"119","Braganca_Paulista",245,-22.9534386233884,-46.555518887525
"120","Jau",236,-22.295785052482,-48.5590877698138
"121","Barbacena",234,-21.2233792734996,-43.7714628041695
"122","Guarapuava",231,-25.390603567527,-51.4707569044107
"123","Luziania",231,-16.2262877832414,-47.9333511051545
"124","Araras",230,-22.3573122763031,-47.3797968648101
"125","Sapiranga",230,-29.6364539389749,-51.0029141711866
"126","Lorena",228,-22.736571646251,-45.1197495285848
"127","Itabuna",226,-14.7905459169277,-39.2786301639395
"128","Rondonopolis",224,-16.4686747356735,-54.6251961463677
"129","Boa_Vista",223,2.82710510256739,-60.7225968254884
"130","Campo_Largo",222,-25.4558685828473,-49.5300822156971
"131","Itupeva",217,-23.1550600911765,-47.0560208868814
"132","Assis",216,-22.6627970564079,-50.4159426672585
"133","Toledo",216,-24.7314752438196,-53.7484295336195
"134","Tatui",210,-23.3516195578139,-47.8494008030729
"135","Barreiras",208,-12.1453698270038,-44.9964469564504
"136","Pirassununga",208,-22.0021268374736,-47.4252552698117
"137","Conselheiro_Lafaiete",206,-20.6621303482038,-43.7901190463667
"138","Lavras",206,-21.2374553581003,-44.9962470916887
"139","Lins",204,-21.6721410807872,-49.7453141952375
"140","Vitoria_de_Santo_Antao",204,-8.12105350295551,-35.2953377269563
"141","Itapetininga",203,-23.5889646693624,-48.049303199279
"142","Ourinhos",199,-22.9827693829427,-49.8684780447665
"143","Macapa",196,0.0655014467893291,-51.0891957015498
"144","Avare",193,-23.0969917953841,-48.9218256336133
"145","Pelotas",193,-31.7307681224809,-52.3317088071577
"146","Catanduva",190,-21.1384070264587,-48.9752055115451
"147","Araucaria",189,-25.5884606830839,-49.4039159221377
"148","Sao_Joao_da_Boa_Vista",188,-21.9712044237867,-46.7924277723065
"149","Caieiras",187,-23.3636080498013,-46.7402691896006
"150","Araxa",185,-19.5938011084031,-46.9402453885565
"151","Erechim",185,-27.6372242558118,-52.2740559931728
"152","Imperatriz",185,-5.5118046776383,-47.4534710276646
"153","Caico",183,-6.4583638636954,-37.0970936935994
"154","Ararangua",179,-28.9383120124778,-49.4842827667056
"155","Amparo",178,-22.7039016553282,-46.771204512852
"156","Ribeirao_das_Neves",176,-19.7680229972342,-44.0857458938191
"157","Sertaozinho",172,-21.1339506564317,-47.9881005625754
"158","Sinop",171,-11.8661794087106,-55.5019756473995
"159","Araguari",170,-18.6478991174337,-48.1886722244677
"160","Campo_Mourao",170,-24.0453060918556,-52.3781642663812
"161","Umuarama",170,-23.759848541111,-53.3050609987941
"162","Sao_Pedro",169,-22.549765566968,-47.9092679676903
"163","Votuporanga",168,-20.4168286892766,-49.9715652762342
"164","Itauna",167,-20.0744985298537,-44.5794075659282
"165","Catalao",164,-18.1653903033962,-47.9426903435744
"166","Balneario_Camboriu",163,-27.0251975554441,-48.656720739772
"167","Alfenas",161,-21.4314460583148,-45.9467315647313
"168","Farroupilha",160,-29.2327758801491,-51.3473425630958
"169","Ipatinga",159,-19.4576624829981,-42.5573074201703
"170","Teofilo_Otoni",158,-17.8551921241173,-41.5075778037775
"171","Birigui",157,-21.2906696441099,-50.3396990817978
"172","Pato_Branco",156,-26.2193221394373,-52.6713536197609
"173","Santa_Cruz_do_Capibaribe",156,-7.95336177201902,-36.2007803257612
"174","Carpina",155,-7.84679034464129,-35.252333514003
"175","Formosa",155,-15.5375203771845,-47.3338575658037
"176","Passos",155,-20.7208483384596,-46.6102861831122
"177","Santo_Angelo",155,-28.2990384320978,-54.2637256340595
"178","Cruzeiro",153,-22.5731555616118,-44.961670046948
"179","Francisco_Beltrao",153,-26.0764228189371,-53.0523596122033
"180","Leme",153,-22.1894198292784,-47.3901515782063
"181","Louveira",152,-23.0857538180501,-46.9515602799407
"182","Porto_Feliz",149,-23.2139024234538,-47.5225777646872
"183","Jequie",148,-13.8602718586208,-40.0812867203629
"184","Sao_Bento_do_Sul",148,-26.2472505474236,-49.3816425721154
"185","Cambe",147,-23.2842530507862,-51.2655016627987
"186","Jaboticabal",147,-21.2589116937339,-48.3184197042377
"187","Sao_Mateus",146,-18.7231088432643,-39.8575358357607
"188","Arapongas",141,-23.4092404923973,-51.4369635508886
"189","Rio_Negro_Mafra",139,-26.1148125828329,-49.8039446049708
"190","Tiangua",137,-3.7298836312799,-40.9890162152711
"191","Mirassol",132,-20.8176879718839,-49.5082829816596
"192","Parauapebas",131,-6.07220496402899,-49.8949943505435
"193","Arapiraca",128,-9.73960674050496,-36.652031231432
"194","Caxias",126,-4.86311293124418,-43.3551080705968
"195","Alagoinhas",125,-12.1395285849554,-38.4194408737612
"196","Iguatu",125,-6.36119909072956,-39.2989470997782
"197","Serra_Talhada",125,-7.98634952106084,-38.2944167678471
"198","Lencois_Paulista",124,-22.6019686540881,-48.7950080303602
"199","Bebedouro",122,-20.9431851069133,-48.4811983665196
"200","Ljui",121,-28.3894735104198,-53.9181828149925
"201","Cajazeiras",120,-6.89004942703367,-38.5597184405255
"202","Itapipoca",119,-3.49735831556699,-39.5788676667386
"203","Acailandia",118,-4.95238413801727,-47.5002656717884
"204","Apucarana",118,-23.5514704836119,-51.4600290502549
"205","Limoeiro",118,-7.86795261299879,-35.4444658573082
"206","Picos",118,-7.08383700704668,-41.466486779796
"207","Fazenda_Rio_Grande",117,-25.6501609727435,-49.3097058247319
"208","Santa_Rosa",117,-27.8678543218519,-54.4832831183333
"209","Pedreira",116,-22.7364236551248,-46.9071401315861
"210","Cruz_Alta",115,-28.6446734550724,-53.6038691617582
"211","Joacaba",115,-27.1731736689894,-51.5070723745249
"212","Sorriso",115,-12.5512337676956,-55.7211132645006
"213","Artur_Nogueira",114,-22.5739132662425,-47.1631480722983
"214","Matao",113,-21.6022453577129,-48.3630430742125
"215","Sao_Borja",112,-28.6519359563385,-55.9974885634609
"216","Barra_do_Garcas",111,-15.8918644993291,-52.2627033810496
"217","Santo_Antonio_de_Jesus",110,-12.966607087167,-39.2653224066274
"218","Cruz_das_Almas",109,-12.6676456626092,-39.1054067232294
"219","Paranavai",109,-23.0792048011155,-52.463401030333
"220","Capivari",108,-22.9995793815265,-47.5070850227636
"221","Mococa",107,-21.4696905659236,-47.0041333939047
"222","Assu",105,-5.576363608565,-36.9109088779486
"223","Sousa",105,-6.75860632335359,-38.2312101187842
"224","Itapira",104,-22.4315883711742,-46.8265714749583
"225","Alegrete",103,-29.7875130907858,-55.7891221973575
"226","Concordia",103,-27.2320251316037,-52.0258515660217
"227","Fernandopolis",103,-20.2768844639594,-50.2428169122663
"228","Monte_Mor",103,-22.9370113802733,-47.2854352211522
"229","Ituiutaba",102,-18.9779062995138,-49.4615450275917
"230","Arcoverde",100,-8.41720602103958,-37.0603912517931
"231","Jatai",100,-17.8855734710639,-51.7245077798723
"232","Petrolina",99,-9.39951241862416,-40.5109893076063
"233","Palmeira_dos_Indios",98,-9.41372335684129,-36.6279214829007
"234","Itajai",95,-26.9204350611872,-48.6968906318113
"235","Itapeva",95,-23.9803410666841,-48.8782217056469
"236","Unai",95,-16.3604710305496,-46.9007415849234
"237","Lagarto",92,-10.9146819265362,-37.6673961766955
"238","Luis_Eduardo_Magalhaes",92,-12.0917822246399,-45.7932640593334
"239","Porto_Ferreira",92,-21.8542194057994,-47.4766007061593
"240","Santa_Fe_do_Sul",92,-20.2116287115568,-50.9281061972302
"241","Ariquemes",90,-9.92333459557919,-63.0546780426766
"242","Cerquilho",90,-23.1671367717098,-47.746047421766
"243","Sao_Josedo_Rio_Pardo",90,-21.5976659010738,-46.8921711651494
"244","Limoeiro_do_Norte",89,-5.14512932381572,-38.0933768481833
"245","Venancio_Aires",89,-29.6074917550678,-52.1925736306567
"246","Batatais",88,-20.8928374976515,-47.5875690706818
"247","Taquaritinga",88,-21.4078391403844,-48.5036545210179
"248","Salgueiro",87,-8.07165575615339,-39.1285799867798
"249","Tiete",87,-23.1026643333664,-47.714578240873
"250","Marechal_Candido_Rondon",86,-24.555752183925,-54.056511276956
"251","Ibitinga",85,-21.7579866519789,-48.8279135666583
"252","Redencao",85,-8.03963512689805,-50.0217317689805
"253","Cianorte",84,-23.6620873675824,-52.6117549194139
"254","Medianeira",84,-25.2940034076985,-54.0936324394702
"255","Nova_Serrana",84,-19.8736484346735,-44.986201889663
"256","Senhor_do_Bonfim",83,-10.4585553991584,-40.1856411700771
"257","Andradina",82,-20.8989604567222,-51.3777972911117
"258","Penapolis",82,-21.4128510727226,-50.073254375854
"259","Vilhena",82,-12.7337915061188,-60.1302497691884
"260","Xanxere",82,-26.8788100421379,-52.4013235712242
"261","Goianesia",81,-15.3184195987055,-49.1177203015102
"262","Tupa",80,-21.9347066931431,-50.510958416845
"263","Horizonte",79,-4.10140489011356,-38.4871618725785
"264","Videira",79,-27.0038493057445,-51.1477902210884
"265","Lrati",78,-25.4706744775106,-50.6566611867515
"266","Aquidauana",77,-20.4754388661638,-55.7942985787356
"267","Itarare",77,-24.1126793876516,-49.3318044247155
"268","Planaltina",77,-15.4532406686313,-47.6159597737394
"269","Mineiros",75,-17.5661756529514,-52.5547188404514
"270","Rolandia",74,-23.3126100637946,-51.3684048692756
"271","Assis_Chateaubriand",73,-24.4084950171875,-53.52148343125
"272","Cacoal",73,-11.4333148286302,-61.4485631680836
"273","Novo_Horizonte",73,-21.4673081296,-49.2260423302222
"274","Primavera_do_Leste",73,-15.5553919455146,-54.2976175640467
"275","Espirito_Santo_do_Pinhal",72,-22.1959559519573,-46.7501721129893
"276","Frederico_Westphalen",72,-27.3593540739212,-53.3973555657783
"277","Jales",72,-20.2684178164675,-50.5477034368858
"278","Carazinho",71,-28.2849418103828,-52.7845213914426
"279","Laranjal",71,-1.50407552272727,-48.6684311221591
"280","Tangara_da_Serra",71,-14.6266813944292,-57.4981471047032
"281","Adamantina",70,-21.6825060052807,-51.0700810631403
"282","Castro",70,-24.7909177670429,-50.0070218598947
"283","Paraiso_do_Tocantins",70,-10.1752352324482,-48.8834636211841
"284","Campo_Belo",68,-20.8963430749687,-45.2725400933584
"285","Codo",68,-4.46377317936121,-43.8882029946189
"286","Irece",68,-11.3025242128075,-41.8557257695505
"287","Jacobina",68,-11.1842374887727,-40.5163135745237
"288","Lucas_do_Rio_Verde",67,-13.0654054966745,-55.9218775221049
"289","Santa_Ines",67,-3.66537098737374,-45.3815964776021
"290","Santa_Cruz_do_Rio_Pardo",66,-22.9021250017172,-49.6214109873737
"291","Capanema",65,-1.19633701399348,-47.1784293353669
"292","Guanambi",65,-14.2187838655806,-42.7790980985565
"293","Guarabira",65,-6.85408073752094,-35.4967237844221
"294","Gurupi",65,-11.735348957483,-49.0729137924263
"295","Rio_Negrinho",65,-26.2483012313059,-49.5140649219292
"296","Balsas",64,-7.52893849414534,-46.0399558349415
"297","Braganca",63,-1.06592180706605,-46.7687710348694
"298","Caceres",63,-16.0696529677419,-57.6578640537634
"299","Tailandia",62,-2.9446329202454,-48.9540476635992
"300","Curitibanos",61,-27.2864902371503,-50.5800137116406
"301","Maracaju",61,-21.6232019152853,-55.160851145117
"302","Promissao",61,-21.5363854847431,-49.8592806036913
"303","Sao_Joaquim_da_Barra",61,-20.5827585531511,-47.8646435758036
"304","Braco_do_Norte",60,-28.276766807354,-49.1616728708656
"305","Itumbiara",60,-18.4012584022285,-49.2240648853485
"306","Cacador",59,-26.7790728277666,-51.0107960260899
"307","Garca",59,-22.213885640752,-49.6668484378049
"308","Araripina",58,-7.5787832899061,-40.5000180989828
"309","Canaa_dos_Carajas",58,-6.52960608293839,-49.8538674905213
"310","Dracena",58,-21.4810566987222,-51.5320829839314
"311","Canoinhas",57,-26.1748239539107,-50.3925873169434
"312","Rio_das_Pedras",57,-22.8415103691582,-47.6061071505234
"313","Monte_Alto",56,-21.2628199844604,-48.4985720511217
"314","Paragominas",56,-2.99166585410876,-47.3527279311284
"315","Lbipora",55,-23.2689698848858,-51.0516488483565
"316","Telemaco_Borba",55,-24.3278016009691,-50.6275169105214
"317","Igarassu",54,-7.86276563055556,-34.9071622856061
"318","Palotina",54,-24.2823341900734,-53.8391589461802
"319","Capao_Bonito",52,-24.0058661034338,-48.3441900862647
"320","Campo_Verde",51,-15.5528043945148,-55.1706398002813
"321","Presidente_Venceslau",50,-21.8757011450754,-51.8439266682765
"322","Sao_Miguel_do_Oeste",50,-26.7270256658163,-53.5195341377551
"323","Osvaldo_Cruz",48,-21.7969927136764,-50.8746329841763
"324","Santa_Rita_do_Passa_Quatro",48,-21.7044220809524,-47.4815960444444
"325","Sao_Manuel",48,-22.7350497100457,-48.5709561707255
"326","Agudos",47,-22.4717470912276,-48.9915704196889
"327","Ico",47,-6.40183547150997,-38.8590330845204
"328","Jardim",47,-21.4751209139918,-56.1506527407407
"329","Arcos",46,-20.2874252094657,-45.5409553989105
"330","Cacapava",46,-23.1068814490741,-45.6985990625
"331","Nossa_Senhora_da_Gloria",46,-10.2160734487578,-37.4209621048654
"332","Caetite",44,-14.0676015487608,-42.4863248023234
"333","Ituverava",44,-20.3331089155887,-47.7907071788557
"334","Pilar_do_Sul",44,-23.8120992835821,-47.719436988806
"335","Ribeira_do_Pombal",44,-10.8373267263196,-38.539037140094
"336","Tambau",44,-21.703642303681,-47.272287601227
"337","Vargem_Grande_do_Sul",43,-21.8344989374627,-46.89088734
"338","Parnaiba",42,-2.91375462248996,-41.7317063895582
"339","Campos_Novos",41,-27.3994015708661,-51.2245077414698
"340","Chapadinha",41,-3.73932084398496,-43.3550438982456
"341","Itapolis",41,-21.5942069487805,-48.80980539017
"342","Paranaiba",41,-19.6764647916667,-51.1885852275641
"343","Descalvado",40,-21.9096756228798,-47.619930923234
"344","Xinguara",40,-7.10282630789826,-49.9464144598394
"345","Araguaina",38,-7.17093194736842,-48.1997941520468
"346","Coxim",37,-18.5073466998457,-54.7431489189815
"347","Taua",37,-5.99427847669154,-40.2945699375278
"348","Rolim_de_Moura",36,-11.725384897428,-61.7776070358025
"349","Santarem",35,-2.45750011742424,-54.7259790568182
"350","Trizidela_do_Vale",35,-4.57080354349749,-44.6004643512082
"351","Boa_Viagem",34,-5.12415142914439,-39.7318025818182
"352","Paranagua",34,-25.5695740997234,-48.5686713711335
"353","Bariri",33,-22.0739935638342,-48.7396635588624
"354","Itaberaba",33,-12.5260017804878,-40.2956406829268
"355","Palmeira_das_Missoes",33,-27.8941693941068,-53.3088142486188
"356","Pirapozinho",33,-22.2769784169935,-51.4984614899782
"357","Campos",32,-21.7632453080357,-41.3160228660714
"358","Dois_Vizinhos",32,-25.7492411759531,-53.0592746461388
"359","Santa_Terezinha_de_Itaipu",32,-25.4447915565385,-54.3994973712821
"360","Santa_Maria_da_Vitoria",31,-13.3957408594203,-44.1983625101449
"361","Salinas",30,-16.1684782093664,-42.293812661157
"362","Crateus",29,-5.16657492857143,-40.6666835416667
"363","Quixeramobim",29,-5.1959037229798,-39.2843204127104
"364","Bacabal",28,-4.23516697798742,-44.7920400974843
"365","Guariba",28,-21.3607536092504,-48.2291616754386
"366","Laranjal_Paulista",28,-23.0503257628755,-47.836887334764
"367","Rondon_do_Para",28,-4.7757669338843,-48.0697401749311
"368","Tres_Lagoas",28,-20.7923189557522,-51.6993831415929
"369","Bom_Jesus",27,-9.07202962814784,-44.3575939020382
"370","Itabaiana",27,-10.7011114466667,-37.4260987
"371","Lucelia",27,-21.7260980915842,-51.0168251856436
"372","Paracatu",27,-17.2345245869565,-46.8701074565217
"373","Jaru",25,-10.4343416278826,-62.4642140036688
"374","Ji_Parana",25,-10.8775761410419,-61.9651511159841
"375","Ouro_Preto_do_Oeste",25,-10.7158991297935,-62.2539142477876
"376","Araruama",23,-22.8365704431818,-42.3365821022727
"377","Martinopolis",23,-22.1472045053117,-51.1727993753072
"378","Alta_Floresta",21,-9.88889597447917,-56.0832796132812
"379","Guajara_Mirim",21,-10.762072624359,-65.3009839905128
"380","Junqueiropolis",21,-21.5104633737374,-51.4371283196248
"381","Aparecida_do_Taboado",20,-20.0866862758621,-51.0961803448276
"382","Ouricuri",20,-7.7627981625,-40.2664057875
"383","Taiobeiras",20,-15.8118539375,-42.22878640625
"384","Amambai",18,-23.1088984272727,-55.2278347090909
"385","Barra_do_Bugres",18,-15.0710150863636,-57.1889579
"386","Nova_Xavantina",18,-14.6659146397306,-52.3521792260101
"387","Pimenta_Bueno",17,-11.6755098218391,-61.1894558505747
"388","Juina",16,-11.4188937391304,-58.7597718695652
"389","Linhares",16,-19.3603109565217,-40.0517950434783
"390","Santo_Estevao",16,-12.4331521979329,-39.2521017344905
"391","Peruibe",15,-24.2980754252381,-47.0219472110053
"392","Pontes_e_Lacerda",15,-15.2387621043147,-59.3352630818998
"393","Araputanga",14,-15.4656708608447,-58.3447359452055
"394","Candido_Mota",14,-22.7460858636364,-50.3935442272727
"395","Governador_Valadares",14,-18.8391340789474,-41.9873156842105
"396","Tupi_Paulista",14,-21.3897657628205,-51.5740172884615
"397","Alta_Floresta_DOeste",13,-11.9294241117764,-61.9970319640719
"398","Guarai",13,-8.84376210526316,-48.507978122807
"399","Caninde",12,-4.34718970238095,-39.3069950714286
"400","Dias_dAvila",12,-12.5980873695652,-38.3309522608696
"401","Floriano",12,-6.78924752083333,-43.0225541875
"402","Mirassol_DOeste",12,-15.6746603736264,-58.0961717637363
"403","SantAna_do_Livramento",12,-30.8710738088235,-55.5165647573529
"404","Costa_Rica",11,-18.5484200238095,-53.1304994285714
"405","Lago_da_Pedra",11,-4.57085548672566,-45.1312872271386
"406","Regente_Feijo",11,-22.2220365616246,-51.3041051988796
"407","Corrente",10,-10.4396109856631,-45.1677435743728
"408","Peixoto_de_Azevedo",10,-10.2332835319149,-54.9875533191489
"409","Corumba",9,-19.0312516551724,-57.6567322241379
"410","Sao_Jose_dos_Quatro_Marcos",8,-15.6259746666667,-58.1781038611111
"411","Maraba",7,-5.38796957142857,-49.0740246571429
"412","Porto_Nacional",7,-10.6934230990676,-48.3842699114219
"413","Espigao_DOeste",5,-11.528361375,-61.01265875
"414","Jacunda",5,-4.45013504166667,-49.1155851666667
"415","Pirapora",5,-17.3370712,-44.908727
"416","Abaetetuba",4,-1.7367338,-48.8627008
"417","Barcarena",4,-1.520652,-48.62544875
"418","Bom_Jesus_da_Lapa",4,-13.2616125,-43.39655025
"419","Marica",4,-22.8976121428571,-42.7932499285714
"420","Porto_Franco",4,-6.36009825,-47.37784025
"421","Barra_Bonita",3,-22.4633747235294,-48.5628513980392
"422","Cosmopolis",3,-22.6227672,-47.187654
"423","Guaranta_do_Norte",3,-9.95750013636364,-54.908785969697
"424","Itaituba",3,-4.247513,-56.0112574285714
"425","Uruguaiana",3,-29.1560146666667,-56.5508376666667
"426","Brumado",2,-14.1953947777778,-41.6675446666667
"427","Candeias",2,-12.686601625,-38.532827875
"428","Guarapari",2,-20.633596,-40.517481
"429","Pacajus",2,-4.1856235,-38.47865925
"430","Ponta_Pora",2,-22.5195597142857,-55.7077194285714
"431","Presidente_Epitacio",2,-21.785761316129,-52.1254138580645
"432","Guaira",1,-24.10167,-54.248716
"433","Pontal_do_Parana",1,-25.66228,-48.50734
"434","Rio_das_Ostras",1,-22.504906,-41.98876
"435","Santana",1,-0.0109,-51.174225
"436","Sombrio",1,-29.093354,-49.641725
