"","NOUTC1000","mean_value","UP_value","Low_value"
"1",0,-4.03532515045495,-3.20867172027268,-4.86197858063722
"2",0.0088030303030303,-4.08950273969829,-3.26136144349539,-4.91764403590119
"3",0.0176060606060606,-4.14368032894162,-3.31214344575963,-4.97521721212362
"4",0.0264090909090909,-4.19785791818496,-3.36104094985894,-5.03467488651099
"5",0.0352121212121212,-4.2520355074283,-3.40808932571077,-5.09598168914583
"6",0.0440151515151515,-4.30621309667164,-3.45333494267556,-5.15909125066772
"7",0.0528181818181818,-4.36039068591498,-3.49683373801702,-5.22394763381293
"8",0.0616212121212121,-4.41456827515831,-3.53864959872035,-5.29048695159627
"9",0.0704242424242424,-4.46874586440165,-3.57885265621668,-5.35863907258662
"10",0.0792272727272727,-4.52292345364499,-3.61751758609963,-5.42832932119034
"11",0.088030303030303,-4.57710104288833,-3.6547219902379,-5.49948009553875
"12",0.0968333333333333,-4.63127863213166,-3.69054491990384,-5.57201234435949
"13",0.105636363636364,-4.685456221375,-3.72506557864335,-5.64584686410665
"14",0.114439393939394,-4.73963381061834,-3.75836222499997,-5.72090539623671
"15",0.123242424242424,-4.79381139986168,-3.79051127945483,-5.79711152026852
"16",0.132045454545455,-4.84798898910501,-3.8215866278228,-5.87439135038723
"17",0.140848484848485,-4.90216657834835,-3.85165910495564,-5.95267405174106
"18",0.149651515151515,-4.95634416759169,-3.88079613759345,-6.03189219758992
"19",0.158454545454545,-5.01052175683503,-3.9090615229713,-6.11198199069876
"20",0.167257575757576,-5.06469934607836,-3.93651531964291,-6.19288337251382
"21",0.176060606060606,-5.1188769353217,-3.9632138282719,-6.27454004237151
"22",0.184863636363636,-5.17305452456504,-3.98920964230266,-6.35689940682741
"23",0.193666666666667,-5.22723211380838,-4.01455175102,-6.43991247659675
"24",0.202469696969697,-5.28140970305171,-4.03928568021938,-6.52353372588405
"25",0.211272727272727,-5.33558729229505,-4.06345365832701,-6.60772092626309
"26",0.220075757575758,-5.38976488153839,-4.08709479820217,-6.69243496487461
"27",0.228878787878788,-5.44394247078173,-4.11024528695903,-6.77763965460442
"28",0.237681818181818,-5.49812006002506,-4.13293857794113,-6.863301542109
"29",0.246484848484849,-5.5522976492684,-4.15520558047548,-6.94938971806133
"30",0.255287878787879,-5.60647523851174,-4.17707484425049,-7.03587563277299
"31",0.264090909090909,-5.66065282775508,-4.1985727361338,-7.12273291937635
"32",0.272893939393939,-5.71483041699841,-4.21972360800876,-7.20993722598807
"33",0.28169696969697,-5.76900800624175,-4.24054995479575,-7.29746605768776
"34",0.2905,-5.82318559548509,-4.26107256226889,-7.38529862870129
"35",0.29930303030303,-5.87736318472843,-4.28131064460683,-7.47341572485003
"36",0.308106060606061,-5.93154077397176,-4.30128197185345,-7.56179957609008
"37",0.316909090909091,-5.9857183632151,-4.3210029876296,-7.6504337388006
"38",0.325712121212121,-6.03989595245844,-4.34048891754649,-7.73930298737039
"39",0.334515151515152,-6.09407354170178,-4.35975386883965,-7.8283932145639
"40",0.343318181818182,-6.14825113094512,-4.37881092177842,-7.91769134011181
"41",0.352121212121212,-6.20242872018845,-4.39767221341917,-8.00718522695774
"42",0.360924242424242,-6.25660630943179,-4.41634901426701,-8.09686360459657
"43",0.369727272727273,-6.31078389867513,-4.43485179839558,-8.18671599895467
"44",0.378530303030303,-6.36496148791847,-4.45319030755138,-8.27673266828556
"45",0.387333333333333,-6.4191390771618,-4.47137360974124,-8.36690454458236
"46",0.396136363636364,-6.47331666640514,-4.48941015277079,-8.45722318003949
"47",0.404939393939394,-6.52749425564848,-4.50730781316934,-8.54768069812761
"48",0.413742424242424,-6.58167184489182,-4.52507394090496,-8.63826974887867
"49",0.422545454545455,-6.63584943413515,-4.54271540026139,-8.72898346800891
"50",0.431348484848485,-6.69002702337849,-4.56023860721855,-8.81981543953843
"51",0.440151515151515,-6.74420461262183,-4.57764956364928,-8.91075966159438
"52",0.448954545454545,-6.79838220186517,-4.59495388861812,-9.00181051511221
"53",0.457757575757576,-6.8525597911085,-4.61215684704244,-9.09296273517457
"54",0.466560606060606,-6.90673738035184,-4.62926337595311,-9.18421138475057
