"","population1000","mean_value","UP_value","Low_value"
"1",0,-5.54984716107017,-4.6823450574201,-6.41734926472024
"2",0.0903086333333333,-5.45779813984405,-4.59721156174148,-6.31838471794662
"3",0.180617266666667,-5.36574911861792,-4.51148179470117,-6.22001644253467
"4",0.2709259,-5.2737000973918,-4.42514243480069,-6.12225775998291
"5",0.361234533333333,-5.18165107616568,-4.338181102485,-6.02512104984635
"6",0.451543166666667,-5.08960205493955,-4.25058648298139,-5.92861762689772
"7",0.5418518,-4.99755303371343,-4.16234844368517,-5.83275762374169
"8",0.632160433333333,-4.90550401248731,-4.07345814346993,-5.73754988150468
"9",0.722469066666667,-4.81345499126118,-3.98390813132976,-5.6430018511926
"10",0.8127777,-4.72140597003506,-3.89369243189286,-5.54911950817726
"11",0.903086333333333,-4.62935694880894,-3.80280661558399,-5.45590728203389
"12",0.993394966666667,-4.53730792758282,-3.71124785155125,-5.36336800361438
"13",1.0837036,-4.44525890635669,-3.61901494190014,-5.27150287081325
"14",1.17401223333333,-4.35320988513057,-3.52610833627633,-5.18031143398481
"15",1.26432086666667,-4.26116086390445,-3.43253012638508,-5.08979160142381
"16",1.3546295,-4.16911184267832,-3.33828402060248,-4.99993966475417
"17",1.44493813333333,-4.0770628214522,-3.24337529939295,-4.91075034351145
"18",1.53524676666667,-3.98501380022608,-3.1478107527711,-4.82221684768105
"19",1.6255554,-3.89296477899995,-3.05159860150819,-4.73433095649172
"20",1.71586403333333,-3.80091575777383,-2.95474840416409,-4.64708311138357
"21",1.80617266666667,-3.70886673654771,-2.85727095231007,-4.56046252078534
"22",1.8964813,-3.61681771532158,-2.75917815648797,-4.4744572741552
"23",1.98678993333333,-3.52476869409546,-2.66048292552703,-4.38905446266389
"24",2.07709856666667,-3.43271967286934,-2.5611990418157,-4.30424030392298
"25",2.1674072,-3.34067065164322,-2.46134103501306,-4.22000026827337
"26",2.25771583333333,-3.24862163041709,-2.36092405649772,-4.13631920433647
"27",2.34802446666667,-3.15657260919097,-2.25996375660789,-4.05318146177405
"28",2.4383331,-3.06452358796485,-2.15847616644268,-3.97057100948701
"29",2.52864173333333,-2.97247456673872,-2.05647758568902,-3.88847154778843
"30",2.61895036666667,-2.8804255455126,-1.95398447762648,-3.80686661339872
"31",2.709259,-2.78837652428648,-1.85101337215792,-3.72573967641504
"32",2.79956763333333,-2.69632750306035,-1.74758077742732,-3.64507422869339
"33",2.88987626666667,-2.60427848183423,-1.64370310032635,-3.56485386334211
"34",2.9801849,-2.51222946060811,-1.53939657596284,-3.48506234525337
"35",3.07049353333333,-2.42018043938198,-1.43467720597073,-3.40568367279324
"36",3.16080216666667,-2.32813141815586,-1.32956070538213,-3.3267021309296
"37",3.2511108,-2.23608239692974,-1.22406245765806,-3.24810233620142
"38",3.34141943333333,-2.14403337570362,-1.11819747738163,-3.1698692740256
"39",3.43172806666667,-2.05198435447749,-1.0119803800537,-3.09198832890129
"40",3.5220367,-1.95993533325137,-0.905425358392382,-3.01444530811036
"41",3.61234533333333,-1.86788631202525,-0.79854616452048,-2.93722645953001
"42",3.70265396666667,-1.77583729079912,-0.69135609742483,-2.86031848417342
"43",3.7929626,-1.683788269573,-0.583867995085732,-2.78370854406027
"44",3.88327123333333,-1.59173924834688,-0.476094230699076,-2.70738426599468
"45",3.97357986666667,-1.49969022712075,-0.368046712446111,-2.6313337417954
"46",4.0638885,-1.40764120589463,-0.25973688630323,-2.55554552548603
"47",4.15419713333333,-1.31559218466851,-0.151175741424677,-2.48000862791234
"48",4.24450576666667,-1.22354316344239,-0.0423738176730193,-2.40471250921175
"49",4.3348144,-1.13149414221626,0.0666587850857794,-2.3296470695183
"50",4.42512303333333,-1.03944512099014,0.175912396264875,-2.25480263824515
"51",4.51543166666667,-0.947396099764017,0.285377762719565,-2.1801699622476
"52",4.6057403,-0.855347078537894,0.395046036056756,-2.10574019313254
"53",4.69604893333333,-0.76329805731177,0.504908759322381,-2.03150487394592
"54",4.78635756666667,-0.671249036085648,0.614957853266741,-1.95745592543804
"55",4.8766662,-0.579200014859524,0.725185602358931,-1.88358563207798
"56",4.96697483333333,-0.487150993633401,0.835584640695618,-1.80988662796242
"57",5.05728346666667,-0.395101972407279,0.946147937926293,-1.73635188274085
"58",5.1475921,-0.303052951181155,1.05686878529651,-1.66297468765882
"59",5.23790073333333,-0.211003929955032,1.16774078189255,-1.58974864180261
"60",5.32820936666667,-0.118954908728909,1.27875782115498,-1.5166676386128
"61",5.418518,-0.0269058875027861,1.38991407771506,-1.44372585272063
"62",5.50882663333333,0.0651431337233372,1.50120399459551,-1.37091772714884
"63",5.59913526666667,0.157192154949461,1.6126222708075,-1.29823796090858
