"","cloudcover","mean_value","UP_value","Low_value"
"1",0,-4.06030169706361,-3.2071576196636,-4.91344577446362
"2",1.01010101010101,-4.05946127204177,-3.20729338679213,-4.9116291572914
"3",2.02020202020202,-4.05862084701992,-3.20741004368189,-4.90983165035795
"4",3.03030303030303,-4.05778042199807,-3.20750752580044,-4.90805331819571
"5",4.04040404040404,-4.05693999697623,-3.20758576962602,-4.90629422432644
"6",5.05050505050505,-4.05609957195438,-3.20764471266754,-4.90455443124121
"7",6.06060606060606,-4.05525914693253,-3.2076842934844,-4.90283400038067
"8",7.07070707070707,-4.05441872191069,-3.20770445170602,-4.90113299211535
"9",8.08080808080808,-4.05357829688884,-3.20770512805132,-4.89945146572636
"10",9.09090909090909,-4.05273787186699,-3.20768626434787,-4.89778947938611
"11",10.1010101010101,-4.05189744684514,-3.20764780355089,-4.8961470901394
"12",11.1111111111111,-4.0510570218233,-3.20758968976193,-4.89452435388466
"13",12.1212121212121,-4.05021659680145,-3.20751186824739,-4.89292132535551
"14",13.1313131313131,-4.0493761717796,-3.20741428545669,-4.89133805810252
"15",14.1414141414141,-4.04853574675776,-3.20729688904021,-4.8897746044753
"16",15.1515151515152,-4.04769532173591,-3.20715962786693,-4.88823101560489
"17",16.1616161616162,-4.04685489671406,-3.20700245204172,-4.88670734138641
"18",17.1717171717172,-4.04601447169222,-3.20682531292238,-4.88520363046205
"19",18.1818181818182,-4.04517404667037,-3.20662816313629,-4.88371993020445
"20",19.1919191919192,-4.04433362164852,-3.20641095659673,-4.88225628670031
"21",20.2020202020202,-4.04349319662667,-3.20617364851888,-4.88081274473447
"22",21.2121212121212,-4.04265277160483,-3.20591619543536,-4.8793893477743
"23",22.2222222222222,-4.04181234658298,-3.20563855521149,-4.87798613795448
"24",23.2323232323232,-4.04097192156113,-3.20534068706007,-4.8766031560622
"25",24.2424242424242,-4.04013149653929,-3.20502255155584,-4.87524044152273
"26",25.2525252525253,-4.03929107151744,-3.20468411064941,-4.87389803238548
"27",26.2626262626263,-4.03845064649559,-3.20432532768085,-4.87257596531034
"28",27.2727272727273,-4.03761022147375,-3.20394616739283,-4.87127427555467
"29",28.2828282828283,-4.0367697964519,-3.20354659594325,-4.86999299696055
"30",29.2929292929293,-4.03592937143005,-3.20312658091747,-4.86873216194263
"31",30.3030303030303,-4.03508894640821,-3.20268609134005,-4.86749180147636
"32",31.3131313131313,-4.03424852138636,-3.20222509768598,-4.86627194508674
"33",32.3232323232323,-4.03340809636451,-3.20174357189146,-4.86507262083757
"34",33.3333333333333,-4.03256767134267,-3.20124148736414,-4.86389385532119
"35",34.3434343434343,-4.03172724632082,-3.2007188189929,-4.86273567364873
"36",35.3535353535354,-4.03088682129897,-3.20017554315707,-4.86159809944087
"37",36.3636363636364,-4.03004639627712,-3.19961163773513,-4.86048115481911
"38",37.3737373737374,-4.02920597125528,-3.19902708211291,-4.85938486039764
"39",38.3838383838384,-4.02836554623343,-3.19842185719121,-4.85830923527565
"40",39.3939393939394,-4.02752512121158,-3.19779594539287,-4.85725429703029
"41",40.4040404040404,-4.02668469618974,-3.19714933066938,-4.85622006171009
"42",41.4141414141414,-4.02584427116789,-3.19648199850679,-4.85520654382899
"43",42.4242424242424,-4.02500384614604,-3.19579393593114,-4.85421375636095
"44",43.4343434343434,-4.0241634211242,-3.19508513151336,-4.85324171073503
"45",44.4444444444444,-4.02332299610235,-3.19435557537348,-4.85229041683122
"46",45.4545454545455,-4.0224825710805,-3.19360525918439,-4.85135988297661
"47",46.4646464646465,-4.02164214605865,-3.19283417617493,-4.85045011594238
"48",47.4747474747475,-4.02080172103681,-3.19204232113243,-4.84956112094119
"49",48.4848484848485,-4.01996129601496,-3.19122969040471,-4.84869290162522
"50",49.4949494949495,-4.01912087099311,-3.19039628190139,-4.84784546008484
"51",50.5050505050505,-4.01828044597127,-3.18954209509473,-4.8470187968478
"52",51.5151515151515,-4.01744002094942,-3.1886671310198,-4.84621291087904
"53",52.5252525252525,-4.01659959592757,-3.18777139227411,-4.84542779958103
"54",53.5353535353535,-4.01575917090573,-3.18685488301661,-4.84466345879485
"55",54.5454545454545,-4.01491874588388,-3.18591760896612,-4.84391988280163
"56",55.5555555555556,-4.01407832086203,-3.18495957739925,-4.84319706432481
"57",56.5656565656566,-4.01323789584019,-3.18398079714757,-4.8424949945328
"58",57.5757575757576,-4.01239747081834,-3.18298127859438,-4.84181366304229
"59",58.5858585858586,-4.01155704579649,-3.18196103367078,-4.84115305792221
"60",59.5959595959596,-4.01071662077464,-3.18092007585118,-4.8405131656981
"61",60.6060606060606,-4.0098761957528,-3.17985842014836,-4.83989397135724
"62",61.6161616161616,-4.00903577073095,-3.17877608310774,-4.83929545835416
"63",62.6262626262626,-4.0081953457091,-3.17767308280133,-4.83871760861687
"64",63.6363636363636,-4.00735492068726,-3.17654943882095,-4.83816040255357
"65",64.6464646464647,-4.00651449566541,-3.17540517227095,-4.83762381905987
"66",65.6565656565657,-4.00567407064356,-3.17424030576046,-4.83710783552666
"67",66.6666666666667,-4.00483364562172,-3.17305486339498,-4.83661242784845
"68",67.6767676767677,-4.00399322059987,-3.17184887076752,-4.83613757043222
"69",68.6868686868687,-4.00315279557802,-3.17062235494919,-4.83568323620685
"70",69.6969696969697,-4.00231237055617,-3.16937534447931,-4.83524939663304
"71",70.7070707070707,-4.00147194553433,-3.16810786935494,-4.83483602171372
"72",71.7171717171717,-4.00063152051248,-3.16681996102,-4.83444308000497
"73",72.7272727272727,-3.99979109549063,-3.16551165235382,-4.83407053862745
"74",73.7373737373737,-3.99895067046879,-3.16418297765931,-4.83371836327826
"75",74.7474747474748,-3.99811024544694,-3.16283397265053,-4.83338651824335
"76",75.7575757575758,-3.99726982042509,-3.16146467443994,-4.83307496641025
"77",76.7676767676768,-3.99642939540325,-3.16007512152507,-4.83278366928142
"78",77.7777777777778,-3.9955889703814,-3.15866535377488,-4.83251258698792
"79",78.7878787878788,-3.99474854535955,-3.15723541241561,-4.8322616783035
"80",79.7979797979798,-3.99390812033771,-3.15578534001621,-4.83203090065921
"81",80.8080808080808,-3.99306769531586,-3.15431518047342,-4.8318202101583
"82",81.8181818181818,-3.99222727029401,-3.15282497899645,-4.83162956159157
"83",82.8282828282828,-3.99138684527217,-3.15131478209122,-4.83145890845311
"84",83.8383838383838,-3.99054642025032,-3.1497846375443,-4.83130820295634
"85",84.8484848484849,-3.98970599522847,-3.14823459440648,-4.83117739605046
"86",85.8585858585859,-3.98886557020662,-3.14666470297597,-4.83106643743727
"87",86.8686868686869,-3.98802514518478,-3.14507501478132,-4.83097527558823
"88",87.8787878787879,-3.98718472016293,-3.14346558256395,-4.83090385776191
"89",88.8888888888889,-3.98634429514108,-3.14183646026048,-4.83085213002169
"90",89.8989898989899,-3.98550387011924,-3.14018770298465,-4.83082003725383
"91",90.9090909090909,-3.98466344509739,-3.13851936700909,-4.83080752318569
"92",91.9191919191919,-3.98382302007554,-3.13683150974671,-4.83081453040437
"93",92.9292929292929,-3.9829825950537,-3.13512418973195,-4.83084100037544
"94",93.939393939394,-3.98214217003185,-3.13339746660169,-4.83088687346201
"95",94.949494949495,-3.98130174501,-3.13165140107598,-4.83095208894402
"96",95.959595959596,-3.98046131998815,-3.12988605493864,-4.83103658503767
"97",96.969696969697,-3.97962089496631,-3.12810149101751,-4.83114029891511
"98",97.979797979798,-3.97878046994446,-3.12629777316464,-4.83126316672428
"99",98.989898989899,-3.97794004492261,-3.12447496623627,-4.83140512360896
"100",100,-3.97709961990077,-3.12263313607265,-4.83156610372888
