"","UTC","mean_value","UP_value","Low_value"
"1",0,0,0,0
"2",0.0050251256281407,-0.0435287240163865,-0.0338415460578037,-0.0532159019749694
"3",0.0100502512562814,-0.0865369007866139,-0.0673446205892023,-0.105729180984025
"4",0.0150753768844221,-0.129024530310682,-0.100508631899001,-0.157540428722363
"5",0.0201005025125628,-0.170991612588591,-0.133332965455292,-0.20865025972189
"6",0.0251256281407035,-0.212438147620341,-0.165816982844547,-0.259059312396134
"7",0.0301507537688442,-0.253364135405931,-0.197960020673091,-0.308768250138772
"8",0.0351758793969849,-0.293769575945363,-0.229761389412038,-0.357777762478687
"9",0.0402010050251256,-0.333654469238635,-0.261220372182644,-0.406088566294626
"10",0.0452261306532663,-0.373018815285748,-0.292336223478809,-0.453701407092687
"11",0.050251256281407,-0.411862614086702,-0.323108167823376,-0.500617060350028
"12",0.0552763819095477,-0.450185865641497,-0.353535398354634,-0.54683633292836
"13",0.0603015075376884,-0.487988569950132,-0.383617075339284,-0.59236006456098
"14",0.0653266331658292,-0.525270727012608,-0.413352324607963,-0.637189129417254
"15",0.0703517587939698,-0.562032336828925,-0.442740235909187,-0.681324437748664
"16",0.0753768844221106,-0.598273399399083,-0.471779861177438,-0.724766937620728
"17",0.0804020100502513,-0.633993914723082,-0.50047021271088,-0.767517616735284
"18",0.085427135678392,-0.669193882800922,-0.528810261254032,-0.809577504347811
"19",0.0904522613065327,-0.703873303632602,-0.556798933980514,-0.85094767328469
"20",0.0954773869346734,-0.738032177218123,-0.584435112370788,-0.891629242065458
"21",0.100502512562814,-0.771670503557485,-0.611717629979642,-0.931623377135328
"22",0.105527638190955,-0.804788282650688,-0.638645270087973,-0.970931295213403
"23",0.110552763819095,-0.837385514497732,-0.665216763233259,-1.0095542657622
"24",0.115577889447236,-0.869462199098616,-0.691430784612954,-1.04749361358428
"25",0.120603015075377,-0.901018336453341,-0.717285951354896,-1.08475072155179
"26",0.125628140703518,-0.932053926561907,-0.742780819648704,-1.12132703347511
"27",0.130653266331658,-0.962568969424314,-0.767913881732055,-1.15722405711657
"28",0.135678391959799,-0.992563465040562,-0.792683562725669,-1.19244336735545
"29",0.14070351758794,-1.02203741341065,-0.817088217310832,-1.22698660951047
"30",0.14572864321608,-1.05099081453458,-0.841126126243321,-1.26085550282584
"31",0.150753768844221,-1.07942366841235,-0.864795492697693,-1.29405184412701
"32",0.155778894472362,-1.10733597504396,-0.888094438436093,-1.32657751165183
"33",0.160804020100503,-1.13472773442941,-0.911020999795979,-1.35843446906285
"34",0.165829145728643,-1.1615989465687,-0.933573123491542,-1.38962476964587
"35",0.170854271356784,-1.18794961146184,-0.95574866222406,-1.42015056069962
"36",0.175879396984925,-1.21377972910881,-0.97754537009707,-1.45001408812056
"37",0.180904522613065,-1.23908929950963,-0.99896089783298,-1.47921770118628
"38",0.185929648241206,-1.26387832266428,-1.01999278778873,-1.50776385753984
"39",0.190954773869347,-1.28814679857278,-1.04063846876923,-1.53565512837633
"40",0.195979899497487,-1.31189472723512,-1.06089525063874,-1.56289420383149
"41",0.201005025125628,-1.3351221086513,-1.08076031873193,-1.58948389857066
"42",0.206030150753769,-1.35782894282131,-1.10023072806838,-1.61542715757425
"43",0.21105527638191,-1.38001522974517,-1.1193033973765,-1.64072706211385
"44",0.21608040201005,-1.40168096942288,-1.13797510293546,-1.66538683591029
"45",0.221105527638191,-1.42282616185442,-1.15624247224685,-1.68940985146198
"46",0.226130653266332,-1.4434508070398,-1.17410197755105,-1.71279963652855
"47",0.231155778894472,-1.46355490497902,-1.19154992920748,-1.73555988075056
"48",0.236180904522613,-1.48313845567209,-1.20858246896216,-1.75769444238202
"49",0.241206030150754,-1.50220145911899,-1.225195563131,-1.77920735510698
"50",0.246231155778894,-1.52074391531974,-1.24138499573301,-1.80010283490647
"51",0.251256281407035,-1.53876582427432,-1.25714636161338,-1.82038528693527
"52",0.256281407035176,-1.55626718598275,-1.2724750596036,-1.8400593123619
"53",0.261306532663317,-1.57324800044502,-1.28736628577272,-1.85912971511732
"54",0.266331658291457,-1.58970826766113,-1.30181502683208,-1.87760150849018
"55",0.271356783919598,-1.60564798763108,-1.31581605376425,-1.8954799214979
"56",0.276381909547739,-1.62106716035487,-1.32936391575589,-1.91277040495385
"57",0.281407035175879,-1.6359657858325,-1.34245293452358,-1.92947863714141
"58",0.28643216080402,-1.65034386406397,-1.35507719913164,-1.9456105289963
"59",0.291457286432161,-1.66420139504928,-1.36723056141024,-1.96117222868833
"60",0.296482412060302,-1.67753837878844,-1.37890663209234,-1.97617012548454
"61",0.301507537688442,-1.69035481528143,-1.390098777797,-1.99061085276587
"62",0.306532663316583,-1.70265070452827,-1.40080011899545,-2.00450129006109
"63",0.311557788944724,-1.71442604652894,-1.41100352910392,-2.01784856395397
"64",0.316582914572864,-1.72568084128346,-1.4207016348535,-2.03066004771342
"65",0.321608040201005,-1.73641508879182,-1.42988681809176,-2.04294335949188
"66",0.326633165829146,-1.74662878905402,-1.43855121917248,-2.05470635893555
"67",0.331658291457286,-1.75632194207006,-1.44668674208927,-2.06595714205084
"68",0.336683417085427,-1.76549454783994,-1.45428506150383,-2.07670403417604
"69",0.341708542713568,-1.77414660636366,-1.46133763181143,-2.08695558091589
"70",0.346733668341709,-1.78227811764122,-1.46783569837262,-2.09672053690982
"71",0.351758793969849,-1.78988908167262,-1.47377031102224,-2.106007852323
"72",0.35678391959799,-1.79697949845787,-1.47913233994291,-2.11482665697282
"73",0.361809045226131,-1.80354936799695,-1.48391249396098,-2.12318624203292
"74",0.366834170854271,-1.80959869028988,-1.48810134128813,-2.13109603929162
"75",0.371859296482412,-1.81512746533664,-1.4916893326912,-2.13856559798208
"76",0.376884422110553,-1.82013569313725,-1.49466682702784,-2.14560455924666
"77",0.381909547738693,-1.8246233736917,-1.49702411903573,-2.15222262834766
"78",0.386934673366834,-1.82859050699998,-1.49875146921082,-2.15842954478915
"79",0.391959798994975,-1.83203709306211,-1.49983913555523,-2.164235050569
"80",0.396984924623116,-1.83496313187808,-1.50027740692141,-2.16964885683476
"81",0.402010050251256,-1.83736862344789,-1.50005663762606,-2.17468060926972
"82",0.407035175879397,-1.83925356777155,-1.49916728295872,-2.17933985258437
"83",0.412060301507538,-1.84061796484904,-1.49759993516699,-2.18363599453109
"84",0.417085427135678,-1.84146181468037,-1.49534535946558,-2.18757826989516
"85",0.422110552763819,-1.84178511726555,-1.49239452959179,-2.1911757049393
"86",0.42713567839196,-1.84158787260456,-1.48873866241663,-2.19443708279249
"87",0.4321608040201,-1.84087008069742,-1.4843692511211,-2.19737091027374
"88",0.437185929648241,-1.83963174154411,-1.47927809646,-2.19998538662823
"89",0.442211055276382,-1.83787285514465,-1.47345733566333,-2.20228837462597
"90",0.447236180904523,-1.83559342149903,-1.46689946856525,-2.20428737443281
"91",0.452261306532663,-1.83279344060725,-1.45959738060313,-2.20598950061136
"92",0.457286432160804,-1.82947291246931,-1.45154436239195,-2.20740146254667
"93",0.462311557788945,-1.82563183708521,-1.44273412564977,-2.20852954852064
"94",0.467336683417085,-1.82127021445495,-1.43316081532652,-2.20937961358338
"95",0.472361809045226,-1.81638804457853,-1.42281901786667,-2.2099570712904
"96",0.477386934673367,-1.81098532745595,-1.41170376561523,-2.21026688929668
"97",0.482412060301508,-1.80506206308722,-1.39981053745157,-2.21031358872287
"98",0.487437185929648,-1.79861825147232,-1.38713525580543,-2.21010124713921
"99",0.492462311557789,-1.79165389261127,-1.37367428027153,-2.20963350495101
"100",0.49748743718593,-1.78416898650405,-1.35942439809156,-2.20891357491655
"101",0.50251256281407,-1.77616353315068,-1.34438281181455,-2.20794425448681
"102",0.507537688442211,-1.76763753255115,-1.32854712447715,-2.20672794062515
"103",0.512562814070352,-1.75859098470546,-1.31191532266527,-2.20526664674565
"104",0.517587939698492,-1.74902388961361,-1.2944857578271,-2.20356202140012
"105",0.522613065326633,-1.7389362472756,-1.27625712620645,-2.20161536834474
"106",0.527638190954774,-1.72832805769143,-1.25722844775541,-2.19942766762745
"107",0.532663316582915,-1.7171993208611,-1.23739904436755,-2.19699959735465
"108",0.537688442211055,-1.70555003678461,-1.21676851774969,-2.19433155581953
"109",0.542713567839196,-1.69338020546197,-1.19533672722173,-2.1914236837022
"110",0.547738693467337,-1.68068982689316,-1.17310376770303,-2.18827588608329
"111",0.552763819095477,-1.6674789010782,-1.15006994811083,-2.18488785404556
"112",0.557788944723618,-1.65374742801707,-1.12623577036254,-2.1812590856716
"113",0.562814070351759,-1.63949540770979,-1.10160190914067,-2.1773889062789
"114",0.5678391959799,-1.62472284015635,-1.07616919254754,-2.17327648776516
"115",0.57286432160804,-1.60942972535675,-1.04993858374681,-2.16892086696668
"116",0.577889447236181,-1.59361606331098,-1.02291116366188,-2.16432096296009
"117",0.582914572864322,-1.57728185401907,-0.995088114776114,-2.15947559326202
"118",0.587939698492462,-1.56042709748099,-0.966470706058442,-2.15438348890353
"119",0.592964824120603,-1.54305179369675,-0.937060279018969,-2.14904330837453
"120",0.597989949748744,-1.52515594266635,-0.906858234883236,-2.14345365044947
"121",0.603015075376884,-1.50673954438979,-0.875866022860686,-2.1376130659189
"122",0.608040201005025,-1.48780259886708,-0.84408512947226,-2.1315200682619
"123",0.613065326633166,-1.4683451060982,-0.811517068893745,-2.12517314330266
"124",0.618090452261307,-1.44836706608317,-0.778163374265389,-2.11857075790095
"125",0.623115577889447,-1.42786847882198,-0.744025589913887,-2.11171136773006
"126",0.628140703517588,-1.40684934431462,-0.70910526443018,-2.10459342419906
"127",0.633165829145729,-1.38530966256111,-0.673403944545087,-2.09721538057713
"128",0.638190954773869,-1.36324943356144,-0.636923169744524,-2.08957569737836
"129",0.64321608040201,-1.34066865731561,-0.599664467566763,-2.08167284706446
"130",0.648241206030151,-1.31756733382362,-0.561629349525534,-2.07350531812171
"131",0.653266331658292,-1.29394546308547,-0.522819307604767,-2.06507161856618
"132",0.658291457286432,-1.26980304510116,-0.483235811273127,-2.0563702789292
"133",0.663316582914573,-1.2451400798707,-0.442880304969217,-2.04739985477218
"134",0.668341708542714,-1.21995656739407,-0.401754206011159,-2.03815892877698
"135",0.673366834170854,-1.19425250767129,-0.359858902887301,-2.02864611245527
"136",0.678391959798995,-1.16802790070234,-0.317195753887777,-2.01886004751691
"137",0.683417085427136,-1.14128274648724,-0.273766086039716,-2.00879940693476
"138",0.688442211055276,-1.11401704502598,-0.229571194311787,-1.99846289574016
"139",0.693467336683417,-1.08623079631855,-0.184612341056675,-1.98784925158043
"140",0.698492462311558,-1.05792400036497,-0.13889075566277,-1.97695724506717
"141",0.703517587939699,-1.02909665716523,-0.0924076343889648,-1.9657856799415
"142",0.708542713567839,-0.999748766719333,-0.0451641403589138,-1.95433339307975
"143",0.71356783919598,-0.969880329027274,0.00283859630664407,-1.94259925436119
"144",0.718592964824121,-0.939491344089056,0.0515994782387244,-1.93058216641684
"145",0.723618090452261,-0.908581811904679,0.101117440467402,-1.91828106427676
"146",0.728643216080402,-0.877151732474142,0.151391449983019,-1.9056949149313
"147",0.733668341708543,-0.845201105797448,0.202420505225107,-1.89282271682
"148",0.738693467336683,-0.812729931874593,0.254203635511312,-1.8796634992605
"149",0.743718592964824,-0.779738210705578,0.306739900417156,-1.86621632182831
"150",0.748743718592965,-0.746225942290406,0.360028389116325,-1.85248027369714
"151",0.753768844221106,-0.712193126629073,0.414068219689924,-1.83845447294807
"152",0.758793969849246,-0.677639763721582,0.468858538412157,-1.82413806585532
"153",0.763819095477387,-0.642565853567931,0.524398519018978,-1.80953022615484
"154",0.768844221105528,-0.606971396168121,0.580687361965366,-1.79463015430161
"155",0.773869346733668,-0.570856391522153,0.637724293676202,-1.77943707672051
"156",0.778894472361809,-0.534220839630025,0.695508565794998,-1.76395024505505
"157",0.78391959798995,-0.497064740491736,0.754039454434164,-1.74816893541764
"158",0.78894472361809,-0.459388094107291,0.813316259429948,-1.73209244764453
"159",0.793969849246231,-0.421190900476685,0.87333830360475,-1.71572010455812
"160",0.798994974874372,-0.38247315959992,0.934104932039014,-1.69905125123885
"161",0.804020100502513,-0.343234871476995,0.995615511354647,-1.68208525430864
"162",0.809045226130653,-0.303476036107912,1.05786942901147,-1.66482150122729
"163",0.814070351758794,-0.26319665349267,1.12086609261801,-1.64725939960335
"164",0.819095477386935,-0.222396723631269,1.18460492925762,-1.62939837652016
"165",0.824120603015075,-0.181076246523707,1.24908538483078,-1.6112378778782
"166",0.829145728643216,-0.139235222169988,1.31430692341411,-1.59277736775408
"167",0.834170854271357,-0.0968736505701084,1.38026902663658,-1.5740163277768
"168",0.839195979899497,-0.05399153172407,1.44697119307326,-1.5549542565214
"169",0.844221105527638,-0.0105888656318731,1.51441293765664,-1.53559066892039
"170",0.849246231155779,0.033334347706484,1.58259379110573,-1.51592509569276
"171",0.85427135678392,0.0777781082909996,1.65151329937279,-1.49595708279079
"172",0.85929648241206,0.122742416121675,1.7211710231077,-1.47568619086435
"173",0.864321608040201,0.168227271198509,1.79156653713964,-1.45511199474262
"174",0.869346733668342,0.214232673521503,1.86269942997596,-1.43423408293295
"175",0.874371859296482,0.260758623090656,1.93456930331795,-1.41305205713664
"176",0.879396984924623,0.307805119905968,2.00717577159316,-1.39156553178122
"177",0.884422110552764,0.355372163967439,2.08051846150387,-1.36977413356899
"178",0.889447236180904,0.403459755275069,2.15459701159148,-1.34767750104134
"179",0.894472361809045,0.452067893828858,2.22941107181629,-1.32527528415857
"180",0.899497487437186,0.501196579628807,2.3049603031523,-1.30256714389469
"181",0.904522613065327,0.550845812674916,2.38124437719667,-1.27955275184684
"182",0.909547738693467,0.601015592967183,2.4582629757933,-1.25623178985893
"183",0.914572864321608,0.651705920505607,2.53601579067022,-1.23260394965901
"184",0.919597989949749,0.702916795290193,2.61450252309033,-1.20866893250995
"185",0.924623115577889,0.754648217320938,2.69372288351493,-1.18442644887305
"186",0.92964824120603,0.806900186597842,2.77367659127984,-1.15987621808415
"187",0.934673366834171,0.859672703120905,2.8543633742835,-1.13501796804169
"188",0.939698492462312,0.912965766890126,2.93578296868677,-1.10985143490652
"189",0.944723618090452,0.966779377905507,3.01793511862389,-1.08437636281287
"190",0.949748743718593,1.02111353616705,3.10081957592429,-1.05859250359019
"191",0.954773869346734,1.07596824167475,3.18443609984489,-1.0324996164954
"192",0.959798994974874,1.13134349442861,3.26878445681244,-1.00609746795522
"193",0.964824120603015,1.18723929442862,3.35386442017545,-0.979385831318201
"194",0.969849246231156,1.2436556416748,3.43967576996563,-0.952364486616025
"195",0.974874371859296,1.30059253616714,3.52621829266814,-0.925033220333861
"196",0.979899497487437,1.35804997790563,3.61349178100059,-0.897391825189319
"197",0.984924623115578,1.41602796689029,3.70149603370027,-0.869440099919692
"198",0.989949748743719,1.4745265031211,3.79023085531945,-0.841177849077249
"199",0.994974874371859,1.53354558659808,3.8796960560283,-0.812604882832145
"200",1,1.59308521732121,3.96989145142519,-0.783721016782773
