"","nightlight1500","mean_value","UP_value","Low_value"
"1",-0.5047,-5.91303039037851,-4.84041991545746,-6.98564086529956
"2",1.09169898989899,-5.91802892831904,-4.86091712019802,-6.97514073644005
"3",2.68809797979798,-5.92302746625956,-4.88101793350292,-6.9650369990162
"4",4.28449696969697,-5.92802600420009,-4.90070487360321,-6.95534713479696
"5",5.88089595959596,-5.93302454214061,-4.91995993812255,-6.94608914615868
"6",7.47729494949495,-5.93802308008114,-4.9387646420452,-6.93728151811708
"7",9.07369393939394,-5.94302161802166,-4.95710006557132,-6.928943170472
"8",10.6700929292929,-5.94802015596218,-4.9749469127197,-6.92109339920466
"9",12.2664919191919,-5.95301869390271,-4.99228558144582,-6.9137518063596
"10",13.8628909090909,-5.95801723184323,-5.0090962459039,-6.90693821778257
"11",15.4592898989899,-5.96301576978376,-5.02535895128919,-6.90067258827833
"12",17.0556888888889,-5.96801430772428,-5.04105372144731,-6.89497489400125
"13",18.6520878787879,-5.97301284566481,-5.05616067912931,-6.88986501220031
"14",20.2484868686869,-5.97801138360533,-5.0706601784047,-6.88536258880596
"15",21.8448858585859,-5.98300992154585,-5.08453294832643,-6.88148689476528
"16",23.4412848484849,-5.98800845948638,-5.09776024648039,-6.87825667249237
"17",25.0376838383838,-5.9930069974269,-5.11032402056405,-6.87568997428976
"18",26.6340828282828,-5.99800553536743,-5.12220707564344,-6.87380399509141
"19",28.2304818181818,-6.00300407330795,-5.13339324426163,-6.87261490235428
"20",29.8268808080808,-6.00800261124848,-5.14386755614269,-6.87213766635426
"21",31.4232797979798,-6.013001149189,-5.15361640388628,-6.87238589449172
"22",33.0196787878788,-6.01799968712952,-5.16262770080798,-6.87337167345107
"23",34.6160777777778,-6.02299822507005,-5.17089102698014,-6.87510542315996
"24",36.2124767676768,-6.02799676301057,-5.17839775958725,-6.87759576643389
"25",37.8088757575758,-6.0329953009511,-5.18514118394307,-6.88084941795913
"26",39.4052747474747,-6.03799383889162,-5.19111658192616,-6.88487109585708
"27",41.0016737373737,-6.04299237683215,-5.19632129516493,-6.88966345849936
"28",42.5980727272727,-6.04799091477267,-5.20075476101976,-6.89522706852558
"29",44.1944717171717,-6.05298945271319,-5.20441852023387,-6.90156038519251
"30",45.7908707070707,-6.05798799065372,-5.20731619601143,-6.90865978529601
"31",47.3872696969697,-6.06298652859424,-5.20945344518192,-6.91651961200656
"32",48.9836686868687,-6.06798506653477,-5.21083788297347,-6.92513225009606
"33",50.5800676767677,-6.07298360447529,-5.21147898369657,-6.93448822525401
"34",52.1764666666667,-6.07798214241582,-5.21138796029398,-6.94457632453765
"35",53.7728656565657,-6.08298068035634,-5.21057762621218,-6.9553837345005
"36",55.3692646464647,-6.08797921829686,-5.20906224337773,-6.966896193216
"37",56.9656636363636,-6.09297775623739,-5.2068573602131,-6.97909815226168
"38",58.5620626262626,-6.09797629417791,-5.20397964360935,-6.99197294474647
"39",60.1584616161616,-6.10297483211844,-5.20044670860446,-7.00550295563242
"40",61.7548606060606,-6.10797337005896,-5.1962769492215,-7.01966979089643
"41",63.3512595959596,-6.11297190799949,-5.19148937353108,-7.03445444246789
"42",64.9476585858586,-6.11797044594001,-5.18610344554719,-7.04983744633283
