"","nightlight1500","mean_value","UP_value","Low_value"
"43",66.5440575757576,-6.12296898388053,-5.18013893607754,-7.06579903168353
"44",68.1404565656566,-6.12796752182106,-5.17361578415429,-7.08231925948783
"45",69.7368555555556,-6.13296605976158,-5.16655397019353,-7.09937814932964
"46",71.3332545454546,-6.13796459770211,-5.15897340158883,-7.11695579381538
"47",72.9296535353536,-6.14296313564263,-5.15089381104902,-7.13503246023624
"48",74.5260525252525,-6.14796167358316,-5.14233466765091,-7.1535886795154
"49",76.1224515151515,-6.15296021152368,-5.13331510029665,-7.17260532275071
"50",77.7188505050505,-6.1579587494642,-5.12385383304304,-7.19206366588536
"51",79.3152494949495,-6.16295728740473,-5.11396913160317,-7.21194544320629
"52",80.9116484848485,-6.16795582534525,-5.10367876020394,-7.23223289048657
"53",82.5080474747475,-6.17295436328578,-5.09299994791077,-7.25290877866078
"54",84.1044464646465,-6.1779529012263,-5.0819493634955,-7.2739564389571
"55",85.7008454545455,-6.18295143916683,-5.07054309791924,-7.29535978041441
"56",87.2972444444445,-6.18794997710735,-5.05879665352181,-7.31710330069289
"57",88.8936434343434,-6.19294851504787,-5.04672493904725,-7.3391720910485
"58",90.4900424242424,-6.1979470529884,-5.03434226968638,-7.36155183629042
"59",92.0864414141414,-6.20294559092892,-5.02166237137684,-7.38422881048101
"60",93.6828404040404,-6.20794412886945,-5.0086983886662,-7.4071898690727
"61",95.2792393939394,-6.21294266680997,-4.99546289551015,-7.43042243810979
"62",96.8756383838384,-6.2179412047505,-4.98196790844464,-7.45391450105636
"63",98.4720373737374,-6.22293974269102,-4.96822490163494,-7.47765458374711
"64",100.068436363636,-6.22793828063154,-4.95424482336644,-7.50163173789664
"65",101.664835353535,-6.23293681857207,-4.94003811359872,-7.52583552354542
"66",103.261234343434,-6.23793535651259,-4.92561472225742,-7.55025599076777
"67",104.857633333333,-6.24293389445312,-4.91098412798655,-7.57488366091969
"68",106.454032323232,-6.24793243239364,-4.89615535712675,-7.59970950766053
"69",108.050431313131,-6.25293097033417,-4.88113700272381,-7.62472493794452
"70",109.64683030303,-6.25792950827469,-4.86593724340554,-7.64992177314384
"71",111.243229292929,-6.26292804621522,-4.85056386199529,-7.67529223043514
"72",112.839628282828,-6.26792658415574,-4.83502426375592,-7.70082890455556
"73",114.436027272727,-6.27292512209626,-4.81932549418097,-7.72652475001156
"74",116.032426262626,-6.27792366003679,-4.8034742562687,-7.75237306380488
"75",117.628825252525,-6.28292219797731,-4.78747692723118,-7.77836746872345
"76",119.225224242424,-6.28792073591784,-4.77133957460461,-7.80450189723107
"77",120.821623232323,-6.29291927385836,-4.75506797173851,-7.83077057597821
"78",122.418022222222,-6.29791781179888,-4.73866761265138,-7.85716801094639
"79",124.014421212121,-6.30291634973941,-4.72214372624808,-7.88368897323074
"80",125.61082020202,-6.30791488767993,-4.70550128990123,-7.91032848545864
"81",127.207219191919,-6.31291342562046,-4.68874504240373,-7.93708180883718
"82",128.803618181818,-6.31791196356098,-4.67187949630407,-7.96394443081789
"83",130.400017171717,-6.32291050150151,-4.65490894963915,-7.99091205336386
"84",131.996416161616,-6.32790903944203,-4.63783749708209,-8.01798058180197
"85",133.592815151515,-6.33290757738255,-4.62066904052419,-8.04514611424092
"86",135.189214141414,-6.33790611532308,-4.60340729911157,-8.07240493153459
"87",136.785613131313,-6.3429046532636,-4.58605581875799,-8.09975348776921
"88",138.382012121212,-6.34790319120413,-4.56861798115583,-8.12718840125242
"89",139.978411111111,-6.35290172914465,-4.55109701230717,-8.15470644598214
"90",141.57481010101,-6.35790026708518,-4.53349599059729,-8.18230454357307
"91",143.171209090909,-6.3628988050257,-4.51581785443228,-8.20997975561913
"92",144.767608080808,-6.36789734296623,-4.49806540946225,-8.2377292764702
"93",146.364007070707,-6.37289588090675,-4.48024133541102,-8.26555042640248
"94",147.960406060606,-6.37789441884727,-4.4623481925326,-8.29344064516194
"95",149.556805050505,-6.3828929567878,-4.44438842771406,-8.32139748586154
"96",151.153204040404,-6.38789149472832,-4.4263643802436,-8.34941860921304
"97",152.749603030303,-6.39289003266885,-4.4082782872621,-8.37750177807559
"98",154.346002020202,-6.39788857060937,-4.39013228891521,-8.40564485230353
"99",155.942401010101,-6.4028871085499,-4.37192843322275,-8.43384578387704
"100",157.5388,-6.40788564649042,-4.35366868068102,-8.46210261229982
