"","GDP","mean_value","UP_value","Low_value"
"1",1.7728489,-2.09054847245722,-0.975475951143305,-3.20562099377114
"2",2.50848426464646,-2.22091517084626,-1.13968574281002,-3.30214459888251
"3",3.24411962929293,-2.3512818692353,-1.30247345690003,-3.40009028157057
"4",3.97975499393939,-2.48164856762434,-1.46370320711117,-3.49959392813752
"5",4.71539035858586,-2.61201526601339,-1.62322909617341,-3.60080143585336
"6",5.45102572323232,-2.74238196440243,-1.78089609148762,-3.70386783731723
"7",6.18666108787879,-2.87274866279147,-1.93654155993756,-3.80895576564537
"8",6.92229645252525,-3.00311536118051,-2.08999759411817,-3.91623312824284
"9",7.65793181717172,-3.13348205956955,-2.24109423183593,-4.02586988730317
"10",8.39356718181818,-3.26384875795859,-2.3896636087363,-4.13803390718088
"11",9.12920254646465,-3.39421545634763,-2.53554498601231,-4.25288592668296
"12",9.86483791111111,-3.52458215473667,-2.67859046470514,-4.37057384476821
"13",10.6004732757576,-3.65494885312572,-2.81867104997035,-4.49122665628108
"14",11.336108640404,-3.78531555151476,-2.9556825905195,-4.61494851251001
"15",12.0717440050505,-3.9156822499038,-3.08955102705807,-4.74181347274952
"16",12.807379369697,-4.04604894829284,-3.22023637499135,-4.87186152159432
"17",13.5430147343434,-4.17641564668188,-3.34773496236705,-5.00509633099671
"18",14.2786500989899,-4.30678234507092,-3.47207963849713,-5.14148505164471
"19",15.0142854636364,-4.43714904345996,-3.59333792618421,-5.28096016073572
"20",15.7499208282828,-4.567515741849,-3.71160835411004,-5.42342312958796
"21",16.4855561929293,-4.69788244023805,-3.8270154167462,-5.56874946372989
"22",17.2211915575758,-4.82824913862709,-3.9397037260024,-5.71679455125177
"23",17.9568269222222,-4.95861583701613,-4.04983193010611,-5.86739974392615
"24",18.6924622868687,-5.08898253540517,-4.15756689773724,-6.02039817307309
"25",19.4280976515152,-5.21934923379421,-4.26307853352285,-6.17561993406557
"26",20.1637330161616,-5.34971593218325,-4.36653544225577,-6.33289642211073
"27",20.8993683808081,-5.48008263057229,-4.46810152362314,-6.49206373752145
"28",21.6350037454545,-5.61044932896133,-4.56793347424187,-6.6529651836808
"29",22.370639110101,-5.74081602735037,-4.66617910478894,-6.81545294991181
"30",23.1062744747475,-5.87118272573942,-4.7629763438797,-6.97938910759913
"31",23.8419098393939,-6.00154942412846,-4.8584527896621,-7.14464605859482
"32",24.5775452040404,-6.1319161225175,-4.95272567643448,-7.31110656860052
"33",25.3131805686869,-6.26228282090654,-5.04590213953658,-7.4786635022765
"34",26.0488159333333,-6.39264951929558,-5.13807968171855,-7.64721935687262
"35",26.7844512979798,-6.52301621768462,-5.2293467644712,-7.81668567089804
"36",27.5200866626263,-6.65338291607366,-5.31978346628809,-7.98698236585924
"37",28.2557220272727,-6.7837496144627,-5.40946216555302,-8.15803706337239
"38",28.9913573919192,-6.91411631285175,-5.49844821846506,-8.32978440723844
"39",29.7269927565657,-7.04448301124079,-5.58680061230417,-8.5021654101774
"40",30.4626281212121,-7.17484970962983,-5.67457258178104,-8.67512683747862
"41",31.1982634858586,-7.30521640801887,-5.76181218164321,-8.84862063439453
"42",31.9338988505051,-7.43558310640791,-5.84856281255099,-9.02260340026483
"43",32.6695342151515,-7.56594980479695,-5.93486369986423,-9.19703590972968
"44",33.405169579798,-7.69631650318599,-6.02075032670506,-9.37188267966693
"45",34.1408049444444,-7.82668320157503,-6.1062548237282,-9.54711157942187
"46",34.8764403090909,-7.95704989996408,-6.1914063186301,-9.72269348129806
"47",35.6120756737374,-8.08741659835312,-6.2762312487043,-9.89860194800193
"48",36.3477110383838,-8.21778329674216,-6.36075363980866,-10.0748129536757
"49",37.0833464030303,-8.3481499951312,-6.44499535502703,-10.2513046352354
"50",37.8189817676768,-8.47851669352024,-6.5289763161387,-10.4280570709018
"51",38.5546171323232,-8.60888339190928,-6.6127147007904,-10.6050520830282
"52",39.2902524969697,-8.73925009029832,-6.69622711802487,-10.7822730625718
"53",40.0258878616162,-8.86961678868736,-6.77952876457396,-10.9597048128008
"54",40.7615232262626,-8.99998348707641,-6.86263356408323,-11.1373334100696
"55",41.4971585909091,-9.13035018546545,-6.94555429120736,-11.3151460797235
"56",42.2327939555556,-9.26071688385449,-7.02830268230351,-11.4931310854055
"57",42.968429320202,-9.39108358224353,-7.11088953425607,-11.671277630231
"58",43.7040646848485,-9.52145028063257,-7.19332479279052,-11.8495757684746
"59",44.439700049495,-9.65181697902161,-7.27561763147655,-12.0280163265667
"60",45.1753354141414,-9.78218367741066,-7.35777652248003,-12.2065908323413
"61",45.9109707787879,-9.91255037579969,-7.43980929999829,-12.3852914516011
"62",46.6466061434343,-10.0429170741887,-7.52172321720281,-12.5641109311747
"63",47.3822415080808,-10.1732837725778,-7.60352499741558,-12.74304254774
"64",48.1178768727273,-10.3036504709668,-7.68522088015975,-12.9220800617739
"65",48.8535122373737,-10.4340171693559,-7.76681666264917,-13.1012176760626
"66",49.5891476020202,-10.5643838677449,-7.84831773721526,-13.2804499982745
"67",50.3247829666667,-10.6947505661339,-7.9297291251112,-13.4597720071567
"68",51.0604183313131,-10.825117264523,-8.01105550708194,-13.639179021964
"69",51.7960536959596,-10.955483962912,-8.09230125104394,-13.8186666747801
"70",52.5316890606061,-11.0858506613011,-8.17347043717856,-13.9982308854236
"71",53.2673244252525,-11.2162173596901,-8.2545668807087,-14.1778678386715
"72",54.002959789899,-11.3465840580791,-8.33559415259736,-14.3575739635609
"73",54.7385951545455,-11.4769507564682,-8.41655559838042,-14.537345914556
"74",55.4742305191919,-11.6073174548572,-8.49745435532177,-14.7171805543927
"75",56.2098658838384,-11.7376841532463,-8.57829336805856,-14.897074938434
"76",56.9455012484849,-11.8680508516353,-8.6590754028858,-15.0770263003848
"77",57.6811366131313,-11.9984175500244,-8.73980306081323,-15.2570320392355
"78",58.4167719777778,-12.1287842484134,-8.82047878951337,-15.4370897073134
"79",59.1524073424242,-12.2591509468024,-8.90110489426681,-15.6171969993381
"80",59.8880427070707,-12.3895176451915,-8.98168354799954,-15.7973517423834
"81",60.6236780717172,-12.5198843435805,-9.06221680049757,-15.9775518866635
"82",61.3593134363636,-12.6502510419696,-9.1427065868748,-16.1577954970643
"83",62.0949488010101,-12.7806177403586,-9.22315473536275,-16.3380807453545
"84",62.8305841656566,-12.9109844387476,-9.30356297448349,-16.5184059030118
"85",63.566219530303,-13.0413511371367,-9.38393293966121,-16.6987693346122
"86",64.3018548949495,-13.1717178355257,-9.46426617932208,-16.8791694917294
"87",65.037490259596,-13.3020845339148,-9.54456416052741,-17.0596049073021
"88",65.7731256242424,-13.4324512323038,-9.62482827418068,-17.2400741904269
"89",66.5087609888889,-13.5628179306928,-9.70505983984486,-17.4205760215408
"90",67.2443963535354,-13.6931846290819,-9.78526011020346,-17.6011091479603
"91",67.9800317181818,-13.8235513274709,-9.86543027519488,-17.781672379747
"92",68.7156670828283,-13.95391802586,-9.94557146584774,-17.9622645858722
"93",69.4513024474748,-14.084284724249,-10.0256847578413,-18.1428846906567
"94",70.1869378121212,-14.2146514226381,-10.1057711748141,-18.3235316704621
"95",70.9225731767677,-14.3450181210271,-10.1858316914397,-18.5042045506144
"96",71.6582085414142,-14.4753848194161,-10.2658672362909,-18.6849024025414
"97",72.3938439060606,-14.6057515178052,-10.3458786945053,-18.865624341105
"98",73.1294792707071,-14.7361182161942,-10.4258669102715,-19.0463695221169
"99",73.8651146353535,-14.8664849145833,-10.5058326891474,-19.2271371400192
"100",74.60075,-14.9968516129723,-10.5857768002241,-19.4079264257205
