"","UTC1500","mean_value","UP_value","Low_value"
"1",0,-15.5016963150101,-13.1868947967371,-17.8164978332831
"2",0.00703152525252525,-15.3419615537479,-13.0604501276285,-17.6234729798672
"3",0.0140630505050505,-15.1822267924857,-12.9339265499417,-17.4305270350296
"4",0.0210945757575758,-15.0224920312235,-12.8073205145391,-17.2376635479078
"5",0.028126101010101,-14.8627572699612,-12.6806282658388,-17.0448862740836
"6",0.0351576262626263,-14.703022508699,-12.5538458273787,-16.8521991900193
"7",0.0421891515151515,-14.5432877474368,-12.4269689862324,-16.6596065086413
"8",0.0492206767676768,-14.3835529861746,-12.299993276179,-16.4671126961702
"9",0.056252202020202,-14.2238182249124,-12.1729139595201,-16.2747224903047
"10",0.0632837272727273,-14.0640834636502,-12.0457260074279,-16.0824409198724
"11",0.0703152525252525,-13.904348702388,-11.9184240787006,-15.8902733260753
"12",0.0773467777777778,-13.7446139411257,-11.791002496789,-15.6982253854625
"13",0.084378303030303,-13.5848791798635,-11.6634552249499,-15.5063031347771
"14",0.0914098282828283,-13.4251444186013,-11.5357758393707,-15.314512997832
"15",0.0984413535353535,-13.2654096573391,-11.4079575000956,-15.1228618145826
"16",0.105472878787879,-13.1056748960769,-11.279992919579,-14.9313568725748
"17",0.112504404040404,-12.9459401348147,-11.1518743286731,-14.7400059409562
"18",0.119535929292929,-12.7862053735525,-11.0235934398531,-14.5488173072518
"19",0.126567454545455,-12.6264706122902,-10.8951414074685,-14.357799817112
"20",0.13359897979798,-12.466735851028,-10.7665087848059,-14.1669629172501
"21",0.140630505050505,-12.3070010897658,-10.6376854777392,-13.9763167017924
"22",0.14766203030303,-12.1472663285036,-10.5086606947425,-13.7858719622647
"23",0.154693555555556,-11.9875315672414,-10.3794228930443,-13.5956402414384
"24",0.161725080808081,-11.8277968059792,-10.2499597207077,-13.4056338912507
"25",0.168756606060606,-11.6680620447169,-10.1202579544379,-13.215866134996
"26",0.175788131313131,-11.5083272834547,-9.99030343294801,-13.0263511339615
"27",0.182819656565657,-11.3485925221925,-9.86008098574877,-12.8371040586363
"28",0.189851181818182,-11.1888577609303,-9.7295743572896,-12.648141164571
"29",0.196882707070707,-11.0291229996681,-9.59876612645342,-12.4594798728828
"30",0.203914232323232,-10.8693882384059,-9.46763762151287,-12.2711388552989
"31",0.210945757575758,-10.7096534771437,-9.33616883079206,-12.0831381234953
"32",0.217977282828283,-10.5499187158814,-9.20433830945327,-11.8954991223096
"33",0.225008808080808,-10.3901839546192,-9.0721230830509,-11.7082448261876
"34",0.232040333333333,-10.230449193357,-8.93949854877307,-11.521399837941
"35",0.239071858585859,-10.0707144320948,-8.80643837563397,-11.3349904885556
"36",0.246103383838384,-9.91097967083259,-8.67291440529737,-11.1490449363678
"37",0.253134909090909,-9.75124490957037,-8.53889655571096,-10.9635932634298
"38",0.260166434343434,-9.59151014830816,-8.4043527303207,-10.7786675662956
"39",0.26719795959596,-9.43177538704594,-8.26924873631665,-10.5943020377752
"40",0.274229484848485,-9.27204062578373,-8.13354821613608,-10.4105330354314
"41",0.28126101010101,-9.11230586452151,-7.99721259730531,-10.2273991317377
"42",0.288292535353535,-8.9525711032593,-7.86020106661753,-10.0449411399011
"43",0.295324060606061,-8.79283634199708,-7.72247057558322,-9.86320210841094
"44",0.302355585858586,-8.63310158073487,-7.58397588499344,-9.68222727647629
"45",0.309387111111111,-8.47336681947265,-7.44466965722551,-9.5020639817198
"46",0.316418636363636,-8.31363205821044,-7.30450260548302,-9.32276151093785
"47",0.323450161616162,-8.15389729694822,-7.1634237093626,-9.14437088453384
"48",0.330481686868687,-7.99416253568601,-7.02138050581307,-8.96694456555894
"49",0.337513212121212,-7.83442777442379,-6.87831946352021,-8.79053608532737
"50",0.344544737373737,-7.67469301316158,-6.73418644683135,-8.6151995794918
"51",0.351576262626263,-7.51495825189936,-6.58892727237554,-8.44098923142318
"52",0.358607787878788,-7.35522349063715,-6.44248835744591,-8.26795862382838
"53",0.365639313131313,-7.19548872937493,-6.29481745400218,-8.09616000474769
"54",0.372670838383838,-7.03575396811272,-6.1458644559834,-7.92564348024203
"55",0.379702363636364,-6.8760192068505,-5.99558226083443,-7.75645615286658
"56",0.386733888888889,-6.71628444558829,-5.84392765927969,-7.58864123189689
"57",0.393765414141414,-6.55654968432607,-5.6908622211366,-7.42223714751555
"58",0.400796939393939,-6.39681492306386,-5.53635314016797,-7.25727670595974
"59",0.407828464646465,-6.23708016180164,-5.38037399845185,-7.09378632515143
"60",0.41485998989899,-6.07734540053943,-5.22290541118099,-6.93178538989787
"61",0.421891515151515,-5.91761063927721,-5.06393551658452,-6.77128576196991
"62",0.42892304040404,-5.757875878015,-4.90346028277453,-6.61229147325547
"63",0.435954565656566,-5.59814111675278,-4.74148361327076,-6.45479862023481
"64",0.442986090909091,-5.43840635549057,-4.578017244826,-6.29879546615514
"65",0.450017616161616,-5.27867159422835,-4.41308044372802,-6.14426274472869
"66",0.457049141414141,-5.11893683296614,-4.24669951864451,-5.99117414728777
"67",0.464080666666667,-4.95920207170392,-4.07890717806786,-5.83949696533999
"68",0.471112191919192,-4.79946731044171,-3.90974176757771,-5.6891928533057
"69",0.478143717171717,-4.6397325491795,-3.73924642597507,-5.54021867238392
"70",0.485175242424242,-4.47999778791728,-3.56746819982764,-5.39252737600691
"71",0.492206767676768,-4.32026302665506,-3.39445715348805,-5.24606889982208
"72",0.499238292929293,-4.16052826539285,-3.22026550688424,-5.10079102390146
"73",0.506269818181818,-4.00079350413064,-3.0449468271567,-4.95664018110457
"74",0.513301343434343,-3.84105874286842,-2.86855529335156,-4.81356219238529
"75",0.520332868686869,-3.68132398160621,-2.69114504658563,-4.67150291662678
"76",0.527364393939394,-3.52158922034399,-2.51276963191851,-4.53040880876947
"77",0.534395919191919,-3.36185445908178,-2.33348153294086,-4.39022738522269
"78",0.541427444444444,-3.20211969781956,-2.15333179598025,-4.25090759965887
"79",0.54845896969697,-3.04238493655735,-1.97236973784961,-4.11240013526508
"80",0.555490494949495,-2.88265017529513,-1.79064272912875,-3.97465762146151
"81",0.56252202020202,-2.72291541403292,-1.60819604392388,-3.83763478414195
"82",0.569553545454546,-2.5631806527707,-1.42507276671335,-3.70128853882805
"83",0.576585070707071,-2.40344589150848,-1.24131374708093,-3.56557803593604
"84",0.583616595959596,-2.24371113024627,-1.05695759369632,-3.43046466679622
"85",0.590648121212121,-2.08397636898406,-0.872040699688009,-3.29591203828011
