"","population1500","mean_value","UP_value","Low_value"
"1",0,-6.22268708831237,-5.31410364056178,-7.13127053606297
"2",0.0738151858585859,-6.22189864305171,-5.319572175748,-7.12422511035543
"3",0.147630371717172,-6.22111019779105,-5.32461439257511,-7.117606003007
"4",0.221445557575758,-6.22032175253039,-5.3292219225196,-7.11142158254119
"5",0.295260743434343,-6.21953330726973,-5.33338682478318,-7.10567978975629
"6",0.369075929292929,-6.21874486200907,-5.33710163887183,-7.10038808514632
"7",0.442891115151515,-6.21795641674841,-5.34035943607511,-7.09555339742171
"8",0.516706301010101,-6.21716797148775,-5.34315386910011,-7.0911820738754
"9",0.590521486868687,-6.21637952622709,-5.34547921909626,-7.08727983335793
"10",0.664336672727273,-6.21559108096643,-5.34733043930909,-7.08385172262377
"11",0.738151858585859,-6.21480263570577,-5.34870319462272,-7.08090207678882
"12",0.811967044444444,-6.21401419044511,-5.34959389629414,-7.07843448459608
"13",0.88578223030303,-6.21322574518445,-5.34999973124705,-7.07645175912185
"14",0.959597416161616,-6.21243729992379,-5.34991868537743,-7.07495591447015
"15",1.0334126020202,-6.21164885466313,-5.34934956042579,-7.07394814890047
"16",1.10722778787879,-6.21086040940247,-5.34829198408887,-7.07342883471607
"17",1.18104297373737,-6.21007196414181,-5.34674641317261,-7.07339751511101
"18",1.25485815959596,-6.20928351888115,-5.34471412972428,-7.07385290803802
"19",1.32867334545455,-6.20849507362049,-5.34219723021995,-7.07479291702103
"20",1.40248853131313,-6.20770662835983,-5.33919860801903,-7.07621464870062
"21",1.47630371717172,-6.20691818309917,-5.33572192942571,-7.07811443677263
"22",1.5501189030303,-6.20612973783851,-5.33177160381357,-7.08048787186345
"23",1.62393408888889,-6.20534129257785,-5.32735274837069,-7.08332983678501
"24",1.69774927474747,-6.20455284731719,-5.32247114810506,-7.08663454652932
"25",1.77156446060606,-6.20376440205653,-5.31713321181256,-7.09039559230049
"26",1.84537964646465,-6.20297595679587,-5.31134592475095,-7.09460598884079
"27",1.91919483232323,-6.20218751153521,-5.30511679878289,-7.09925822428752
"28",1.99301001818182,-6.20139906627455,-5.29845382075077,-7.10434431179832
"29",2.0668252040404,-6.20061062101389,-5.29136539982625,-7.10985584220153
"30",2.14064038989899,-6.19982217575323,-5.28386031454194,-7.11578403696452
"31",2.21445557575758,-6.19903373049257,-5.27594766016258,-7.12211980082255
"32",2.28827076161616,-6.19824528523191,-5.26763679699241,-7.1288537734714
"33",2.36208594747475,-6.19745683997125,-5.25893730014693,-7.13597637979557
"34",2.43590113333333,-6.19666839471058,-5.24985891124349,-7.14347787817768
"35",2.50971631919192,-6.19587994944992,-5.24041149238976,-7.15134840651009
"36",2.58353150505051,-6.19509150418926,-5.23060498277325,-7.15957802560528
"37",2.65734669090909,-6.1943030589286,-5.22044935808237,-7.16815675977484
"38",2.73116187676768,-6.19351461366794,-5.20995459292026,-7.17707463441563
"39",2.80497706262626,-6.19272616840728,-5.1991306263093,-7.18632171050526
"40",2.87879224848485,-6.19193772314662,-5.18798733032669,-7.19588811596656
"41",2.95260743434343,-6.19114927788596,-5.17653448186132,-7.20576407391061
"42",3.02642262020202,-6.1903608326253,-5.16478173743883,-7.21593992781177
"43",3.10023780606061,-6.18957238736464,-5.15273861102564,-7.22640616370364
"44",3.17405299191919,-6.18878394210398,-5.14041445469327,-7.23715342951469
