"","Wind","mean_value","UP_value","Low_value"
"84",7.48332525252525,-6.31089996265412,-5.03488450844342,-7.58691541686482
"85",7.57024242424242,-6.32254215423577,-5.03383892385666,-7.61124538461489
"86",7.6571595959596,-6.33418434581743,-5.03269275894113,-7.63567593269373
"87",7.74407676767677,-6.34582653739908,-5.03144894950996,-7.66020412528821
"88",7.83099393939394,-6.35746872898074,-5.03011033936027,-7.68482711860121
"89",7.91791111111111,-6.3691109205624,-5.02867968265361,-7.70954215847118
"90",8.00482828282828,-6.38075311214405,-5.02715964631219,-7.73434657797591
"91",8.09174545454546,-6.39239530372571,-5.02555281241994,-7.75923779503147
"92",8.17866262626263,-6.40403749530736,-5.02386168061911,-7.78421330999561
"93",8.2655797979798,-6.41567968688902,-5.02208867049396,-7.80927070328407
"94",8.35249696969697,-6.42732187847067,-5.02023612393443,-7.83440763300692
"95",8.43941414141414,-6.43896407005233,-5.01830630747337,-7.85962183263129
"96",8.52633131313131,-6.45060626163398,-5.01630141459201,-7.88491110867595
"97",8.61324848484849,-6.46224845321564,-5.01422356798904,-7.91027333844224
"98",8.70016565656566,-6.47389064479729,-5.01207482180927,-7.93570646778531
"99",8.78708282828283,-6.48553283637895,-5.00985716382892,-7.96120850892897
"100",8.874,-6.4971750279606,-5.0075725175945,-7.98677753832671
