"","impervious1000","mean_value","UP_value","Low_value"
"1",-0.0012,-0.528195922768268,0.444567805172242,-1.50095965070878
"2",0.00877979797979798,-0.580949795952907,0.381082067236492,-1.54298165914231
"3",0.018759595959596,-0.633703669137546,0.317776619706295,-1.58518395798139
"4",0.0287393939393939,-0.686457542322185,0.25465752672984,-1.62757261137421
"5",0.0387191919191919,-0.739211415506824,0.191731013006875,-1.67015384402052
"6",0.0486989898989899,-0.791965288691463,0.129003460012267,-1.71293403739519
"7",0.0586787878787879,-0.844719161876102,0.0664814010312039,-1.75591972478341
"8",0.0686585858585858,-0.897473035060741,0.00417151489673229,-1.79911758501821
"9",0.0786383838383838,-0.95022690824538,-0.057919381680024,-1.84253443481074
"10",0.0886181818181818,-1.00298078143002,-0.119784343295162,-1.88617721956488
"11",0.0985979797979798,-1.05573465461466,-0.181416306657371,-1.93005300257194
"12",0.108577777777778,-1.1084885277993,-0.242808103111775,-1.97416895248682
"13",0.118557575757576,-1.16124240098394,-0.303952472971644,-2.01853232899623
"14",0.128537373737374,-1.21399627416857,-0.364842081735175,-2.06315046660198
"15",0.138517171717172,-1.26675014735321,-0.425469538248935,-2.10803075645749
"16",0.14849696969697,-1.31950402053785,-0.485827414860173,-2.15318062621553
"17",0.158476767676768,-1.37225789372249,-0.545908269577,-2.19860751786798
"18",0.168456565656566,-1.42501176690713,-0.60570467022831,-2.24431886358595
"19",0.178436363636364,-1.47776564009177,-0.665209220584233,-2.29032205959931
"20",0.188416161616162,-1.53051951327641,-0.724414588363228,-2.33662443818959
"21",0.19839595959596,-1.58327338646105,-0.78331353501386,-2.38323323790823
"22",0.208375757575758,-1.63602725964569,-0.841898947118502,-2.43015557217287
"23",0.218355555555556,-1.68878113283033,-0.900163869223392,-2.47739839643726
"24",0.228335353535354,-1.74153500601496,-0.958101537855575,-2.52496847417435
"25",0.238315151515152,-1.7942888791996,-1.01570541644346,-2.57287234195575
"26",0.248294949494949,-1.84704275238424,-1.07296923081526,-2.62111627395322
"27",0.258274747474747,-1.89979662556888,-1.12988700491019,-2.66970624622757
"28",0.268254545454545,-1.95255049875352,-1.18645309630188,-2.71864790120516
"29",0.278234343434343,-2.00530437193816,-1.24266223110457,-2.76794651277175
"30",0.288214141414141,-2.0580582451228,-1.29850953781097,-2.81760695243463
"31",0.298193939393939,-2.11081211830744,-1.35399057959791,-2.86763365701696
"32",0.308173737373737,-2.16356599149208,-1.40910138463369,-2.91803059835047
"33",0.318153535353535,-2.21631986467671,-1.46383847392937,-2.96880125542406
"34",0.328133333333333,-2.26907373786135,-1.51819888629694,-3.01994858942577
"35",0.338113131313131,-2.32182761104599,-1.57218020000901,-3.07147502208297
"36",0.348092929292929,-2.37458148423063,-1.62578055079855,-3.12338241766272
"37",0.358072727272727,-2.42733535741527,-1.67899864589109,-3.17567206893945
"38",0.368052525252525,-2.48008923059991,-1.73183377382554,-3.22834468737428
"39",0.378032323232323,-2.53284310378455,-1.78428580989037,-3.28140039767873
"40",0.388012121212121,-2.58559697696919,-1.83635521707891,-3.33483873685946
"41",0.397991919191919,-2.63835085015383,-1.8880430425465,-3.38865865776115
"42",0.407971717171717,-2.69110472333846,-1.9393509096326,-3.44285853704432
"43",0.417951515151515,-2.7438585965231,-1.99028100558914,-3.49743618745707
"44",0.427931313131313,-2.79661246970774,-2.04083606522946,-3.55238887418603
"45",0.437911111111111,-2.84936634289238,-2.09101935077983,-3.60771333500493
"46",0.447890909090909,-2.90212021607702,-2.14083462827313,-3.66340580388092
"47",0.457870707070707,-2.95487408926166,-2.19028614087283,-3.71946203765049
"48",0.467850505050505,-3.0076279624463,-2.2393785795525,-3.7758773453401
"49",0.477830303030303,-3.06038183563094,-2.28811705158099,-3.83264661968089
