"","settlement1000","mean_value","UP_value","Low_value"
"1",-8.0879967,-0.988060313687979,0.161606288065258,-2.13772691544122
"2",-6.81059694040404,-1.05776574067155,0.0794246974545105,-2.19495617879762
"3",-5.53319718080808,-1.12747116765513,-0.0026015968705515,-2.25234073843971
"4",-4.25579742121212,-1.1971765946387,-0.0844674361781363,-2.30988575309927
"5",-2.97839766161616,-1.26688202162228,-0.166167502457485,-2.36759654078707
"6",-1.7009979020202,-1.33658744860585,-0.247696317495145,-2.42547857971656
"7",-0.423598142424241,-1.40629287558943,-0.329048242529627,-2.48353750864923
"8",0.853801617171717,-1.475998302573,-0.410217478559946,-2.54177912658606
"9",2.13120137676768,-1.54570372955658,-0.491198067388295,-2.60020939172486
"10",3.40860113636364,-1.61540915654015,-0.571983893481412,-2.65883441959889
"11",4.6860008959596,-1.68511458352373,-0.652568686739158,-2.71766048030829
"12",5.96340065555556,-1.7548200105073,-0.732946026262026,-2.77669399475257
"13",7.24080041515152,-1.82452543749088,-0.813109345211744,-2.83594152977001
"14",8.51820017474748,-1.89423086447445,-0.893051936860469,-2.89540979208843
"15",9.79559993434343,-1.96393629145802,-0.97276696192417,-2.95510562099188
"16",11.0729996939394,-2.0336417184416,-1.0522474572743,-3.0150359796089
"17",12.3503994535354,-2.10334714542517,-1.13148634611858,-3.07520794473177
"18",13.6277992131313,-2.17305257240875,-1.21047644973647,-3.13562869508103
"19",14.9051989727273,-2.24275799939232,-1.28921050084704,-3.19630549793761
"20",16.1825987323232,-2.3124634263759,-1.36768115867696,-3.25724569407484
"21",17.4599984919192,-2.38216885335947,-1.44588102578296,-3.31845668093599
"22",18.7373982515152,-2.45187428034305,-1.52380266666727,-3.37994589401883
"23",20.0147980111111,-2.52157970732662,-1.60143862820517,-3.44172078644807
"24",21.2921977707071,-2.5912851343102,-1.6787814618814,-3.50378880673899
"25",22.569597530303,-2.66099056129377,-1.75582374780662,-3.56615737478093
"26",23.846997289899,-2.73069598827735,-1.83255812045628,-3.62883385609841
"27",25.124397049495,-2.80040141526092,-1.90897729604322,-3.69182553447862
"28",26.4017968090909,-2.8701068422445,-1.98507410140089,-3.75513958308811
"29",27.6791965686869,-2.93981226922807,-2.06084150421909,-3.81878303423705
"30",28.9565963282828,-3.00951769621164,-2.13627264443694,-3.88276274798635
"31",30.2339960878788,-3.07922312319522,-2.21136086656071,-3.94708537982973
"32",31.5113958474748,-3.14892855017879,-2.28609975263799,-4.0117573477196
"33",32.7887956070707,-3.21863397716237,-2.36048315558502,-4.07678479873972
"34",34.0661953666667,-3.28833940414594,-2.43450523253223,-4.14217357575966
"35",35.3435951262626,-3.35804483112952,-2.50816047782615,-4.20792918443288
"36",36.6209948858586,-3.42775025811309,-2.58144375530356,-4.27405676092263
"37",37.8983946454546,-3.49745568509667,-2.65435032943894,-4.34056104075439
"38",39.1757944050505,-3.56716111208024,-2.7268758949587,-4.40744632920178
"39",40.4531941646465,-3.63686653906382,-2.79901660451679,-4.47471647361084
"40",41.7305939242424,-3.70657196604739,-2.87076909403681,-4.54237483805797
"41",43.0079936838384,-3.77627739303097,-2.94213050534569,-4.61042428071624
"42",44.2853934434343,-3.84598282001454,-3.01309850575346,-4.67886713427562
"43",45.5627932030303,-3.91568824699812,-3.0836713042725,-4.74770518972373
"44",46.8401929626263,-3.98539367398169,-3.15384766421674,-4.81693968374664
"45",48.1175927222222,-4.05509910096526,-3.2236269119759,-4.88657128995463
"46",49.3949924818182,-4.12480452794884,-3.29300894182041,-4.95660011407727
"47",50.6723922414141,-4.19450995493241,-3.3619942166572,-5.02702569320763
"48",51.9497920010101,-4.26421538191599,-3.43058376472388,-5.09784699910809
"49",53.2271917606061,-4.33392080889956,-3.49877917227621,-5.16906244552292
"50",54.504591520202,-4.40362623588314,-3.56658257238955,-5.24066989937673
"51",55.781991279798,-4.47333166286671,-3.63399663005751,-5.31266669567591
"52",57.0593910393939,-4.54303708985029,-3.70102452382762,-5.38504965587295
"53",58.3367907989899,-4.61274251683386,-3.76766992426412,-5.45781510940361
"54",59.6141905585859,-4.68244794381744,-3.83393696957005,-5.53095891806482
"55",60.8915903181818,-4.75215337080101,-3.89983023873363,-5.60447650286839
"56",62.1689900777778,-4.82185879778459,-3.96535472258747,-5.6783628729817
"57",63.4463898373737,-4.89156422476816,-4.03051579318339,-5.75261265635294
"58",64.7237895969697,-4.96126965175173,-4.09531917188978,-5.82722013161369
"59",66.0011893565657,-5.03097507873531,-4.15977089661443,-5.90217926085619
"60",67.2785891161616,-5.10068050571888,-4.22387728854305,-5.97748372289472
"61",68.5559888757576,-5.17038593270246,-4.28764491876457,-6.05312694664035
"62",69.8333886353535,-5.24009135968603,-4.35108057512856,-6.12910214424351
"63",71.1107883949495,-5.30979678666961,-4.41419122965016,-6.20540234368906
"64",72.3881881545454,-5.37950221365318,-4.47698400674433,-6.28202042056203
"65",73.6655879141414,-5.44920764063676,-4.53946615253532,-6.35894912873819
"66",74.9429876737374,-5.51891306762033,-4.60164500545024,-6.43618112979043
"67",76.2203874333333,-5.58861849460391,-4.66352796826891,-6.51370902093891
"68",77.4977871929293,-5.65832392158748,-4.72512248176569,-6.59152536140928
"69",78.7751869525252,-5.72802934857106,-4.78643600004454,-6.66962269709758
"70",80.0525867121212,-5.79773477555463,-4.84747596763622,-6.74799358347304
"71",81.3299864717172,-5.86744020253821,-4.90824979839685,-6.82663060667956
"72",82.6073862313131,-5.93714562952178,-4.96876485622007,-6.90552640282349
"73",83.8847859909091,-6.00685105650536,-5.0290284375518,-6.98467367545891
"74",85.162185750505,-6.07655648348893,-5.08904775567576,-7.06406521130209
"75",86.439585510101,-6.1462619104725,-5.14882992672104,-7.14369389422397
"76",87.716985269697,-6.21596733745608,-5.20838195732852,-7.22355271758364
"77",88.9943850292929,-6.28567276443965,-5.26771073390196,-7.30363479497735
"78",90.2717847888889,-6.35537819142323,-5.32682301336068,-7.38393336948578
"79",91.5491845484848,-6.4250836184068,-5.38572541530484,-7.46444182150877
"80",92.8265843080808,-6.49478904539038,-5.44442441550006,-7.54515367528069
"81",94.1039840676768,-6.56449447237395,-5.50292634058631,-7.6260626041616
"82",95.3813838272727,-6.63419989935753,-5.5612373639152,-7.70716243479985
"83",96.6587835868687,-6.7039053263411,-5.61936350242109,-7.78844715026111
"84",97.9361833464646,-6.77361075332468,-5.67731061443301,-7.86991089221634
"85",99.2135831060606,-6.84331618030825,-5.73508439833788,-7.95154796227863
"86",100.490982865657,-6.91302160729183,-5.79269039200868,-8.03335282257497
"87",101.768382625253,-6.9827270342754,-5.85013397291594,-8.11532009563486
"88",103.045782384848,-7.05243246125897,-5.90742035884495,-8.197444563673
"89",104.323182144444,-7.12213788824255,-5.96455460914649,-8.27972116733861
"90",105.60058190404,-7.19184331522612,-6.02154162645343,-8.36214500399882
"91",106.877981663636,-7.2615487422097,-6.07838615880078,-8.44471132561862
"92",108.155381423232,-7.33125416919327,-6.13509280209153,-8.52741553629502
"93",109.432781182828,-7.40095959617685,-6.19166600285561,-8.61025318949809
"94",110.710180942424,-7.47066502316042,-6.24811006125397,-8.69321998506687
"95",111.98758070202,-7.540370450144,-6.30442913428406,-8.77631176600393
"96",113.264980461616,-7.61007587712757,-6.36062723914748,-8.85952451510766
"97",114.542380221212,-7.67978130411115,-6.41670825674444,-8.94285435147786
"98",115.819779980808,-7.74948673109472,-6.47267593526341,-9.02629752692603
"99",117.097179740404,-7.8191921580783,-6.52853389383801,-9.10985042231858
"100",118.3745795,-7.88889758506187,-6.58428562624603,-9.19350954387772
