"","Skintemperature","mean_value","UP_value","Low_value"
"84",45.3292636363636,-2.71744510593301,-1.51603991764649,-3.91885029421953
"85",45.9091909090909,-2.63874963017796,-1.42136837193525,-3.85613088842067
"86",46.4891181818182,-2.5600541544229,-1.3264853853635,-3.7936229234823
"87",47.0690454545455,-2.48135867866784,-1.23139917265331,-3.73131818468238
"88",47.6489727272727,-2.40266320291279,-1.13611762380687,-3.66920878201871
"89",48.2289,-2.32396772715773,-1.04064831258135,-3.60728714173411
"90",48.8088272727273,-2.24527225140268,-0.944998505492279,-3.54554599731307
"91",49.3887545454545,-2.16657677564762,-0.849175171208671,-3.48397838008657
"92",49.9686818181818,-2.08788129989256,-0.753184990220567,-3.42257760956456
"93",50.5486090909091,-2.00918582413751,-0.657034364675569,-3.36133728359945
"94",51.1285363636364,-1.93049034838245,-0.56072942829555,-3.30025126846936
"95",51.7084636363636,-1.8517948726274,-0.464276056297736,-3.23931368895706
"96",52.2883909090909,-1.77309939687234,-0.367679875256225,-3.17851891848846
"97",52.8683181818182,-1.69440392111728,-0.270946272850306,-3.11786156938426
"98",53.4482454545455,-1.61570844536223,-0.174080407455394,-3.05733648326906
"99",54.0281727272727,-1.53701296960717,-0.0770872175404009,-2.99693872167395
"100",54.6081,-1.45831749385212,0.0200285691573605,-2.9366635568616
