"","impervious1500","mean_value","UP_value","Low_value"
"42",0.429526262626263,-4.99661563579331,-4.1746239944666,-5.81860727712002
"43",0.439187878787879,-5.06178680555827,-4.23882457635322,-5.88474903476332
"44",0.448849494949495,-5.12695797532323,-4.30273551830017,-5.95118043234629
"45",0.458511111111111,-5.19212914508819,-4.36635814638458,-6.01790014379179
"46",0.468172727272727,-5.25730031485315,-4.42969407900508,-6.08490655070121
"47",0.477834343434343,-5.32247148461811,-4.49274521854894,-6.15219775068727
"48",0.48749595959596,-5.38764265438306,-4.55551374173107,-6.21977156703506
"49",0.497157575757576,-5.45281382414802,-4.6180020887169,-6.28762555957915
"50",0.506819191919192,-5.51798499391298,-4.68021295115224,-6.35575703667372
"51",0.516480808080808,-5.58315616367794,-4.74214925923226,-6.42416306812362
"52",0.526142424242424,-5.6483273334429,-4.80381416794757,-6.49284049893823
"53",0.53580404040404,-5.71349850320786,-4.86521104264959,-6.56178596376613
"54",0.545465656565656,-5.77866967297282,-4.92634344407822,-6.63099590186742
"55",0.555127272727273,-5.84384084273778,-4.98721511299414,-6.70046657248141
"56",0.564788888888889,-5.90901201250274,-5.04782995455461,-6.77019407045086
"57",0.574450505050505,-5.9741831822677,-5.10819202256654,-6.84017434196885
"58",0.584112121212121,-6.03935435203265,-5.1683055037439,-6.91040320032141
"59",0.593773737373737,-6.10452552179761,-5.22817470208806,-6.98087634150717
"60",0.603435353535353,-6.16969669156257,-5.28780402350036,-7.05158935962479
"61",0.61309696969697,-6.23486786132753,-5.34719796072597,-7.1225377619291
"62",0.622758585858586,-6.30003903109249,-5.40636107871707,-7.19371698346792
"63",0.632420202020202,-6.36521020085745,-5.46529800049249,-7.26512240122241
"64",0.642081818181818,-6.43038137062241,-5.5240133935594,-7.33674934768542
"65",0.651743434343434,-6.49555254038737,-5.5825119569516,-7.40859312382313
"66",0.66140505050505,-6.56072371015233,-5.64079840892837,-7.48064901137628
"67",0.671066666666667,-6.62589487991729,-5.69887747536704,-7.55291228446753
"68",0.680728282828283,-6.69106604968225,-5.75675387887316,-7.62537822049133
"69",0.690389898989899,-6.7562372194472,-5.81443232862281,-7.69804211027159
"70",0.700051515151515,-6.82140838921216,-5.87191751094354,-7.77089926748079
"71",0.709713131313131,-6.88657955897712,-5.92921408063265,-7.84394503732159
"72",0.719374747474747,-6.95175072874208,-5.98632665300542,-7.91717480447874
"73",0.729036363636364,-7.01692189850704,-6.04325979665956,-7.99058400035452
"74",0.73869797979798,-7.082093068272,-6.1000180269376,-8.06416810960639
"75",0.748359595959596,-7.14726423803696,-6.15660580006467,-8.13792267600924
"76",0.758021212121212,-7.21243540780192,-6.21302750793558,-8.21184330766826
"77",0.767682828282828,-7.27760657756688,-6.2692874735226,-8.28592568161115
"78",0.777344444444444,-7.34277774733183,-6.32538994687329,-8.36016554779037
"79",0.787006060606061,-7.40794891709679,-6.38133910166597,-8.43455873252762
"80",0.796667676767677,-7.47312008686175,-6.4371390322899,-8.5091011414336
"81",0.806329292929293,-7.53829125662671,-6.49279375141662,-8.5837887618368
"82",0.815990909090909,-7.60346242639167,-6.54830718802858,-8.65861766475476
"83",0.825652525252525,-7.66863359615663,-6.60368318587198,-8.73358400644128
"84",0.835314141414141,-7.73380476592159,-6.65892550230095,-8.80868402954223
"85",0.844975757575757,-7.79897593568655,-6.71403780748122,-8.88391406389188
"86",0.854637373737374,-7.86414710545151,-6.76902368392243,-8.95927052698059
"87",0.86429898989899,-7.92931827521647,-6.82388662630946,-9.03474992412347
"88",0.873960606060606,-7.99448944498142,-6.87863004160447,-9.11034884835838
"89",0.883622222222222,-8.05966061474638,-6.93325724939268,-9.18606398010009
"90",0.893283838383838,-8.12483178451134,-6.9877714824467,-9.26189208657598
"91",0.902945454545454,-8.1900029542763,-7.04217588748516,-9.33783002106744
"92",0.912607070707071,-8.25517412404126,-7.09647352610355,-9.41387472197897
"93",0.922268686868687,-8.32034529380622,-7.1506673758562,-9.49002321175624
"94",0.931930303030303,-8.38551646357118,-7.20476033147006,-9.5662725956723
"95",0.941591919191919,-8.45068763333614,-7.25875520617227,-9.6426200605
"96",0.951253535353535,-8.5158588031011,-7.31265473311508,-9.71906287308711
"97",0.960915151515151,-8.58102997286606,-7.36646156688271,-9.7955983788494
"98",0.970576767676768,-8.64620114263101,-7.42017828506646,-9.87222400019557
"99",0.980238383838384,-8.71137231239597,-7.47380738989517,-9.94893723489677
"100",0.9899,-8.77654348216093,-7.52735130990964,-10.0257356544122
