"","impervious1500","mean_value","UP_value","Low_value"
"1",0.0334,-2.32459767542999,-1.3132372394194,-3.33595811144058
"2",0.0430616161616162,-2.38976884519495,-1.38737320419004,-3.39216448619986
"3",0.0527232323232323,-2.45494001495991,-1.46134886848185,-3.44853116143797
"4",0.0623848484848485,-2.52011118472487,-1.53515993350004,-3.50506243594969
"5",0.0720464646464646,-2.58528235448983,-1.60880203011306,-3.56176267886659
"6",0.0817080808080808,-2.65045352425479,-1.6822707232423,-3.61863632526727
"7",0.091369696969697,-2.71562469401975,-1.7555615168623,-3.67568787117719
"8",0.101031313131313,-2.7807958637847,-1.82866985964096,-3.73292186792845
"9",0.110692929292929,-2.84596703354966,-1.90159115124662,-3.79034291585271
"10",0.120354545454545,-2.91113820331462,-1.97432074934592,-3.84795565728333
"11",0.130016161616162,-2.97630937307958,-2.04685397731226,-3.90576476884691
"12",0.139677777777778,-3.04148054284454,-2.11918613266013,-3.96377495302895
"13",0.149339393939394,-3.1066517126095,-2.19131249621502,-4.02199092900397
"14",0.15900101010101,-3.17182288237446,-2.26322834202231,-4.0804174227266
"15",0.168662626262626,-3.23699405213942,-2.33492894799137,-4.13905915628747
"16",0.178324242424242,-3.30216522190438,-2.4064096072631,-4.19792083654565
"17",0.187985858585859,-3.36733639166934,-2.47766564028041,-4.25700714305826
"18",0.197647474747475,-3.43250756143429,-2.54869240753144,-4.31632271533715
"19",0.207309090909091,-3.49767873119925,-2.61948532292545,-4.37587213947305
"20",0.216970707070707,-3.56284990096421,-2.69003986775045,-4.43565993417798
"21",0.226632323232323,-3.62802107072917,-2.76035160515054,-4.4956905363078
"22",0.236293939393939,-3.69319224049413,-2.83041619505,-4.55596828593826
"23",0.245955555555556,-3.75836341025909,-2.90022940943942,-4.61649741107876
"24",0.255617171717172,-3.82353458002405,-2.96978714792885,-4.67728201211925
"25",0.265278787878788,-3.88870574978901,-3.03908545346167,-4.73832604611635
"26",0.274940404040404,-3.95387691955397,-3.10812052807389,-4.79963331103404
"27",0.28460202020202,-4.01904808931893,-3.17688874857439,-4.86120743006346
"28",0.294263636363636,-4.08421925908388,-3.24538668201444,-4.92305183615333
"29",0.303925252525252,-4.14939042884884,-3.31361110080914,-4.98516975688855
"30",0.313586868686869,-4.2145615986138,-3.38155899736945,-5.04756419985816
"31",0.323248484848485,-4.27973276837876,-3.44922759810163,-5.1102379386559
"32",0.332910101010101,-4.34490393814372,-3.51661437663152,-5.17319349965592
"33",0.342571717171717,-4.41007510790868,-3.58371706611388,-5.23643314970348
"34",0.352233333333333,-4.47524627767364,-3.65053367049244,-5.29995888485484
"35",0.361894949494949,-4.5404174474386,-3.71706247458416,-5.36377242029303
"36",0.371556565656566,-4.60558861720356,-3.78330205287183,-5.42787518153528
"37",0.381218181818182,-4.67075978696852,-3.84925127690143,-5.49226829703561
"38",0.390879797979798,-4.73593095673347,-3.91490932119598,-5.55695259227096
"39",0.400541414141414,-4.80110212649843,-3.98027566761416,-5.6219285853827
"40",0.41020303030303,-4.86627329626339,-4.04535010810012,-5.68719648442667
"41",0.419864646464646,-4.93144446602835,-4.11013274579074,-5.75275618626596
