"","Surface_pressure","mean_value","UP_value","Low_value"
"1",88.9290138,-9.25774139087923,-7.87223178416968,-10.6432509975888
"2",89.0688694090909,-9.18720961348907,-7.8177922464824,-10.5566269804958
"3",89.2087250181818,-9.11667783609893,-7.76323368489242,-10.4701219873054
"4",89.3485806272727,-9.04614605870878,-7.70855183533191,-10.3837402820856
"5",89.4884362363636,-8.97561428131863,-7.65374226293419,-10.2974862997031
"6",89.6282918454546,-8.90508250392849,-7.59880035593566,-10.2113646519213
"7",89.7681474545455,-8.83455072653835,-7.54372131955137,-10.1253801335253
"8",89.9080030636364,-8.76401894914819,-7.48850016985861,-10.0395377284378
"9",90.0478586727273,-8.69348717175805,-7.43313172772692,-9.95384261578918
"10",90.1877142818182,-8.6229553943679,-7.37761061284031,-9.86830017589549
"11",90.3275698909091,-8.55242361697775,-7.3219312378638,-9.7829159960917
"12",90.4674255,-8.4818918395876,-7.26608780281293,-9.69769587636228
"13",90.6072811090909,-8.41136006219745,-7.21007428969446,-9.61264583470044
"14",90.7471367181818,-8.34082828480731,-7.15388445749317,-9.52777211212144
"15",90.8869923272727,-8.27029650741716,-7.09751183759039,-9.44308117724392
"16",91.0268479363636,-8.19976473002702,-7.04094972970875,-9.35857973034529
"17",91.1667035454546,-8.12923295263687,-6.9841911984876,-9.27427470678614
"18",91.3065591545455,-8.05870117524672,-6.92722907080568,-9.19017327968777
"19",91.4464147636364,-7.98816939785657,-6.87005593397569,-9.10628286173746
"20",91.5862703727273,-7.91763762046642,-6.81266413494934,-9.02261110598351
"21",91.7261259818182,-7.84710584307628,-6.75504578068033,-8.93916590547223
"22",91.8659815909091,-7.77657406568613,-6.69719273980297,-8.85595539156929
"23",92.0058372,-7.70604228829598,-6.63909664579551,-8.77298793079646
"24",92.1456928090909,-7.63551051090583,-6.58074890180322,-8.69027212000844
"25",92.2855484181818,-7.56497873351569,-6.52214068730562,-8.60781677972577
"26",92.4254040272727,-7.49444695612554,-6.46326296681509,-8.52563094543599
"27",92.5652596363636,-7.4239151787354,-6.40410650079737,-8.44372385667343
"28",92.7051152454546,-7.35338340134525,-6.3446618590028,-8.3621049436877
"29",92.8449708545455,-7.2828516239551,-6.28491943639212,-8.28078381151807
"30",92.9848264636364,-7.21231984656495,-6.22486947183051,-8.19977022129939
"31",93.1246820727273,-7.1417880691748,-6.16450206970862,-8.11907406864098
"32",93.2645376818182,-7.07125629178466,-6.10380722462783,-8.03870535894149
"33",93.4043932909091,-7.00072451439451,-6.0427748492591,-7.95867417952991
"34",93.5442489,-6.93019273700436,-5.98139480544884,-7.87899066855988
"35",93.6841045090909,-6.85966095961422,-5.91965693860396,-7.79966498062447
"36",93.8239601181818,-6.78912918222407,-5.85755111533569,-7.72070724911245
"37",93.9638157272727,-6.71859740483392,-5.79506726428631,-7.64212754538153
"38",94.1036713363636,-6.64806562744377,-5.73219541999466,-7.56393583489288
"39",94.2435269454545,-6.57753385005363,-5.66892576958864,-7.48614193051861
"40",94.3833825545455,-6.50700207266348,-5.60524870201255,-7.4087554433144
"41",94.5232381636364,-6.43647029527333,-5.54115485942143,-7.33178573112524
"42",94.6630937727273,-6.36593851788318,-5.47663519028927,-7.25524184547709
"43",94.8029493818182,-6.29540674049304,-5.41168100370301,-7.17913247728307
"44",94.9428049909091,-6.22487496310288,-5.34628402423487,-7.1034659019709
"45",95.0826606,-6.15434318571275,-5.2804364467197,-7.0282499247058
"46",95.2225162090909,-6.0838114083226,-5.21413099020666,-6.95349182643853
"47",95.3623718181818,-6.01327963093244,-5.1473609503095,-6.87919831155538
"48",95.5022274272727,-5.9427478535423,-5.08012024915576,-6.80537545792884
"49",95.6420830363636,-5.87221607615215,-5.01240348212478,-6.73202867017952
"50",95.7819386454545,-5.80168429876201,-4.94420596058255,-6.65916263694146
"51",95.9217942545455,-5.73115252137185,-4.87552374985561,-6.5867812928881
"52",96.0616498636364,-5.66062074398171,-4.8063537017483,-6.51488778621512
"53",96.2015054727273,-5.59008896659156,-4.73669348098907,-6.44348445219405
"54",96.3413610818182,-5.51955718920141,-4.66654158509585,-6.37257279330698
"55",96.4812166909091,-5.44902541181127,-4.5958973572679,-6.30215346635464
"56",96.6210723,-5.37849363442112,-4.52476099204948,-6.23222627679276
"57",96.7609279090909,-5.30796185703097,-4.45313353365063,-6.16279018041132
"58",96.9007835181818,-5.23743007964082,-4.38101686695892,-6.09384329232273
"59",97.0406391272727,-5.16689830225068,-4.30841370142227,-6.02538290307909
"60",97.1804947363636,-5.09636652486053,-4.23532754812176,-5.9574055015993
"61",97.3203503454545,-5.02583474747038,-4.16176269048222,-5.88990680445855
"62",97.4602059545455,-4.95530297008023,-4.08772414918115,-5.82288179097932
"63",97.6000615636364,-4.88477119269009,-4.01321764190968,-5.7563247434705
"64",97.7399171727273,-4.81423941529994,-3.9382495387124,-5.69022929188749
"65",97.8797727818182,-4.74370763790979,-3.86282681368315,-5.62458846213644
"66",98.0196283909091,-4.67317586051965,-3.78695699381853,-5.55939472722077
"67",98.159484,-4.6026440831295,-3.71064810583789,-5.49464006042111
"68",98.2993396090909,-4.53211230573935,-3.63390862176104,-5.43031598971767
"69",98.4391952181818,-4.4615805283492,-3.55674740399945,-5.36641365269896
"70",98.5790508272727,-4.39104875095906,-3.47917365066876,-5.30292385124936
"71",98.7189064363636,-4.32051697356891,-3.40119684176562,-5.2398371053722
"72",98.8587620454545,-4.24998519617876,-3.32282668678104,-5.17714370557649
"73",98.9986176545455,-4.17945341878861,-3.24407307424479,-5.11483376333243
"74",99.1384732636364,-4.10892164139847,-3.16494602361496,-5.05289725918197
"75",99.2783288727273,-4.03838986400832,-3.08545563984537,-4.99132408817128
"76",99.4181844818182,-3.96785808661817,-3.00561207088577,-4.93010410235057
"77",99.5580400909091,-3.89732630922803,-2.92542546829559,-4.86922715016046
"78",99.6978957,-3.82679453183788,-2.84490595108238,-4.80868311259337
"79",99.8377513090909,-3.75626275444773,-2.76406357281565,-4.74846193607982
"80",99.9776069181818,-3.68573097705758,-2.68290829201045,-4.68855366210471
"81",100.117462527273,-3.61519919966744,-2.60144994572965,-4.62894845360522
"82",100.257318136364,-3.54466742227729,-2.51969822631371,-4.56963661824086
"83",100.397173745455,-3.47413564488713,-2.43766266111499,-4.51060862865928
"84",100.537029354545,-3.403603867497,-2.35535259508886,-4.45185513990513
"85",100.676884963636,-3.33307209010685,-2.2727771760751,-4.39336700413859
"86",100.816740572727,-3.2625403127167,-2.18994534259124,-4.33513528284216
"87",100.956596181818,-3.19200853532655,-2.10686581395035,-4.27715125670275
"88",101.096451790909,-3.12147675793641,-2.02354708251383,-4.21940643335898
"89",101.2363074,-3.05094498054626,-1.93999740788958,-4.16189255320293
"90",101.376163009091,-2.98041320315611,-1.85622481288937,-4.10460159342285
"91",101.516018618182,-2.90988142576596,-1.77223708106514,-4.04752577046678
"92",101.655874227273,-2.83934964837581,-1.68804175565137,-3.99065754110024
