"","cloudcover","mean_value","UP_value","Low_value"
"59",58.5858585858586,-5.63452880766485,-4.77431952064956,-6.49473809468014
"60",59.5959595959596,-5.63329299654067,-4.7728745693249,-6.49371142375644
"61",60.6060606060606,-5.6320571854165,-4.7714109481547,-6.4927034226783
"62",61.6161616161616,-5.63082137429232,-4.76992867196022,-6.49171407662443
"63",62.6262626262626,-5.62958556316815,-4.76842775675878,-6.49074336957752
"64",63.6363636363636,-5.62834975204397,-4.76690821975855,-6.48979128432939
"65",64.6464646464647,-5.6271139409198,-4.765370079353,-6.48885780248659
"66",65.6565656565657,-5.62587812979562,-4.76381335511498,-6.48794290447626
"67",66.6666666666667,-5.62464231867145,-4.76223806779043,-6.48704656955247
"68",67.6767676767677,-5.62340650754727,-4.76064423929172,-6.48616877580282
"69",68.6868686868687,-5.62217069642309,-4.75903189269069,-6.4853095001555
"70",69.6969696969697,-5.62093488529892,-4.75740105221124,-6.4844687183866
"71",70.7070707070707,-5.61969907417474,-4.75575174322168,-6.48364640512781
"72",71.7171717171717,-5.61846326305057,-4.75408399222665,-6.48284253387449
"73",72.7272727272727,-5.61722745192639,-4.75239782685878,-6.48205707699401
"74",73.7373737373737,-5.61599164080222,-4.75069327586996,-6.48129000573447
"75",74.7474747474748,-5.61475582967804,-4.74897036912236,-6.48054129023372
"76",75.7575757575758,-5.61352001855387,-4.74722913757905,-6.47981089952869
"77",76.7676767676768,-5.61228420742969,-4.74546961329437,-6.47909880156501
"78",77.7777777777778,-5.61104839630552,-4.743691829404,-6.47840496320703
"79",78.7878787878788,-5.60981258518134,-4.74189582011472,-6.47772935024796
"80",79.7979797979798,-5.60857677405717,-4.74008162069384,-6.47707192742049
"81",80.8080808080808,-5.60734096293299,-4.73824926745846,-6.47643265840752
"82",81.8181818181818,-5.60610515180881,-4.73639879776434,-6.47581150585329
"83",82.8282828282828,-5.60486934068464,-4.73453024999457,-6.47520843137471
"84",83.8383838383838,-5.60363352956046,-4.73264366354798,-6.47462339557295
"85",84.8484848484849,-5.60239771843629,-4.73073907882729,-6.47405635804529
"86",85.8585858585859,-5.60116190731211,-4.72881653722701,-6.47350727739722
"87",86.8686868686869,-5.59992609618794,-4.72687608112113,-6.47297611125475
"88",87.8787878787879,-5.59869028506376,-4.72491775385056,-6.47246281627697
"89",88.8888888888889,-5.59745447393959,-4.72294159971037,-6.4719673481688
"90",89.8989898989899,-5.59621866281541,-4.72094766393684,-6.47148966169399
"91",90.9090909090909,-5.59498285169124,-4.71893599269425,-6.47102971068823
"92",91.9191919191919,-5.59374704056706,-4.71690663306155,-6.47058744807257
"93",92.9292929292929,-5.59251122944289,-4.71485963301883,-6.47016282586694
"94",93.939393939394,-5.59127541831871,-4.71279504143354,-6.46975579520388
"95",94.949494949495,-5.59003960719453,-4.71071290804669,-6.46936630634238
"96",95.959595959596,-5.58880379607036,-4.70861328345872,-6.468994308682
"97",96.969696969697,-5.58756798494618,-4.70649621911541,-6.46863975077696
"98",97.979797979798,-5.58633217382201,-4.70436176729347,-6.46830258035055
"99",98.989898989899,-5.58509636269783,-4.70220998108612,-6.46798274430955
"100",100,-5.58386055157366,-4.70004091438852,-6.46768018875879
