"","UTC1000","mean_value","UP_value","Low_value"
"1",0,-8.71401053025376,-6.76807270320893,-10.6599483572986
"2",0.00783789898989899,-8.63322455490505,-6.71558727344855,-10.5508618363615
"3",0.015675797979798,-8.55243857955634,-6.66300753144163,-10.441869627671
"4",0.023513696969697,-8.47165260420763,-6.61032918959963,-10.3329760188156
"5",0.031351595959596,-8.39086662885892,-6.55754771284998,-10.2241855448679
"6",0.039189494949495,-8.31008065351021,-6.50465830190809,-10.1155030051123
"7",0.0470273939393939,-8.2292946781615,-6.45165587531854,-10.0069334810045
"8",0.0548652929292929,-8.14850870281279,-6.39853505017642,-9.89848235544916
"9",0.0627031919191919,-8.06772272746408,-6.34529012143558,-9.79015533349257
"10",0.0705410909090909,-7.98693675211537,-6.2919150397061,-9.68195846452464
"11",0.0783789898989899,-7.90615077676666,-6.23840338743946,-9.57389816609386
"12",0.0862168888888889,-7.82536480141795,-6.18474835339707,-9.46598124943882
"13",0.0940547878787879,-7.74457882606924,-6.13094270529551,-9.35821494684296
"14",0.101892686868687,-7.66379285072053,-6.07697876052129,-9.25060694091976
"15",0.109730585858586,-7.58300687537182,-6.02284835480922,-9.14316539593442
"16",0.117568484848485,-7.50222090002311,-5.96854280878185,-9.03589899126437
"17",0.125406383838384,-7.4214349246744,-5.91405289225432,-8.92881695709448
"18",0.133244282828283,-7.34064894932569,-5.85936878621931,-8.82192911243206
"19",0.141082181818182,-7.25986297397698,-5.80448004244242,-8.71524590551153
"20",0.148920080808081,-7.17907699862827,-5.74937554061968,-8.60877845663686
"21",0.15675797979798,-7.09829102327956,-5.69404344307806,-8.50253860348105
"22",0.164595878787879,-7.01750504793085,-5.63847114703801,-8.39653894882369
"23",0.172433777777778,-6.93671907258214,-5.58264523450616,-8.29079291065811
"24",0.180271676767677,-6.85593309723343,-5.52655141992928,-8.18531477453757
"25",0.188109575757576,-6.77514712188472,-5.47017449581846,-8.08011974795097
"26",0.195947474747475,-6.69436114653601,-5.41349827664999,-7.97522401642203
"27",0.203785373737374,-6.6135751711873,-5.35650554146779,-7.8706448009068
"28",0.211623272727273,-6.53278919583859,-5.29917797575597,-7.76640041592121
"29",0.219461171717172,-6.45200322048988,-5.2414961133218,-7.66251032765795
"30",0.227299070707071,-6.37121724514117,-5.1834392791327,-7.55899521114964
"31",0.23513696969697,-6.29043126979246,-5.12498553428774,-7.45587700529717
"32",0.242974868686869,-6.20964529444375,-5.06611162457778,-7.35317896430971
"33",0.250812767676768,-6.12885931909504,-5.00679293439749,-7.25092570379259
"34",0.258650666666667,-6.04807334374633,-4.94700344811779,-7.14914323937487
"35",0.266488565656566,-5.96728736839762,-4.88671572140203,-7.0478590153932
"36",0.274326464646465,-5.88650139304891,-4.82590086534671,-6.9471019207511
"37",0.282164363636364,-5.8057154177002,-4.76452854673337,-6.84690228866702
"38",0.290002262626263,-5.72492944235149,-4.70256700807228,-6.7472918766307
"39",0.297840161616162,-5.64414346700278,-4.63998311147333,-6.64830382253223
"40",0.305678060606061,-5.56335749165407,-4.576742410658,-6.54997257265013
"41",0.31351595959596,-5.48257151630536,-4.51280925558328,-6.45233377702744
"42",0.321353858585859,-5.40178554095665,-4.44814693412866,-6.35542414778464
"43",0.329191757575758,-5.32099956560794,-4.38271785504071,-6.25928127617517
"44",0.337029656565657,-5.24021359025923,-4.31648377576951,-6.16394340474894
"45",0.344867555555556,-5.15942761491052,-4.24940607790738,-6.06944915191365
"46",0.352705454545455,-5.07864163956181,-4.18144609160027,-5.97583718752334
"47",0.360543353535354,-4.9978556642131,-4.11256546851761,-5.88314585990858
"48",0.368381252525253,-4.91706968886439,-4.04272660074211,-5.79141277698666
"49",0.376219151515152,-4.83628371351568,-3.97189308032953,-5.70067434670183
"50",0.384057050505051,-4.75549773816697,-3.90003019139923,-5.61096528493471
"51",0.39189494949495,-4.67471176281826,-3.82710542362194,-5.52231810201457
"52",0.399732848484849,-4.59392578746955,-3.75308899310405,-5.43476258183504
"53",0.407570747474747,-4.51313981212084,-3.67795435420624,-5.34832527003543
"54",0.415408646464646,-4.43235383677213,-3.60167868407688,-5.26302898946738
"55",0.423246545454545,-4.35156786142342,-3.52424332090824,-5.1788924019386
"56",0.431084444444444,-4.27078188607471,-3.44563413735807,-5.09592963479134
"57",0.438922343434343,-4.189995910726,-3.3658418323367,-5.01414998911529
"58",0.446760242424242,-4.10920993537729,-3.28486212742278,-4.93355774333179
"59",0.454598141414141,-4.02842396002858,-3.20269585836727,-4.85415206168988
"60",0.46243604040404,-3.94763798467987,-3.11934895716165,-4.77592701219808
"61",0.470273939393939,-3.86685200933116,-3.03483232556096,-4.69887169310136
"62",0.478111838383838,-3.78606603398245,-2.94916160628765,-4.62297046167724
"63",0.485949737373737,-3.70528005863374,-2.86235686293359,-4.54820325433389
"64",0.493787636363636,-3.62449408328503,-2.77444218343205,-4.474545983138
"65",0.501625535353535,-3.54370810793632,-2.68544522462022,-4.40197099125241
"66",0.509463434343434,-3.46292213258761,-2.59539671673366,-4.33044754844156
"67",0.517301333333333,-3.3821361572389,-2.50432994669629,-4.25994236778151
"68",0.525139232323232,-3.30135018189019,-2.4122802379477,-4.19042012583267
"69",0.532977131313131,-3.22056420654148,-2.31928444252993,-4.12184397055302
"70",0.54081503030303,-3.13977823119277,-2.22538045852945,-4.05417600385608
"71",0.548652929292929,-3.05899225584406,-2.13060678303298,-3.98737772865514
"72",0.556490828282828,-2.97820628049535,-2.03500210777251,-3.92141045321819
"73",0.564328727272727,-2.89742030514664,-1.93860496182082,-3.85623564847246
"74",0.572166626262626,-2.81663432979793,-1.84145340320413,-3.79181525639173
"75",0.580004525252525,-2.73584835444922,-1.74358475921468,-3.72811194968376
"76",0.587842424242424,-2.65506237910051,-1.64503541356775,-3.66508934463327
"77",0.595680323232323,-2.5742764037518,-1.54584063734781,-3.60271217015578
"78",0.603518222222222,-2.49349042840309,-1.44603445988952,-3.54094639691666
"79",0.611356121212121,-2.41270445305438,-1.34564957528541,-3.47975933082335
"80",0.61919402020202,-2.33191847770567,-1.24471728003962,-3.41911967537172
"81",0.627031919191919,-2.25113250235696,-1.14326743743138,-3.35899756728253
"82",0.634869818181818,-2.17034652700825,-1.04132846435437,-3.29936458966212
"83",0.642707717171717,-2.08956055165954,-0.938927336705716,-3.24019376661336
"84",0.650545616161616,-2.00877457631083,-0.836089609769801,-3.18145954285185
"85",0.658383515151515,-1.92798860096212,-0.732839450442487,-3.12313775148175
"86",0.666221414141414,-1.84720262561341,-0.629199678546215,-3.0652055726806
"87",0.674059313131313,-1.7664166502647,-0.525191814877878,-3.00764148565152
"88",0.681897212121212,-1.68563067491599,-0.420836133997262,-2.95042521583471
"89",0.689735111111111,-1.60484469956728,-0.316151720097501,-2.89353767903705
"90",0.69757301010101,-1.52405872421857,-0.211156524596802,-2.83696092384033
"91",0.705410909090909,-1.44327274886986,-0.105867424351987,-2.78067807338773
"92",0.713248808080808,-1.36248677352115,-0.000300279620277344,-2.72467326742202
"93",0.721086707070707,-1.28170079817244,0.105530008911672,-2.66893160525655
"94",0.728924606060606,-1.20091482282373,0.211609444550332,-2.61343909019779
"95",0.736762505050505,-1.12012884747502,0.317924880853004,-2.55818257580304
"96",0.744600404040404,-1.03934287212631,0.424463969993143,-2.50314971424576
"97",0.752438303030303,-0.958556896777598,0.531215113415042,-2.44832890697024
"98",0.760276202020202,-0.877770921428887,0.638167414886686,-2.39370925774446
"99",0.768114101010101,-0.796984946080177,0.745310636001654,-2.33928052816201
"100",0.775952,-0.716198970731468,0.852635154135513,-2.28503309559845
