"","Surface_pressure","mean_value","UP_value","Low_value"
"1",88.9290138,-6.71447380505446,-5.47623765522342,-7.9527099548855
"2",89.0688694090909,-6.65494088833172,-5.43120182150582,-7.87867995515761
"3",89.2087250181818,-6.59540797160898,-5.3860625863562,-7.80475335686175
"4",89.3485806272727,-6.53587505488624,-5.34081621356623,-7.73093389620625
"5",89.4884362363636,-6.4763421381635,-5.29545881461672,-7.65722546171028
"6",89.6282918454546,-6.41680922144077,-5.24998634299123,-7.5836320998903
"7",89.7681474545455,-6.35727630471803,-5.20439458843294,-7.51015802100312
"8",89.9080030636364,-6.29774338799528,-5.15867917117331,-7.43680760481725
"9",90.0478586727273,-6.23821047127255,-5.11283553616298,-7.36358540638212
"10",90.1877142818182,-6.17867755454981,-5.06685894734353,-7.29049616175608
"11",90.3275698909091,-6.11914463782707,-5.0207444820022,-7.21754479365194
"12",90.4674255,-6.05961172110433,-4.97448702526022,-7.14473641694844
"13",90.6072811090909,-6.00007880438159,-4.92808126475091,-7.07207634401228
"14",90.7471367181818,-5.94054588765886,-4.88152168555281,-6.9995700897649
"15",90.8869923272727,-5.88101297093611,-4.83480256545008,-6.92722337642215
"16",91.0268479363636,-5.82148005421338,-4.78791797060312,-6.85504213782364
"17",91.1667035454546,-5.76194713749064,-4.74086175171963,-6.78303252326164
"18",91.3065591545455,-5.70241422076791,-4.69362754082904,-6.71120090070677
"19",91.4464147636364,-5.64288130404516,-4.64620874877043,-6.63955385931989
"20",91.5862703727273,-5.58334838732242,-4.59859856351831,-6.56809821112654
"21",91.7261259818182,-5.52381547059969,-4.55078994947735,-6.49684099172202
"22",91.8659815909091,-5.46428255387694,-4.50277564789173,-6.42578945986215
"23",92.0058372,-5.40474963715421,-4.45454817852147,-6.35495109578695
"24",92.1456928090909,-5.34521672043147,-4.40609984274949,-6.28433359811344
"25",92.2855484181818,-5.28568380370874,-4.35742272829132,-6.21394487912615
"26",92.4254040272727,-5.22615088698599,-4.30850871568397,-6.14379305828801
"27",92.5652596363636,-5.16661797026325,-4.25934948673852,-6.07388645378799
"28",92.7051152454546,-5.10708505354052,-4.20993653513819,-6.00423357194284
"29",92.8449708545455,-5.04755213681777,-4.16026117936677,-5.93484309426877
"30",92.9848264636364,-4.98801922009504,-4.11031457814198,-5.8657238620481
"31",93.1246820727273,-4.9284863033723,-4.06008774852193,-5.79688485822266
"32",93.2645376818182,-4.86895338664957,-4.0095715868334,-5.72833518646573
"33",93.4043932909091,-4.80942046992682,-3.95875689255151,-5.66008404730213
"34",93.5442489,-4.74988755320408,-3.90763439522873,-5.59214071117944
"35",93.6841045090909,-4.69035463648135,-3.85619478453774,-5.52451448842495
"36",93.8239601181818,-4.63082171975861,-3.80442874344618,-5.45721469607103
"37",93.9638157272727,-4.57128880303587,-3.75232698449296,-5.39025062157878
"38",94.1036713363636,-4.51175588631313,-3.69988028907395,-5.3236314835523
"39",94.2435269454545,-4.45222296959039,-3.64707954958223,-5.25736638959856
"40",94.3833825545455,-4.39269005286765,-3.59391581417361,-5.19146429156169
"41",94.5232381636364,-4.33315713614491,-3.5403803338552,-5.12593393843462
"42",94.6630937727273,-4.27362421942217,-3.48646461151227,-5.06078382733208
"43",94.8029493818182,-4.21409130269944,-3.43216045241294,-4.99602215298593
"44",94.9428049909091,-4.1545583859767,-3.37746001565064,-4.93165675630276
"45",95.0826606,-4.09502546925396,-3.3223558659139,-4.86769507259402
"46",95.2225162090909,-4.03549255253122,-3.26684102490849,-4.80414408015396
"47",95.3623718181818,-3.97595963580848,-3.21090902170735,-4.74101024990961
"48",95.5022274272727,-3.91642671908574,-3.15455394126451,-4.67829949690697
"49",95.6420830363636,-3.856893802363,-3.09777047031336,-4.61601713441265
"50",95.7819386454545,-3.79736088564027,-3.04055393986868,-4.55416783141185
"51",95.9217942545455,-3.73782796891753,-2.98290036357863,-4.49275557425643
"52",96.0616498636364,-3.67829505219479,-2.92480647121563,-4.43178363317395
"53",96.2015054727273,-3.61876213547205,-2.86626973666782,-4.37125453427627
"54",96.3413610818182,-3.55922921874932,-2.80728839988197,-4.31117003761666
"55",96.4812166909091,-3.49969630202657,-2.74786148231657,-4.25153112173657
"56",96.6210723,-3.44016338530383,-2.68798879559303,-4.19233797501463
"57",96.7609279090909,-3.3806304685811,-2.62767094316588,-4.13358999399631
"58",96.9007835181818,-3.32109755185836,-2.56690931497772,-4.075285788739
"59",97.0406391272727,-3.26156463513562,-2.50570607520955,-4.01742319506169
"60",97.1804947363636,-3.20203171841288,-2.44406414337651,-3.95999929344924
"61",97.3203503454545,-3.14249880169015,-2.38198716915036,-3.90301043422993
"62",97.4602059545455,-3.0829658849674,-2.31947950140915,-3.84645226852565
"63",97.6000615636364,-3.02343296824467,-2.25654615211204,-3.7903197843773
"64",97.7399171727273,-2.96390005152193,-2.19319275567871,-3.73460734736514
"65",97.8797727818182,-2.90436713479919,-2.12942552460995,-3.67930874498843
"66",98.0196283909091,-2.84483421807645,-2.06525120211986,-3.62441723403304
"67",98.159484,-2.78530130135371,-2.00067701256188,-3.56992559014553
"68",98.2993396090909,-2.72576838463097,-1.93571061042402,-3.51582615883793
"69",98.4391952181818,-2.66623546790823,-1.87036002863623,-3.46211090718023
"70",98.5790508272727,-2.6067025511855,-1.80463362689246,-3.40877147547854
"71",98.7189064363636,-2.54716963446275,-1.73854004062788,-3.35579922829763
"72",98.8587620454545,-2.48763671774002,-1.67208813122712,-3.30318530425292
"73",98.9986176545455,-2.42810380101728,-1.60528693796111,-3.25092066407345
"74",99.1384732636364,-2.36857088429453,-1.53814563207453,-3.19899613651454
"75",99.2783288727273,-2.3090379675718,-1.4706734733639,-3.14740246177971
"76",99.4181844818182,-2.24950505084906,-1.40287976951087,-3.09613033218725
"77",99.5580400909091,-2.18997213412633,-1.33477383835962,-3.04517042989304
"78",99.6978957,-2.13043921740358,-1.26636497326009,-2.99451346154708
"79",99.8377513090909,-2.07090630068085,-1.19766241153484,-2.94415018982686
"80",99.9776069181818,-2.01137338395811,-1.12867530607516,-2.89407146184106
"81",100.117462527273,-1.95184046723537,-1.05941270002151,-2.84426823444923
"82",100.257318136364,-1.89230755051263,-0.989883504446063,-2.7947315965792
"83",100.397173745455,-1.83277463378989,-0.920096478922187,-2.74545278865759
"84",100.537029354545,-1.77324171706716,-0.850060214839711,-2.6964232192946
"85",100.676884963636,-1.71370880034441,-0.779783121306778,-2.64763447938205
"86",100.816740572727,-1.65417588362168,-0.709273413466366,-2.59907835377699
"87",100.956596181818,-1.59464296689894,-0.638539103046317,-2.55074683075156
"88",101.096451790909,-1.5351100501762,-0.567587990959412,-2.50263210939299
"89",101.2363074,-1.47557713345346,-0.496427661770572,-2.45472660513635
"90",101.376163009091,-1.41604421673073,-0.425065479849129,-2.40702295361232
"91",101.516018618182,-1.35651130000799,-0.35350858703326,-2.35951401298272
"92",101.655874227273,-1.29697838328524,-0.281763901637816,-2.31219286493267
"93",101.795729836364,-1.23744546656251,-0.209838118648255,-2.26505281447676
"94",101.935585445455,-1.17791254983977,-0.137737710951238,-2.2180873887283
"95",102.075441054545,-1.11837963311703,-0.0654689314642927,-2.17129033476977
"96",102.215296663636,-1.05884671639429,0.00696218396344306,-2.12465561675203
"97",102.355152272727,-0.999313799671555,0.0795498129956242,-2.07817741233873
"98",102.495007881818,-0.939780882948817,0.152288342705655,-2.03185010860329
"99",102.634863490909,-0.880247966226079,0.225172365021069,-1.98566829747323
"100",102.7747191,-0.820715049503335,0.29819667180278,-1.93962677080945
