"","population500","mean_value","UP_value","Low_value"
"85",13.9045076969697,-1.99026389113062,1.01612123303158,-4.99664901529282
"86",14.0700375505051,-1.96900191367719,1.07305722253081,-5.0110610498852
"87",14.2355674040404,-1.94773993622377,1.13002061089936,-5.0255004833469
"88",14.4010972575758,-1.92647795877034,1.18701045561423,-5.03996637315492
"89",14.5666271111111,-1.90521598131692,1.24402585624089,-5.05445781887473
"90",14.7321569646465,-1.88395400386349,1.30106595214624,-5.06897395987323
"91",14.8976868181818,-1.86269202641007,1.35812992035667,-5.08351397317681
"92",15.0632166717172,-1.84143004895664,1.41521697355078,-5.09807707146407
"93",15.2287465252525,-1.82016807150322,1.47232635817726,-5.1126625011837
"94",15.3942763787879,-1.7989060940498,1.5294573526888,-5.1272695407884
"95",15.5598062323232,-1.77764411659637,1.58660926588429,-5.14189749907703
"96",15.7253360858586,-1.75638213914295,1.64378143535134,-5.15654571363723
"97",15.8908659393939,-1.73512016168952,1.70097322600254,-5.17121354938159
"98",16.0563957929293,-1.7138581842361,1.75818402869893,-5.18590039717112
"99",16.2219256464646,-1.69259620678267,1.81541325895464,-5.20060567251999
"100",16.3874555,-1.67133422932925,1.8726603557175,-5.215328814376
