"","settlement500","mean_value","UP_value","Low_value"
"1",0,-3.37998310139058,-2.50279010239013,-4.25717610039102
"2",1.96161616161616,-3.39070836155963,-2.5225135809114,-4.25890314220786
"3",3.92323232323232,-3.40143362172868,-2.5419563577631,-4.26091088569427
"4",5.88484848484848,-3.41215888189774,-2.56110980700124,-4.26320795679424
"5",7.84646464646465,-3.42288414206679,-2.57996524978231,-4.26580303435127
"6",9.80808080808081,-3.43360940223585,-2.59851398221638,-4.26870482225532
"7",11.769696969697,-3.4443346624049,-2.6167473059377,-4.27192201887211
"8",13.7313131313131,-3.45505992257396,-2.63465656134806,-4.27546328379985
"9",15.6929292929293,-3.46578518274301,-2.65223316343717,-4.27933720204885
"10",17.6545454545455,-3.47651044291207,-2.66946864002825,-4.28355224579588
"11",19.6161616161616,-3.48723570308112,-2.68635467223646,-4.28811673392578
"12",21.5777777777778,-3.49796096325017,-2.7028831368639,-4.29303878963645
"13",23.5393939393939,-3.50868622341923,-2.71904615038915,-4.2983262964493
"14",25.5010101010101,-3.51941148358828,-2.73483611414425,-4.30398685303232
"15",27.4626262626263,-3.53013674375734,-2.75024576020833,-4.31002772730635
"16",29.4242424242424,-3.54086200392639,-2.76526819748947,-4.31645581036332
"17",31.3858585858586,-3.55158726409545,-2.77989695741466,-4.32327757077624
"18",33.3474747474747,-3.5623125242645,-2.79412603860731,-4.33049900992169
"19",35.3090909090909,-3.57303778443356,-2.80794994990271,-4.3381256189644
"20",37.2707070707071,-3.58376304460261,-2.82136375103832,-4.3461623381669
"21",39.2323232323232,-3.59448830477166,-2.83436309035824,-4.35461351918509
"22",41.1939393939394,-3.60521356494072,-2.84694423889208,-4.36348289098936
"23",43.1555555555556,-3.61593882510977,-2.8591041202072,-4.37277353001234
"24",45.1171717171717,-3.62666408527883,-2.87084033549112,-4.38248783506653
"25",47.0787878787879,-3.63738934544788,-2.88215118339512,-4.39262750750064
"26",49.040404040404,-3.64811460561694,-2.89303567426076,-4.40319353697312
"27",51.0020202020202,-3.65883986578599,-2.90349353845352,-4.41418619311846
"28",52.9636363636364,-3.66956512595505,-2.9135252286409,-4.42560502326919
"29",54.9252525252525,-3.6802903861241,-2.92313191596979,-4.43744885627841
"30",56.8868686868687,-3.69101564629315,-2.93231548021861,-4.44971581236769
"31",58.8484848484848,-3.70174090646221,-2.94107849411614,-4.46240331880828
"32",60.810101010101,-3.71246616663126,-2.94942420212981,-4.47550813113272
"33",62.7717171717172,-3.72319142680032,-2.9573564941263,-4.48902635947434
"34",64.7333333333333,-3.73391668696937,-2.96487987439348,-4.50295349954527
