"","Skintemperature","mean_value","UP_value","Low_value"
"27",12.2734090909091,-5.08616101320679,-4.17959708663221,-5.99272493978138
"28",12.8533363636364,-5.01385898858894,-4.12041769360935,-5.90730028356853
"29",13.4332636363637,-4.94155696397108,-4.06077311973815,-5.82234080820402
"30",14.0131909090909,-4.86925493935323,-4.00064302887354,-5.73786684983292
"31",14.5931181818182,-4.79695291473537,-3.94000673213633,-5.65389909733442
"32",15.1730454545455,-4.72465089011752,-3.87884328386568,-5.57045849636936
"33",15.7529727272727,-4.65234886549966,-3.8171315932918,-5.48756613770752
"34",16.3329,-4.58004684088181,-3.75485055218821,-5.40524312957541
"35",16.9128272727273,-4.50774481626396,-3.6919791783314,-5.32351045419651
"36",17.4927545454546,-4.4354427916461,-3.62849677407874,-5.24238880921346
"37",18.0726818181818,-4.36314076702825,-3.56438309878173,-5.16189843527476
"38",18.6526090909091,-4.29083874241039,-3.49961855309779,-5.082058931723
"39",19.2325363636364,-4.21853671779254,-3.4341843725754,-5.00288906300967
"40",19.8124636363637,-4.14623469317468,-3.36806282719786,-4.9244065591515
"41",20.3923909090909,-4.07393266855683,-3.30123742292207,-4.84662791419158
"42",20.9723181818182,-4.00163064393897,-3.23369310068839,-4.76956818718955
"43",21.5522454545455,-3.92932861932112,-3.16541642795394,-4.6932408106883
"44",22.1321727272727,-3.85702659470326,-3.09639577756294,-4.61765741184358
"45",22.7121,-3.78472457008541,-3.02662148875268,-4.54282765141814
"46",23.2920272727273,-3.71242254546755,-2.95608600532997,-4.46875908560513
"47",23.8719545454546,-3.6401205208497,-2.88478398655067,-4.39545705514873
"48",24.4518818181818,-3.56781849623184,-2.81271238698299,-4.32292460548069
"49",25.0318090909091,-3.49551647161399,-2.73987050260371,-4.25116244062426
"50",25.6117363636364,-3.42321444699613,-2.66625998151191,-4.18016891248036
"51",26.1916636363636,-3.35091242237828,-2.59188479888226,-4.1099400458743
"52",26.7715909090909,-3.27861039776042,-2.51675119704024,-4.04046959848061
"53",27.3515181818182,-3.20630837314257,-2.44086759274707,-3.97174915353806
"54",27.9314454545455,-3.13400634852471,-2.36424445485797,-3.90376824219145
"55",28.5113727272727,-3.06170432390686,-2.28689415640205,-3.83651449141167
"56",29.0913,-2.989402299289,-2.20883080578265,-3.76997379279536
"57",29.6712272727273,-2.91710027467115,-2.13007006218936,-3.70413048715293
"58",30.2511545454546,-2.84479825005329,-2.05062894044609,-3.6389675596605
"59",30.8310818181818,-2.77249622543544,-1.97052561041059,-3.57446684046029
"60",31.4110090909091,-2.70019420081758,-1.88977919572257,-3.5106092059126
"61",31.9909363636364,-2.62789217619973,-1.80840957621273,-3.44737477618673
"62",32.5708636363636,-2.55559015158187,-1.7264371976836,-3.38474310548015
"63",33.1507909090909,-2.48328812696402,-1.64388289210215,-3.32269336182589
"64",33.7307181818182,-2.41098610234616,-1.56076771055071,-3.26120449414162
"65",34.3106454545455,-2.33868407772831,-1.47711277060424,-3.20025538485238
"66",34.8905727272727,-2.26638205311045,-1.39293911917019,-3.13982498705072
"67",35.4705,-2.1940800284926,-1.30826761126231,-3.07989244572289
"68",36.0504272727273,-2.12177800387474,-1.22311880469687,-3.02043720305262
"69",36.6303545454546,-2.04947597925689,-1.13751287030282,-2.96143908821096
"70",37.2102818181818,-1.97717395463904,-1.05146951692806,-2.90287839235001
"71",37.7902090909091,-1.90487193002118,-0.965007930295213,-2.84473592974715
"72",38.3701363636364,-1.83256990540333,-0.878146724606424,-2.78699308620023
"73",38.9500636363636,-1.76026788078547,-0.790903905705657,-2.72963185586529
"74",39.5299909090909,-1.68796585616762,-0.703296844569768,-2.67263486776546
"75",40.1099181818182,-1.61566383154976,-0.615342259904871,-2.61598540319465
"76",40.6898454545455,-1.54336180693191,-0.527056208662564,-2.55966740520125
"77",41.2697727272727,-1.47105978231405,-0.438454083352638,-2.50366548127546
"78",41.8497,-1.3987577576962,-0.349550615107065,-2.44796490028533
"79",42.4296272727273,-1.32645573307834,-0.260359881538251,-2.39255158461843
"80",43.0095545454545,-1.25415370846049,-0.170895318527406,-2.33741209839357
"81",43.5894818181818,-1.18185168384263,-0.0811697351724834,-2.28253363251278
"82",44.1694090909091,-1.10954965922478,0.008804668783434,-2.22790398723299
"83",44.7493363636364,-1.03724763460692,0.0990162836354713,-2.17351155284932
"84",45.3292636363636,-0.964945609989067,0.189454069022885,-2.11934528900102
"85",45.9091909090909,-0.892643585371212,0.280107532293878,-2.0653947030363
"86",46.4891181818182,-0.820341560753358,0.370966706298047,-2.01164982780476
"87",47.0690454545455,-0.748039536135503,0.462022126914692,-1.9581011991857
"88",47.6489727272727,-0.675737511517648,0.553264810571722,-1.90473983360702
"89",48.2289,-0.603435486899793,0.644686231962916,-1.8515572057625
"90",48.8088272727273,-0.531133462281938,0.73627830213049,-1.79854522669437
"91",49.3887545454545,-0.458831437664084,0.828033347044754,-1.74569622237292
"92",49.9686818181818,-0.386529413046228,0.919944086782568,-1.69300291287502
"93",50.5486090909091,-0.314227388428373,1.01200361538075,-1.6404583922375
"94",51.1285363636364,-0.241925363810519,1.10420538141919,-1.58805610904023
"95",51.7084636363636,-0.169623339192664,1.19654316937038,-1.5357898477557
"96",52.2883909090909,-0.0973213145748089,1.28901108173728,-1.4836537108869
"97",52.8683181818182,-0.0250192899569539,1.38160352198945,-1.43164210190336
"98",53.4482454545455,0.047282734660901,1.47431517829702,-1.37974970897521
"99",54.0281727272727,0.119584759278755,1.56714100805481,-1.3279714894973
"100",54.6081,0.191886783896611,1.66007622318216,-1.27630265538894
