"","Skintemperature","mean_value","UP_value","Low_value"
"1",-2.80469999999997,-6.96601365327102,-5.60791348807973,-8.32411381846231
"2",-2.2247727272727,-6.89371162865317,-5.55559329933375,-8.23182995797258
"3",-1.64484545454543,-6.82140960403531,-5.50313463047818,-8.13968457759244
"4",-1.06491818181815,-6.74910757941746,-5.45053113321492,-8.04768402561999
"5",-0.484990909090881,-6.6768055547996,-5.39777611595332,-7.95583499364589
"6",0.0949363636363918,-6.60450353018175,-5.34486252484834,-7.86414453551515
"7",0.674863636363664,-6.53220150556389,-5.29178292408515,-7.77262008704264
"8",1.25479090909094,-6.45989948094604,-5.23852947545359,-7.68126948643848
"9",1.83471818181821,-6.38759745632818,-5.18509391727561,-7.59010099538076
"10",2.41464545454548,-6.31529543171033,-5.13146754277132,-7.49912332064934
"11",2.99457272727275,-6.24299340709247,-5.07764117797713,-7.40834563620782
"12",3.57450000000003,-6.17069138247462,-5.02360515936107,-7.31777760558816
"13",4.1544272727273,-6.09838935785676,-4.96934931131804,-7.22742940439549
"14",4.73435454545457,-6.02608733323891,-4.91486292377072,-7.13731174270709
"15",5.31428181818184,-5.95378530862105,-4.86013473015179,-7.04743588709031
"16",5.89420909090912,-5.8814832840032,-4.80515288609889,-6.95781368190751
"17",6.47413636363639,-5.80918125938534,-4.74990494925751,-6.86845756951318
"18",7.05406363636366,-5.73687923476749,-4.69437786065726,-6.77938060887772
"19",7.63399090909093,-5.66457721014963,-4.63855792820418,-6.69059649209509
"20",8.21391818181821,-5.59227518553178,-4.58243081291564,-6.60211955814792
"21",8.79384545454548,-5.51997316091392,-4.52598151861324,-6.5139648032146
"22",9.37377272727275,-5.44767113629607,-4.46919438588184,-6.4261478867103
"23",9.95370000000002,-5.37536911167821,-4.41205309119622,-6.3386851321602
"24",10.5336272727273,-5.30306708706036,-4.35454065220901,-6.25159352191171
"25",11.1135545454546,-5.2307650624425,-4.29663944027767,-6.16489068460734
"26",11.6934818181818,-5.15846303782465,-4.23833120138145,-6.07859487426785
