"","Wind","mean_value","UP_value","Low_value"
"1",0.2692,-3.35436496771814,-2.45901040911234,-4.24971952632394
"2",0.356117171717172,-3.36538988078735,-2.47973634745327,-4.25104341412143
"3",0.443034343434343,-3.37641479385655,-2.50018809065659,-4.25264149705652
"4",0.529951515151515,-3.38743970692576,-2.52035669561901,-4.25452271823252
"5",0.616868686868687,-3.39846461999497,-2.54023311253589,-4.25669612745405
"6",0.703785858585859,-3.40948953306418,-2.55980820980424,-4.25917085632412
"7",0.79070303030303,-3.42051444613339,-2.57907280192946,-4.26195609033731
"8",0.877620202020202,-3.43153935920259,-2.5980176804761,-4.26506103792909
"9",0.964537373737374,-3.4425642722718,-2.61663364805688,-4.26849489648672
"10",1.05145454545455,-3.45358918534101,-2.63491155530118,-4.27226681538084
"11",1.13837171717172,-3.46461409841022,-2.65284234068407,-4.27638585613637
"12",1.22528888888889,-3.47563901147942,-2.67041707303106,-4.28086094992779
"13",1.31220606060606,-3.48666392454863,-2.68762699644213,-4.28570085265513
"14",1.39912323232323,-3.49768883761784,-2.70446357730412,-4.29091409793156
"15",1.4860404040404,-3.50871375068705,-2.72091855298383,-4.29650894839027
"16",1.57295757575758,-3.51973866375626,-2.73698398171895,-4.30249334579356
"17",1.65987474747475,-3.53076357682546,-2.75265229315136,-4.30887486049957
"18",1.74679191919192,-3.54178848989467,-2.76791633888187,-4.31566064090747
"19",1.83370909090909,-3.55281340296388,-2.78276944236944,-4.32285736355832
"20",1.92062626262626,-3.56383831603309,-2.79720544745429,-4.33047118461188
"21",2.00754343434343,-3.5748632291023,-2.81121876475694,-4.33850769344765
"22",2.09446060606061,-3.5858881421715,-2.8248044151954,-4.34697186914761
"23",2.18137777777778,-3.59691305524071,-2.83795806987402,-4.3558680406074
"24",2.26829494949495,-3.60793796830992,-2.85067608562953,-4.36519985099031
"25",2.35521212121212,-3.61896288137913,-2.86295553557426,-4.37497022718399
"26",2.44212929292929,-3.62998779444833,-2.87479423405222,-4.38518135484445
"27",2.52904646464646,-3.64101270751754,-2.8861907555188,-4.39583465951629
"28",2.61596363636364,-3.65203762058675,-2.89714444696733,-4.40693079420617
"29",2.70288080808081,-3.66306253365596,-2.90765543365107,-4.41846963366084
"30",2.78979797979798,-3.67408744672517,-2.91772461798425,-4.43045027546608
"31",2.87671515151515,-3.68511235979437,-2.92735367164445,-4.4428710479443
"32",2.96363232323232,-3.69613727286358,-2.93654502103697,-4.45572952469019
"33",3.0505494949495,-3.70716218593279,-2.94530182641412,-4.46902254545146
"34",3.13746666666667,-3.718187099002,-2.95362795506387,-4.48274624294012
"35",3.22438383838384,-3.7292120120712,-2.96152794908992,-4.49689607505249
"36",3.31130101010101,-3.74023692514041,-2.96900698839386,-4.51146686188697
"37",3.39821818181818,-3.75126183820962,-2.97607084953953,-4.52645282687971
"38",3.48513535353535,-3.76228675127883,-2.98272586122654,-4.54184764133111
"39",3.57205252525253,-3.77331166434804,-2.98897885712556,-4.55764447157051
"40",3.6589696969697,-3.78433657741724,-2.99483712683198,-4.57383602800251
"41",3.74588686868687,-3.79536149048645,-3.00030836567908,-4.59041461529383
"42",3.83280404040404,-3.80638640355566,-3.00540062411879,-4.60737218299253
"43",3.91972121212121,-3.81741131662487,-3.01012225733026,-4.62470037591948
"44",4.00663838383838,-3.82843622969408,-3.01448187565692,-4.64239058373123
"45",4.09355555555556,-3.83946114276328,-3.01848829640484,-4.66043398912173
"46",4.18047272727273,-3.85048605583249,-3.02215049746118,-4.67882161420381
"47",4.2673898989899,-3.8615109689017,-3.02547757311579,-4.69754436468761
"48",4.35430707070707,-3.87253588197091,-3.02847869239255,-4.71659307154926
"49",4.44122424242424,-3.88356079504011,-3.03116306012344,-4.73595852995679
"50",4.52814141414141,-3.89458570810932,-3.03353988092832,-4.75563153529032
"51",4.61505858585859,-3.90561062117853,-3.03561832619935,-4.77560291615771
"52",4.70197575757576,-3.91663553424774,-3.03740750413096,-4.79586356436452
"53",4.78889292929293,-3.92766044731695,-3.03891643278548,-4.81640446184841
"54",4.8758101010101,-3.93868536038615,-3.04015401614124,-4.83721670463107
"55",4.96272727272727,-3.94971027345536,-3.04112902303347,-4.85829152387725
"56",5.04964444444444,-3.96073518652457,-3.04185006886925,-4.87962030417988
"57",5.13656161616162,-3.97176009959378,-3.04232559997521,-4.90119459921234
"58",5.22347878787879,-3.98278501266298,-3.04256388041984,-4.92300614490613
"59",5.31039595959596,-3.99380992573219,-3.04257298114134,-4.94504687032305
"60",5.39731313131313,-4.0048348388014,-3.04236077120525,-4.96730890639755
"61",5.4842303030303,-4.01585975187061,-3.04193491101369,-4.98978459272753
"62",5.57114747474747,-4.02688466493982,-3.04130284728901,-5.01246648259062
"63",5.65806464646465,-4.03790957800902,-3.04047180965847,-5.03534734635958
"64",5.74498181818182,-4.04893449107823,-3.03944880867209,-5.05842017348437
"65",5.83189898989899,-4.05995940414744,-3.03824063509384,-5.08167817320104
"66",5.91881616161616,-4.07098431721665,-3.03685386031461,-5.10511477411868
"67",6.00573333333333,-4.08200923028586,-3.03529483774556,-5.12872362282615
"68",6.09265050505051,-4.09303414335506,-3.03356970505987,-5.15249858165026
"69",6.17956767676768,-4.10405905642427,-3.03168438716175,-5.17643372568679
"70",6.26648484848485,-4.11508396949348,-3.02964459977161,-5.20052333921535
"71",6.35340202020202,-4.12610888256269,-3.02745585352617,-5.2247619115992
"72",6.44031919191919,-4.13713379563189,-3.02512345850252,-5.24914413276127
"73",6.52723636363636,-4.1481587087011,-3.02265252908384,-5.27366488831837
"74",6.61415353535354,-4.15918362177031,-3.02004798909381,-5.29831925444681
"75",6.70107070707071,-4.17020853483952,-3.0173145771346,-5.32310249254443
"76",6.78798787878788,-4.18123344790873,-3.01445685207116,-5.34801004374629
"77",6.87490505050505,-4.19225836097793,-3.01147919861155,-5.37303752334432
"78",6.96182222222222,-4.20328327404714,-3.00838583293949,-5.39818071515479
"79",7.04873939393939,-4.21430818711635,-3.00518080836126,-5.42343556587143
"80",7.13565656565657,-4.22533310018556,-3.00186802093431,-5.4487981794368
"81",7.22257373737374,-4.23635801325476,-2.99845121504985,-5.47426481145968
"82",7.30949090909091,-4.24738292632397,-2.994933988946,-5.49983186370194
"83",7.39640808080808,-4.25840783939318,-2.99131980013188,-5.52549587865448
"84",7.48332525252525,-4.26943275246239,-2.98761197070642,-5.55125353421835
"85",7.57024242424242,-4.2804576655316,-2.98381369255888,-5.57710163850431
"86",7.6571595959596,-4.2914825786008,-2.97992803244039,-5.60303712476122
"87",7.74407676767677,-4.30250749167001,-2.97595793689861,-5.62905704644142
"88",7.83099393939394,-4.31353240473922,-2.9719062370692,-5.65515857240924
"89",7.91791111111111,-4.32455731780843,-2.9677756533199,-5.68133898229696
"90",8.00482828282828,-4.33558223087764,-2.96356879974434,-5.70759566201093
"91",8.09174545454546,-4.34660714394684,-2.95928818850414,-5.73392609938955
"92",8.17866262626263,-4.35763205701605,-2.95493623401889,-5.76032788001322
"93",8.2655797979798,-4.36865697008526,-2.95051525700461,-5.78679868316591
"94",8.35249696969697,-4.37968188315447,-2.94602748836207,-5.81333627794686
"95",8.43941414141414,-4.39070679622367,-2.94147507291703,-5.83993851953031
"96",8.52633131313131,-4.40173170929288,-2.93686007301491,-5.86660334557085
"97",8.61324848484849,-4.41275662236209,-2.93218447197304,-5.89332877275114
"98",8.70016565656566,-4.4237815354313,-2.92745017739385,-5.92011289346874
"99",8.78708282828283,-4.43480644850051,-2.92265902434263,-5.94695387265838
"100",8.874,-4.44583136156971,-2.91781277839379,-5.97384994474564
