"","NOUTC500","mean_value","UP_value","Low_value"
"1",0,-3.67362185058747,-2.91981808668192,-4.42742561449302
"2",0.00998080808080808,-3.73406165543277,-2.9766963385343,-4.49142697233124
"3",0.0199616161616162,-3.79450146027807,-3.03176813742144,-4.5572347831347
"4",0.0299424242424242,-3.85494126512337,-3.08507126951129,-4.62481126073545
"5",0.0399232323232323,-3.91538106996867,-3.13665436034314,-4.6941077795942
"6",0.0499040404040404,-3.97582087481397,-3.18657531339641,-4.76506643623153
"7",0.0598848484848485,-4.03626067965927,-3.23489957881705,-4.83762178050149
"8",0.0698656565656566,-4.09670048450457,-3.28169836091137,-4.91170260809778
"9",0.0798464646464647,-4.15714028934987,-3.3270468616127,-4.98723371708704
"10",0.0898272727272727,-4.21758009419517,-3.37102263845096,-5.06413754993938
"11",0.0998080808080808,-4.27801989904047,-3.41370413337818,-5.14233566470276
"12",0.109788888888889,-4.33845970388577,-3.4551694064969,-5.22175000127465
"13",0.119769696969697,-4.39889950873107,-3.49549508880448,-5.30230392865766
"14",0.129750505050505,-4.45933931357637,-3.53475555197491,-5.38392307517783
"15",0.139731313131313,-4.51977911842167,-3.57302228148626,-5.46653595535708
"16",0.149712121212121,-4.58021892326697,-3.61036343189549,-5.55007441463845
"17",0.159692929292929,-4.64065872811227,-3.64684353915834,-5.6344739170662
"18",0.169673737373737,-4.70109853295757,-3.68252336379218,-5.71967370212296
"19",0.179654545454545,-4.76153833780287,-3.71745983956738,-5.80561683603837
"20",0.189635353535354,-4.82197814264817,-3.75170610456266,-5.89225018073369
"21",0.199616161616162,-4.88241794749347,-3.78531159424854,-5.9795243007384
"22",0.20959696969697,-4.94285775233877,-3.81832217933732,-6.06739332534022
"23",0.219577777777778,-5.00329755718407,-3.85078033416585,-6.1558147802023
"24",0.229558585858586,-5.06373736202937,-3.88272532417615,-6.2447493998826
"25",0.239539393939394,-5.12417716687467,-3.91419340353425,-6.33416093021509
"26",0.249520202020202,-5.18461697171997,-3.94521801604295,-6.424015927397
"27",0.25950101010101,-5.24505677656527,-3.97582999426362,-6.51428355886692
"28",0.269481818181818,-5.30549658141057,-4.00605775319166,-6.60493540962948
"29",0.279462626262626,-5.36593638625587,-4.03592747596741,-6.69594529654433
"30",0.289443434343434,-5.42637619110117,-4.06546328999284,-6.78728909220951
"31",0.299424242424242,-5.48681599594647,-4.09468743250409,-6.87894455938886
"32",0.309405050505051,-5.54725580079177,-4.12362040516063,-6.97089119642291
"33",0.319385858585859,-5.60769560563707,-4.15228111758628,-7.06311009368787
"34",0.329366666666667,-5.66813541048237,-4.18068702006504,-7.15558380089971
"35",0.339347474747475,-5.72857521532767,-4.20885422577903,-7.24829620487632
"36",0.349328282828283,-5.78901502017297,-4.23679762309647,-7.34123241724948
"37",0.359309090909091,-5.84945482501827,-4.26453097849068,-7.43437867154587
"38",0.369289898989899,-5.90989462986357,-4.29206703070805,-7.5277222290191
"39",0.379270707070707,-5.97033443470887,-4.31941757681461,-7.62125129260314
"40",0.389251515151515,-6.03077423955417,-4.34659355074366,-7.71495492836469
"41",0.399232323232323,-6.09121404439947,-4.37360509494745,-7.8088229938515
"42",0.409213131313131,-6.15165384924477,-4.40046162572796,-7.90284607276158
"43",0.419193939393939,-6.21209365409007,-4.42717189278891,-7.99701541539124
"44",0.429174747474747,-6.27253345893537,-4.45374403351533,-8.09132288435542
"45",0.439155555555556,-6.33297326378067,-4.48018562245052,-8.18576090511083
"46",0.449136363636364,-6.39341306862597,-4.50650371640357,-8.28032242084838
"47",0.459117171717172,-6.45385287347127,-4.53270489558523,-8.37500085135731
"48",0.46909797979798,-6.51429267831657,-4.55879530113615,-8.469790055497
"49",0.479078787878788,-6.57473248316187,-4.58478066937943,-8.56468429694432
"50",0.489059595959596,-6.63517228800717,-4.61066636309977,-8.65967821291458
"51",0.499040404040404,-6.69561209285247,-4.63645740012369,-8.75476678558126
"52",0.509021212121212,-6.75605189769778,-4.66215847944998,-8.84994531594557
"53",0.51900202020202,-6.81649170254307,-4.6877740051561,-8.94520939993005
"54",0.528982828282828,-6.87693150738837,-4.71330810828487,-9.04055490649188
"55",0.538963636363636,-6.93737131223367,-4.73876466689655,-9.1359779575708
"56",0.548944444444444,-6.99781111707897,-4.7641473244536,-9.23147490970435
"57",0.558925252525253,-7.05825092192427,-4.78945950668946,-9.32704233715909
"58",0.568906060606061,-7.11869072676958,-4.81470443709825,-9.4226770164409
"59",0.578886868686869,-7.17913053161487,-4.83988515116922,-9.51837591206053
"60",0.588867676767677,-7.23957033646017,-4.86500450947793,-9.61413616344242
"61",0.598848484848485,-7.30001014130547,-4.89006520973545,-9.7099550728755
"62",0.608829292929293,-7.36044994615077,-4.91506979788734,-9.80583009441421
"63",0.618810101010101,-7.42088975099607,-4.94002067834546,-9.90175882364669
"64",0.628790909090909,-7.48132955584138,-4.96492012342772,-9.99773898825503
"65",0.638771717171717,-7.54176936068668,-4.98977028207416,-10.0937684392992
"66",0.648752525252525,-7.60220916553198,-5.01457318790094,-10.189845143163
"67",0.658733333333333,-7.66264897037728,-5.03933076664855,-10.285967174106
"68",0.668714141414141,-7.72308877522257,-5.06404484307494,-10.3821327073702
"69",0.67869494949495,-7.78352858006788,-5.08871714734008,-10.4783400127957
"70",0.688675757575758,-7.84396838491318,-5.11334932092377,-10.5745874489026
"71",0.698656565656566,-7.90440818975848,-5.13794292211514,-10.6708734574018
"72",0.708637373737374,-7.96484799460378,-5.16249943110849,-10.7671965580991
"73",0.718618181818182,-8.02528779944908,-5.18702025473735,-10.8635553441608
"74",0.72859898989899,-8.08572760429438,-5.21150673087556,-10.9599484777132
"75",0.738579797979798,-8.14616740913968,-5.23596013253179,-11.0563746857476
"76",0.748560606060606,-8.20660721398498,-5.2603816716615,-11.1528327563084
"77",0.758541414141414,-8.26704701883028,-5.28477250271852,-11.249321534942
"78",0.768522222222222,-8.32748682367558,-5.30913372596606,-11.3458399213851
"79",0.77850303030303,-8.38792662852088,-5.33346639056585,-11.4423868664759
"80",0.788483838383838,-8.44836643336618,-5.35777149746199,-11.5389613692704
"81",0.798464646464647,-8.50880623821148,-5.38205000207513,-11.6355624743478
"82",0.808445454545455,-8.56924604305678,-5.40630281682095,-11.7321892692926
"83",0.818426262626263,-8.62968584790208,-5.43053081346606,-11.8288408823381
"84",0.828407070707071,-8.69012565274738,-5.45473482533315,-11.9255164801616
"85",0.838387878787879,-8.75056545759268,-5.47891564936631,-12.022215265819
"86",0.848368686868687,-8.81100526243798,-5.50307404806671,-12.1189364768092
"87",0.858349494949495,-8.87144506728328,-5.52721075130772,-12.2156793832588
"88",0.868330303030303,-8.93188487212858,-5.5513264580381,-12.3124432862191
"89",0.878311111111111,-8.99232467697388,-5.57542183788115,-12.4092275160666
"90",0.888291919191919,-9.05276448181918,-5.59949753263691,-12.5060314310014
"91",0.898272727272727,-9.11320428666448,-5.62355415769425,-12.6028544156347
"92",0.908253535353535,-9.17364409150978,-5.64759230335892,-12.6996958796606
"93",0.918234343434344,-9.23408389635508,-5.67161253610326,-12.7965552566069
"94",0.928215151515152,-9.29452370120038,-5.69561539974289,-12.8934320026579
"95",0.93819595959596,-9.35496350604568,-5.71960141654517,-12.9903255955462
"96",0.948176767676768,-9.41540331089098,-5.74357108827405,-13.0872355335079
"97",0.958157575757576,-9.47584311573628,-5.76752489717532,-13.1841613342972
"98",0.968138383838384,-9.53628292058158,-5.79146330690632,-13.2811025342568
"99",0.978119191919192,-9.59672272542688,-5.81538676341354,-13.3780586874402
"100",0.9881,-9.65716253027218,-5.83929569576153,-13.4750293647828
