"","UTC500","mean_value","UP_value","Low_value"
"1",0,-7.12602684270565,-5.44413604826493,-8.80791763714637
"2",0.00850745454545455,-7.06304025721112,-5.40527280678527,-8.72080770763697
"3",0.0170149090909091,-7.00005367171659,-5.36631900593249,-8.63378833750069
"4",0.0255223636363636,-6.93706708622205,-5.32727058979642,-8.54686358264768
"5",0.0340298181818182,-6.87408050072752,-5.28812327405019,-8.46003772740485
"6",0.0425372727272727,-6.81109391523298,-5.24887253110648,-8.37331529935949
"7",0.0510447272727273,-6.74810732973845,-5.20951357425245,-8.28670108522445
"8",0.0595521818181818,-6.68512074424392,-5.17004134069928,-8.20020014778855
"9",0.0680596363636364,-6.62213415874938,-5.13045047348093,-8.11381784401784
"10",0.0765670909090909,-6.55914757325485,-5.0907353021357,-8.02755984437399
"11",0.0850745454545455,-6.49616098776032,-5.05088982210428,-7.94143215341635
"12",0.093582,-6.43317440226578,-5.01090767277847,-7.85544113175309
"13",0.102089454545455,-6.37018781677125,-4.97078211413797,-7.76959351940453
"14",0.110596909090909,-6.30720123127671,-4.93050600191589,-7.68389646063754
"15",0.119104363636364,-6.24421464578218,-4.89007176124102,-7.59835753032334
"16",0.127611818181818,-6.18122806028765,-4.84947135871325,-7.51298476186204
"17",0.136119272727273,-6.11824147479311,-4.80869627288161,-7.42778667670462
"18",0.144626727272727,-6.05525488929858,-4.76773746311093,-7.34277231548622
"19",0.153134181818182,-5.99226830380404,-4.72658533684488,-7.25795127076321
"20",0.161641636363636,-5.92928171830951,-4.68522971530058,-7.17333372131844
"21",0.170149090909091,-5.86629513281498,-4.64365979766521,-7.08893046796474
"22",0.178656545454545,-5.80330854732044,-4.60186412390782,-7.00475297073307
"23",0.187164,-5.74032196182591,-4.55983053637289,-6.92081338727893
"24",0.195671454545455,-5.67733537633137,-4.51754614038668,-6.83712461227607
"25",0.204178909090909,-5.61434879083684,-4.47499726418472,-6.75370031748897
"26",0.212686363636364,-5.55136220534231,-4.43216941856151,-6.6705549921231
"27",0.221193818181818,-5.48837561984777,-4.38904725675235,-6.5877039829432
"28",0.229701272727273,-5.42538903435324,-4.34561453518397,-6.50516353352251
"29",0.238208727272727,-5.36240244885871,-4.30185407587767,-6.42295082183974
"30",0.246716181818182,-5.29941586336417,-4.25774773145485,-6.34108399527349
"31",0.255223636363636,-5.23642927786964,-4.21327635388199,-6.25958220185728
"32",0.263731090909091,-5.1734426923751,-4.16841976829836,-6.17846561645184
