"","Precipitation","mean_value","UP_value","Low_value"
"75",142.939595959596,5.43222893062271,8.74247843197852,2.1219794292669
"76",144.871212121212,5.55829724290799,8.91217100554394,2.20442348027204
"77",146.802828282828,5.68436555519328,9.08189395980981,2.28683715057674
"78",148.734444444444,5.81043386747857,9.25164613856291,2.36922159639422
"79",150.666060606061,5.93650217976385,9.42142644280798,2.45157791671972
"80",152.597676767677,6.06257049204913,9.59123382731545,2.53390715678282
"81",154.529292929293,6.18863880433442,9.76106729741288,2.61621031125595
"82",156.460909090909,6.31470711661971,9.93092590600066,2.69848832723875
"83",158.392525252525,6.44077542890499,10.100808750774,2.78074210703594
"84",160.324141414141,6.56684374119028,10.2707149716353,2.86297251074521
"85",162.255757575758,6.69291205347556,10.4406437482814,2.9451803586697
"86",164.187373737374,6.81898036576085,10.6105942979529,3.02736643356876
"87",166.11898989899,6.94504867804613,10.7805658733329,3.10953148275932
"88",168.050606060606,7.07111699033142,10.9505577605837,3.19167622007917
"89",169.982222222222,7.1971853026167,11.1205692775109,3.27380132772247
"90",171.913838383838,7.32325361490198,11.2905997718469,3.35590745795711
"91",173.845454545455,7.44932192718727,11.4606486196421,3.43799523473244
"92",175.777070707071,7.57539023947256,11.6307152237596,3.52006525518549
"93",177.708686868687,7.70145855175784,11.8007990124627,3.60211809105296
"94",179.640303030303,7.82752686404313,11.9708994380905,3.68415428999572
"95",181.571919191919,7.95359517632841,12.1410159758148,3.76617437684201
"96",183.503535353535,8.0796634886137,12.3111481224723,3.84817885475511
"97",185.435151515152,8.20573180089898,12.4812953954673,3.93016820633063
"98",187.366767676768,8.33180011318427,12.6514573317402,4.01214289462837
"99",189.298383838384,8.45786842546955,12.8216334867959,4.09410336414317
"100",191.23,8.58393673775484,12.9918234337908,4.1760500417189
