"","Precipitation","mean_value","UP_value","Low_value"
"1",0,-3.89682617848839,-3.13551323391951,-4.65813912305727
"2",1.93161616161616,-3.77075786620311,-3.01353716288944,-4.52797856951677
"3",3.86323232323232,-3.64468955391782,-2.88892399668961,-4.40045511114604
"4",5.79484848484848,-3.51862124163254,-2.76165852691996,-4.27558395634511
"5",7.72646464646465,-3.39255292934725,-2.63175327408673,-4.15335258460777
"6",9.65808080808081,-3.26648461706197,-2.49924784172404,-4.03372139239989
"7",11.589696969697,-3.14041630477668,-2.36420691715999,-3.91662569239337
"8",13.5213131313131,-3.0143479924914,-2.22671714785379,-3.80197883712901
"9",15.4529292929293,-2.88827968020611,-2.08688322935812,-3.6896761310541
"10",17.3845454545455,-2.76221136792083,-1.94482358635941,-3.57959914948224
"11",19.3161616161616,-2.63614305563554,-1.80066601258352,-3.47162009868756
"12",21.2477777777778,-2.51007474335026,-1.65454357296841,-3.3656059137321
"13",23.1793939393939,-2.38400643106497,-1.50659098355458,-3.26142187857536
"14",25.1110101010101,-2.25793811877968,-1.35694159183205,-3.15893464572732
"15",27.0426262626263,-2.1318698064944,-1.20572499836747,-3.05801461462133
"16",28.9742424242424,-2.00580149420911,-1.05306529794271,-2.95853769047552
"17",30.9058585858586,-1.87973318192383,-0.899079877366704,-2.86038648648095
"18",32.8374747474747,-1.75366486963854,-0.743878685434992,-2.7634510538421
"19",34.7690909090909,-1.62759655735326,-0.587563883883401,-2.66762923082312
"20",36.7007070707071,-1.50152824506797,-0.430229791802835,-2.57282669833311
"21",38.6323232323232,-1.37545993278269,-0.271963045583353,-2.47895681998203
"22",40.5639393939394,-1.2493916204974,-0.112842908758264,-2.38594033223654
"23",42.4955555555556,-1.12332330821212,0.0470583211123097,-2.29370493753655
"24",44.4271717171717,-0.997254995926833,0.207674849487926,-2.20218484134159
"25",46.3587878787879,-0.871186683641548,0.368946896457506,-2.1113202637406
"26",48.290404040404,-0.745118371356263,0.530820204992257,-2.02105694770478
"27",50.2220202020202,-0.619050059070978,0.693245561110011,-1.93134567925197
"28",52.1536363636364,-0.492981746785693,0.856178335963961,-1.84214182953535
"29",54.0852525252525,-0.366913434500408,1.01957805592816,-1.75340492492897
"30",56.0168686868687,-0.240845122215123,1.18340800387712,-1.66509824830737
"31",57.9484848484848,-0.114776809929837,1.34763485281878,-1.57718847267845
"32",59.880101010101,0.0112915023554478,1.51222833164232,-1.48964532693142
"33",61.8117171717172,0.137359814640733,1.67716092182413,-1.40244129254267
"34",63.7433333333333,0.263428126926018,1.84240758336731,-1.31555132951527
"35",65.6749494949495,0.389496439211303,2.0079455079345,-1.22895262951189
"36",67.6065656565656,0.515564751496588,2.17375389699395,-1.14262439400077
"37",69.5381818181818,0.641633063781873,2.33981376277903,-1.05654763521528
"38",71.469797979798,0.767701376067158,2.50610774992069,-0.970704997786378
"39",73.4014141414141,0.893769688352444,2.67261997572057,-0.885080599015682
"40",75.3330303030303,1.01983800063773,2.83933588716897,-0.799659885893513
"41",77.2646464646465,1.14590631292301,3.00624213296212,-0.714429507116093
"42",79.1962626262626,1.2719746252083,3.17332644892647,-0.629377198509874
"43",81.1278787878788,1.39804293749358,3.34057755540885,-0.54449168042168
"44",83.0594949494949,1.52411124977887,3.50798506533492,-0.459762565777177
"45",84.9911111111111,1.65017956206415,3.67553940177302,-0.375180277644716
"46",86.9227272727273,1.77624787434944,3.84323172396441,-0.290735975265526
"47",88.8543434343434,1.90231618663472,4.01105386089381,-0.206421487624356
"48",90.7859595959596,2.02838449892001,4.17899825157692,-0.122229253736896
"49",92.7175757575758,2.1544528112053,4.3470578913329,-0.0381522689223064
"50",94.6491919191919,2.28052112349058,4.51522628339259,0.0458159635885753
"51",96.5808080808081,2.40658943577587,4.68349739526629,0.129681476285441
"52",98.5124242424242,2.53265774806115,4.85186561936031,0.213449876761989
"53",100.44404040404,2.65872606034644,5.02032573738911,0.297126383303764
"54",102.375656565657,2.78479437263172,5.1888728881813,0.380715857082147
"55",104.307272727273,2.91086268491701,5.35750253852296,0.464222831311051
"56",106.238888888889,3.03693099720229,5.52621045672181,0.547651537682767
"57",108.170505050505,3.16299930948758,5.69499268861115,0.631005930364006
"58",110.102121212121,3.28906762177286,5.86384553574375,0.714289707801969
"59",112.033737373737,3.41513593405815,6.03276553555373,0.797506332562561
"60",113.965353535354,3.54120424634343,6.20174944328832,0.880659049398546
"61",115.89696969697,3.66727255862872,6.37079421553365,0.963750901723784
"62",117.828585858586,3.793340870914,6.53989699517733,1.04678474665067
"63",119.760202020202,3.91940918319929,6.7090550976676,1.12976326873097
"64",121.691818181818,4.04547749548457,6.87826599844381,1.21268899252533
"65",123.623434343434,4.17154580776986,7.04752732142624,1.29556429411348
"66",125.555050505051,4.29761412005514,7.21683682846493,1.37839141164535
"67",127.486666666667,4.42368243234043,7.38619240965771,1.46117245502314
"68",129.418282828283,4.54975074462571,7.55559207445676,1.54390941479467
"69",131.349898989899,4.675819056911,7.72503394349137,1.62660417033062
"70",133.281515151515,4.80188736919628,7.89451624104192,1.70925849735065
"71",135.213131313131,4.92795568148157,8.06403728810631,1.79187407485683
"72",137.144747474747,5.05402399376685,8.23359549600638,1.87445249152733
"73",139.076363636364,5.18009230605214,8.40318936048664,1.95699525161764
"74",141.00797979798,5.30616061833742,8.57281745626239,2.03950378041246
