"","impervious500","mean_value","UP_value","Low_value"
"43",0.417748484848485,-2.36315381085737,-1.69679114065397,-3.02951648106077
"44",0.428135353535354,-2.40666300999493,-1.73665708441534,-3.07666893557452
"45",0.438522222222222,-2.4501722091325,-1.7761937037915,-3.12415071447349
"46",0.448909090909091,-2.49368140827006,-1.81540678520772,-3.1719560313324
"47",0.45929595959596,-2.53719060740762,-1.85430243486559,-3.22007877994965
"48",0.469682828282828,-2.58069980654518,-1.89288704031879,-3.26851257277157
"49",0.480069696969697,-2.62420900568275,-1.93116723215898,-3.31725077920651
"50",0.490456565656566,-2.66771820482031,-1.96914984625209,-3.36628656338853
"51",0.500843434343434,-2.71122740395787,-2.00684188691825,-3.4156129209975
"52",0.511230303030303,-2.75473660309543,-2.04425049139695,-3.46522271479392
"53",0.521617171717172,-2.798245802233,-2.08138289588587,-3.51510870858012
"54",0.53200404040404,-2.84175500137056,-2.11824640338763,-3.56526359935349
"55",0.542390909090909,-2.88526420050812,-2.15484835354643,-3.61568004746981
"56",0.552777777777778,-2.92877339964568,-2.19119609460636,-3.66635070468501
"57",0.563164646464646,-2.97228259878325,-2.22729695757656,-3.71726823998993
"58",0.573551515151515,-3.01579179792081,-2.26315823264621,-3.76842536319541
"59",0.583938383838384,-3.05930099705837,-2.29878714785473,-3.81981484626202
"60",0.594325252525253,-3.10281019619594,-2.33419084999009,-3.87142954240178
"61",0.604712121212121,-3.1463193953335,-2.36937638766047,-3.92326240300653
"62",0.61509898989899,-3.18982859447106,-2.4043506964619,-3.97530649248022
"63",0.625485858585859,-3.23333779360862,-2.43912058614676,-4.02755500107049
"64",0.635872727272727,-3.27684699274619,-2.47369272968402,-4.08000125580835
"65",0.646259595959596,-3.32035619188375,-2.50807365409281,-4.13263872967469
"66",0.656646464646465,-3.36386539102131,-2.5422697329242,-4.18546104911842
"67",0.667033333333333,-3.40737459015887,-2.57628718026344,-4.23846200005431
"68",0.677420202020202,-3.45088378929644,-2.6101320461236,-4.29163553246927
"69",0.687807070707071,-3.494392988434,-2.64381021310383,-4.34497576376417
"70",0.698193939393939,-3.53790218757156,-2.67732739418789,-4.39847698095523
"71",0.708580808080808,-3.58141138670912,-2.71068913156396,-4.45213364185429
"72",0.718967676767677,-3.62492058584669,-2.74390079635182,-4.50594037534156
"73",0.729354545454546,-3.66842978498425,-2.77696758913024,-4.55989198083826
"74",0.739741414141414,-3.71193898412181,-2.80989454116411,-4.61398342707951
"75",0.750128282828283,-3.75544818325937,-2.84268651623799,-4.66820985028076
"76",0.760515151515152,-3.79895738239694,-2.87534821301023,-4.72256655178365
"77",0.77090202020202,-3.8424665815345,-2.90788416780871,-4.77704899526029
"78",0.781288888888889,-3.88597578067206,-2.9402987577966,-4.83165280354752
"79",0.791675757575758,-3.92948497980962,-2.97259620444311,-4.88637375517614
"80",0.802062626262626,-3.97299417894719,-3.00478057724092,-4.94120778065346
"81",0.812449494949495,-4.01650337808475,-3.03685579761798,-4.99615095855152
"82",0.822836363636364,-4.06001257722231,-3.06882564299723,-5.05119951144739
"83",0.833223232323232,-4.10352177635987,-3.100693750963,-5.10634980175675
"84",0.843610101010101,-4.14703097549744,-3.13246362349805,-5.16159832749682
"85",0.85399696969697,-4.190540174635,-3.16413863125957,-5.21694171801043
"86",0.864383838383838,-4.23404937377256,-3.19572201786662,-5.27237672967851
"87",0.874770707070707,-4.27755857291013,-3.22721690417534,-5.32790024164491
"88",0.885157575757576,-4.32106777204769,-3.25862629252175,-5.38350925157363
"89",0.895544444444444,-4.36457697118525,-3.28995307091468,-5.43920087145582
"90",0.905931313131313,-4.40808617032281,-3.32120001716465,-5.49497232348098
"91",0.916318181818182,-4.45159536946038,-3.35236980293641,-5.55082093598434
"92",0.926705050505051,-4.49510456859794,-3.3834649977155,-5.60674413948037
"93",0.937091919191919,-4.5386137677355,-3.41448807268081,-5.66273946279019
"94",0.947478787878788,-4.58212296687306,-3.44544140447686,-5.71880452926926
"95",0.957865656565657,-4.62563216601063,-3.47632727888124,-5.77493705314002
"96",0.968252525252525,-4.66914136514819,-3.50714789436348,-5.8311348359329
"97",0.978639393939394,-4.71265056428575,-3.53790536553333,-5.88739576303817
"98",0.989026262626263,-4.75615976342331,-3.56860172647683,-5.9437178003698
"99",0.999413131313131,-4.79966896256088,-3.59923893397976,-6.00009899114199
"100",1.0098,-4.84317816169844,-3.62981887063865,-6.05653745275823
