"","UTC","mean_value","UP_value","Low_value"
"1",0,0,0,0
"2",0.0050251256281407,-0.0356222228794324,-0.0272423168672027,-0.0440021288916622
"3",0.0100502512562814,-0.0708705312895322,-0.0542537187621737,-0.0874873438168907
"4",0.0150753768844221,-0.105744925230299,-0.0810337256554613,-0.130456124805137
"5",0.0201005025125628,-0.140245404701734,-0.107581840742869,-0.172908968660599
"6",0.0251256281407035,-0.174371969703836,-0.133897549757105,-0.214846389650567
"7",0.0301507537688442,-0.208124620236605,-0.159980320248188,-0.256268920225021
"8",0.0351758793969849,-0.241503356300041,-0.185829600831144,-0.297177111768939
"9",0.0402010050251256,-0.274508177894145,-0.211444820399455,-0.337571535388836
"10",0.0452261306532663,-0.307139085018917,-0.23682538730269,-0.377452782735143
"11",0.050251256281407,-0.339396077674355,-0.26197068848663,-0.416821466862081
"12",0.0552763819095477,-0.371279155860461,-0.286880088594183,-0.455678223126739
"13",0.0603015075376884,-0.402788319577235,-0.311552929025297,-0.494023710129172
"14",0.0653266331658292,-0.433923568824675,-0.335988526953994,-0.531858610695357
"15",0.0703517587939698,-0.464684903602783,-0.360186174300618,-0.569183632904949
"16",0.0753768844221106,-0.495072323911559,-0.384145136657292,-0.605999511165825
"17",0.0804020100502513,-0.525085829751001,-0.407864652164533,-0.64230700733747
"18",0.085427135678392,-0.554725421121111,-0.431343930336886,-0.678106911905337
"19",0.0904522613065327,-0.583991098021889,-0.45458215083541,-0.713400045208368
"20",0.0954773869346734,-0.612882860453334,-0.477578462184762,-0.748187258721905
"21",0.100502512562814,-0.641400708415446,-0.500331980432583,-0.782469436398308
"22",0.105527638190955,-0.669544641908225,-0.522841787748841,-0.81624749606761
"23",0.110552763819095,-0.697314660931672,-0.545106930962739,-0.849522390900606
"24",0.115577889447236,-0.724710765485786,-0.56712642003478,-0.882295110936793
"25",0.120603015075377,-0.751732955570568,-0.58889922646153,-0.914566684679606
"26",0.125628140703518,-0.778381231186017,-0.610424281610628,-0.946338180761405
"27",0.130653266331658,-0.804655592332133,-0.631700474983606,-0.977610709680661
"28",0.135678391959799,-0.830556039008917,-0.652726652404057,-1.00838542561378
"29",0.14070351758794,-0.856082571216368,-0.673501614128796,-1.03866352830394
"30",0.14572864321608,-0.881235188954486,-0.694024112879646,-1.06844626502933
"31",0.150753768844221,-0.906013892223272,-0.714292851793639,-1.0977349326529
"32",0.155778894472362,-0.930418681022725,-0.734306482289482,-1.12653087975597
"33",0.160804020100503,-0.954449555352845,-0.754063601848332,-1.15483550885736
"34",0.165829145728643,-0.978106515213633,-0.773562751707091,-1.18265027872017
"35",0.170854271356784,-1.00138956060509,-0.792802414462677,-1.2099767067475
"36",0.175879396984925,-1.02429869152721,-0.811781011586006,-1.23681637146841
"37",0.180904522613065,-1.04683390798,-0.830496900844769,-1.26317091511523
"38",0.185929648241206,-1.06899520996346,-0.84894837363448,-1.28904204629243
"39",0.190954773869347,-1.09078259747758,-0.867133652217758,-1.3144315427374
"40",0.195979899497487,-1.11219607052237,-0.885050886872345,-1.3393412541724
"41",0.201005025125628,-1.13323562909783,-0.902698152948994,-1.36377310524667
