"","nightlight500","mean_value","UP_value","Low_value"
"51",108.767676767677,-3.17595148140451,-2.05945420141532,-4.2924487613937
"52",110.94303030303,-3.14661700206103,-2.00924310091158,-4.28399090321048
"53",113.118383838384,-3.11728252271755,-1.95873790476528,-4.27582714066983
"54",115.293737373737,-3.08794804337407,-1.90795444231767,-4.26794164443048
"55",117.469090909091,-3.0586135640306,-1.85690761361697,-4.26031951444423
"56",119.644444444444,-3.02927908468712,-1.80561143783091,-4.25294673154332
"57",121.819797979798,-2.99994460534364,-1.75407910110842,-4.24581010957886
"58",123.995151515152,-2.97061012600016,-1.70232300342044,-4.23889724857988
"59",126.170505050505,-2.94127564665668,-1.65035480402634,-4.23219648928702
"60",128.345858585859,-2.9119411673132,-1.59818546530811,-4.2256968693183
"61",130.521212121212,-2.88260668796973,-1.54582529479357,-4.21938808114588
"62",132.696565656566,-2.85327220862625,-1.4932839852542,-4.2132604319983
"63",134.871919191919,-2.82393772928277,-1.44057065281429,-4.20730480575125
"64",137.047272727273,-2.79460324993929,-1.38769387304935,-4.20151262682923
"65",139.222626262626,-2.76526877059581,-1.33466171508325,-4.19587582610838
"66",141.39797979798,-2.73593429125233,-1.28148177371819,-4.19038680878648
"67",143.573333333333,-2.70659981190886,-1.22816119964992,-4.18503842416779
"68",145.748686868687,-2.67726533256538,-1.17470672783396,-4.17982393729679
"69",147.92404040404,-2.6479308532219,-1.12112470407778,-4.17473700236602
"70",150.099393939394,-2.61859637387842,-1.0674211099402,-4.16977163781664
"71",152.274747474747,-2.58926189453494,-1.0136015860227,-4.16492220304719
"72",154.450101010101,-2.55992741519146,-0.959671453738543,-4.16018337664438
"73",156.625454545455,-2.53059293584798,-0.90563573564611,-4.15555013604986
"74",158.800808080808,-2.50125845650451,-0.851499174430961,-4.15101773857805
"75",160.976161616162,-2.47192397716103,-0.797266250619473,-4.14658170370258
"76",163.151515151515,-2.44258949781755,-0.742941199103831,-4.14223779653127
"77",165.326868686869,-2.41325501847407,-0.68852802455499,-4.13798201239315
"78",167.502222222222,-2.38392053913059,-0.634030515796707,-4.13381056246448
"79",169.677575757576,-2.35458605978711,-0.579452259209991,-4.12971986036424
"80",171.852929292929,-2.32525158044364,-0.524796651233548,-4.12570650965372
"81",174.028282828283,-2.29591710110016,-0.470066910022033,-4.12176729217828
"82",176.203636363636,-2.26658262175668,-0.415266086320141,-4.11789915719322
"83",178.37898989899,-2.2372481424132,-0.360397073606975,-4.11409921121943
"84",180.554343434343,-2.20791366306972,-0.305462617561586,-4.11036470857786
"85",182.729696969697,-2.17857918372624,-0.250465324897225,-4.10669304255526
"86",184.905050505051,-2.14924470438276,-0.195407671608625,-4.10308173715691
"87",187.080404040404,-2.11991022503929,-0.1402920106736,-4.09952843940497
"88",189.255757575758,-2.09057574569581,-0.0851205792473717,-4.09603091214424
"89",191.431111111111,-2.06124126635233,-0.0298955053853143,-4.09258702731934
"90",193.606464646465,-2.03190678700885,0.0253811856727082,-4.08919475969041
"91",195.781818181818,-2.00257230766537,0.0807075656256222,-4.08585218095637
"92",197.957171717172,-1.97323782832189,0.136081797613465,-4.08255745425725
"93",200.132525252525,-1.94390334897842,0.191502131072254,-4.07930882902908
"94",202.307878787879,-1.91456886963494,0.246966896916792,-4.07610463618667
"95",204.483232323232,-1.88523439029146,0.302474503028657,-4.07294328361157
"96",206.658585858586,-1.85589991094798,0.358023430028187,-4.06982325192415
"97",208.833939393939,-1.8265654316045,0.413612227310931,-4.06674309051993
"98",211.009292929293,-1.79723095226102,0.469239509330342,-4.06370141385239
"99",213.184646464646,-1.76789647291755,0.524903952109922,-4.06069689794501
"100",215.36,-1.73856199357407,0.580604289969158,-4.05772827711729
