"","nightlight500","mean_value","UP_value","Low_value"
"1",0,-4.64267544857843,-3.70778852598693,-5.57756237116994
"2",2.17535353535354,-4.61334096923495,-3.69496442666367,-5.53171751180623
"3",4.35070707070707,-4.58400648989148,-3.68158174741411,-5.48643123236884
"4",6.52606060606061,-4.554672010548,-3.66761035333182,-5.44173366776418
"5",8.70141414141414,-4.52533753120452,-3.65301913890244,-5.3976559235066
"6",10.8767676767677,-4.49600305186104,-3.63777616031577,-5.35422994340631
"7",13.0521212121212,-4.46666857251756,-3.62184880287907,-5.31148834215605
"8",15.2274747474747,-4.43733409317408,-3.60520398618948,-5.26946420015869
"9",17.4028282828283,-4.4079996138306,-3.58780840886314,-5.22819081879807
"10",19.5781818181818,-4.37866513448713,-3.5696288334231,-5.18770143555115
"11",21.7535353535354,-4.34933065514365,-3.5506324104039,-5.14802889988339
"12",23.9288888888889,-4.31999617580017,-3.53078703885424,-5.1092053127461
"13",26.1042424242424,-4.29066169645669,-3.51006175826484,-5.07126163464854
"14",28.279595959596,-4.26132721711321,-3.48842716461683,-5.03422726960959
"15",30.4549494949495,-4.23199273776973,-3.46585584088361,-4.99812963465586
"16",32.630303030303,-4.20265825842626,-3.44232279011685,-4.96299372673566
"17",34.8056565656566,-4.17332377908278,-3.41780585742513,-4.92884170074042
"18",36.9810101010101,-4.1439892997393,-3.39228612593991,-4.89569247353869
"19",39.1563636363636,-4.11465482039582,-3.36574827146473,-4.86356136932691
"20",41.3317171717172,-4.08532034105234,-3.33818086107469,-4.83245982102999
"21",43.5070707070707,-4.05598586170886,-3.30957658254074,-4.80239514087699
"22",45.6824242424242,-4.02665138236538,-3.27993239406196,-4.77337037066881
"23",47.8577777777778,-3.99731690302191,-3.24924958724405,-4.74538421879976
"24",50.0331313131313,-3.96798242367843,-3.21753376030771,-4.71843108704915
"25",52.2084848484849,-3.93864794433495,-3.18479470281356,-4.69250118585634
"26",54.3838383838384,-3.90931346499147,-3.1510461973824,-4.66758073260054
"27",56.5591919191919,-3.87997898564799,-3.11630574762015,-4.64365222367584
"28",58.7345454545455,-3.85064450630451,-3.08059424443186,-4.62069476817717
"29",60.909898989899,-3.82131002696104,-3.04393558493328,-4.59868446898879
"30",63.0852525252525,-3.79197554761756,-3.00635625915565,-4.57759483607946
"31",65.2606060606061,-3.76264106827408,-2.96788491971881,-4.55739721682935
"32",67.4359595959596,-3.7333065889306,-2.92855194874079,-4.53806122912041
"33",69.6113131313131,-3.70397210958712,-2.88838903464916,-4.51955518452508
"34",71.7866666666667,-3.67463763024364,-2.8474287694829,-4.50184649100439
"35",73.9620202020202,-3.64530315090016,-2.80570427495135,-4.48490202684898
"36",76.1373737373737,-3.61596867155669,-2.7632488631521,-4.46868847996127
"37",78.3127272727273,-3.58663419221321,-2.7200957356089,-4.45317264881752
"38",80.4880808080808,-3.55729971286973,-2.67627772229264,-4.43832170344682
"39",82.6634343434343,-3.52796523352625,-2.63182706060633,-4.42410340644617
"40",84.8387878787879,-3.49863075418277,-2.58677521297809,-4.41048629538746
"41",87.0141414141414,-3.46929627483929,-2.54115272071378,-4.39743982896481
"42",89.189494949495,-3.43996179549582,-2.49498909108506,-4.38493449990657
"43",91.3648484848485,-3.41062731615234,-2.44831271422861,-4.37294191807607
"44",93.540202020202,-3.38129283680886,-2.40115080626049,-4.36143486735722
"45",95.7155555555556,-3.35195835746538,-2.35352937501499,-4.35038733991577
"46",97.8909090909091,-3.3226238781219,-2.30547320495496,-4.33977455128885
"47",100.066262626263,-3.29328939877842,-2.25700585802878,-4.32957293952807
"48",102.241616161616,-3.26395491943495,-2.2081496875333,-4.31976015133659
"49",104.41696969697,-3.23462044009147,-2.15892586235542,-4.31031501782752
"50",106.592323232323,-3.20528596074799,-2.10935439928614,-4.30121752220983
